jeremić,a	jer,emi,ća
nedaća,ma	n,eda,ć,ama
iznos,a	iz,n,osa
efsf,-a	e,fs,f,-a
budžet,om	bud,ž,et,om
dogovoren,a	dog,ov,ore,na
obim,u	ob,imu
esm,-a	es,m,-a
prilog,a	pr,il,oga
doprinos,u	d,opr,inos,u
vašington,u	va,š,ington,u
cent,i	cent,i
izložen,om	iz,lo,žen,om
mlađan,a	m,la,đ,ana
dinkić,a	d,inki,ća
dinkićev,og	d,inki,ć,ev,og
slab,u	sl,abu
dinkićev,ih	d,inki,ć,ev,ih
sednica,ma	sed,nic,ama
tadićev,i	t,adi,ć,evi
visok,u	vis,oku
preduslov,a	pred,us,lo,va
neiskren,a	ne,isk,rena
sledeći,m	s,le,de,ć,im
propust,om	prop,ustom
blag,og	bl,agog
akter,a	ak,tera
proces,i	pro,cesi
prioritet,ima	prior,itet,ima
blag,i	bl,agi
davutogluov,im	dav,ut,og,lu,ov,im
angažman,om	anga,ž,man,om
balansiran,im	bal,ansir,anim
inicijativa,ma	inic,ij,ativ,ama
posredovanje,m	pos,red,ovan,jem
sad,-u	s,ad,-u
potencijal,om	pot,enc,ij,alom
mobiltel,a	mob,ilt,ela
operater,a	oper,atera
naslovljen,oj	nas,lo,vl,jeno,j
savremen,u	sav,rem,enu
praćen,u	pra,ć,enu
odgovarajući,m	od,gov,ar,aju,ć,im
veština,ma	ve,š,tin,ama
pokretač,em	pok,reta,čem
prezasićen,ih	pre,z,asi,ćen,ih
povećan,om	p,ove,ć,anom
bdp,-u	bd,p,-u
ocena,ma	ocen,ama
metod,i	met,odi
metod,a	met,oda
vaučer,i	v,au,č,eri
nerešen,i	n,ere,š,eni
društven,oj	d,ru,št,ven,oj
akcijski,h	ak,ci,js,kih
sektor,e	se,kt,ore
signal,u	signal,u
vagon,i	v,agon,i
slep,im	s,lep,im
šezdeseti,h	š,ez,des,et,ih
jevtin,e	je,vt,ine
kratkovid,a	krat,kov,ida
deonica,ma	de,onic,ama
čitav,om	čit,av,om
voz,om	voz,om
razvijenost,i	raz,v,ijen,osti
okup,u	ok,upu
avion,i	av,ioni
primer,u	primer,u
rat,ove	rat,ove
voz,ovima	voz,ovima
brz,e	br,ze
navodni,m	nav,od,nim
tretman,u	tret,man,u
umanjivanje,m	uman,j,ivan,jem
železnički,m	ž,ele,zni,č,kim
saobraćaj,em	sa,obra,ć,ajem
ekspert,e	ek,sp,erte
majdan,i	maj,d,ani
nepostojeći,h	nep,osto,jeć,ih
jurišnik,a	j,uri,š,nika
lopov,a	lop,ova
direktor,i	dire,kt,ori
džep,ova	d,ž,ep,ova
koncert,i	kon,cert,i
estradni,h	est,rad,nih
aranžman,i	aran,ž,mani
kondukter,e	kon,duk,tere
skretničar,e	sk,re,tn,ič,are
polomljen,a	pol,om,ljena
lopov,i	lop,ovi
nabavljač,i	n,ab,avl,ja,či
šraf,ove	š,rafo,ve
teg,ove	teg,ove
čekaonica,ma	č,eka,onic,ama
postaja,ma	post,aj,ama
jeziv,u	je,z,ivu
krov,a	k,ro,va
tip,ovi	tip,ovi
start,u	start,u
leone,a	le,one,a
zapad,u	zap,adu
odsustvo,m	ods,ust,vom
zadovoljstvo,m	z,ad,ovol,j,st,vom
medijski,h	medi,js,kih
vila,ma	vil,ama
jahta,ma	jaht,ama
skupocen,im	sk,up,ocen,im
automobil,ima	autom,obil,ima
nedefinisan,ih	n,edef,inis,ani,h
lik,ova	lik,ova
uređen,ih	ure,đen,ih
rashod,e	rash,ode
način,u	na,čin,u
naveden,e	nav,ed,ene
odgovor,a	od,gov,ora
uređen,im	ure,đen,im
donošenje,m	d,ono,šen,jem
serotonin,a	ser,oton,ina
ran,im	ran,im
deficit,ima	def,icit,ima
hormon,a	h,orm,ona
miš,evima	mi,š,ev,ima
miš,eva	mi,š,eva
neuron,a	neur,ona
hormon,om	h,orm,onom
krv,i	kr,vi
tori,jem	tor,ij,em
takumi,jem	tak,um,ij,em
miš,evi	mi,š,evi
brk,ove	br,k,ove
brk,ova	br,k,ova
istraživač,ima	istra,ž,iva,č,ima
serotoninski,h	ser,oton,inski,h
receptor,a	re,cept,ora
lek,ove	lek,ove
serototnin,a	ser,ot,ot,n,ina
star,i	st,ari
zanimljiv,iji	z,anim,ljiv,iji
test,om	test,om
kavez,a	k,ave,za
kavez,u	k,ave,zu
jedinka,ma	jed,ink,ama
izražen,ijim	iz,ra,žen,ij,im
neartikulisan,ih	ne,art,ik,ulis,ani,h
zvuk,ova	zv,uk,ova
simptom,e	sim,ptome
anksioznost,i	anks,io,zn,osti
takumi,ja	tak,um,ija
senzacionalistički,m	senz,acional,isti,č,kim
genetski,m	gen,ets,kim
mutacija,ma	mut,acij,ama
poremećaj,ima	p,ore,me,ć,aj,ima
tip,a	tip,a
višestruk,oj	vi,š,est,ru,ko,j
jezik,a	je,z,ika
poznat,oj	pozn,ato,j
nacist,a	nac,ista
hitlerov,e	hit,ler,ove
naš,em	na,šem
vreme,nu	v,rem,enu
klempererov,a	k,lem,per,er,ova
reklamni,h	re,klam,nih
neograničen,u	ne,ogr,ani,č,enu
nesavladiv,u	nes,av,lad,ivu
lažljiv,e	la,ž,lj,ive
nebrojen,om	ne,bro,jen,om
pisan,e	pis,ane
komunikacijski,h	kom,unik,aci,js,kih
šum,ova	š,um,ova
kontradiktornost,i	kon,trad,ikt,orn,osti
savremen,ih	sav,remen,ih
jednak,oj	jed,nak,oj
lingvistički,m	ling,v,isti,č,kim
mulj,em	mul,jem
blato,m	bl,atom
nesavršenost,i	nes,avr,šen,osti
naj,različit,ijih	naj,raz,li,čit,ij,ih
glupost,i	gl,up,osti
list,ovima	list,ovima
papirus,a	pap,irus,a
naslov,a	nas,lo,va
savremen,om	sav,remen,om
lenj,im	len,jim
glup,im	gl,up,im
dragocen,o	drag,oc,eno
spot,ova	spot,ova
zatupljujući,h	zat,up,lju,ju,ć,ih
elektronski,h	elek,tr,ons,kih
višestruk,e	vi,š,est,ru,ke
jezik,om	je,zik,om
roman,e	rom,ane
izopačen,om	iz,opa,čen,om
sunovraćen,om	sun,ov,ra,ćen,om
aušvic,a	au,š,v,ica
logoraš,a	log,ora,ša
koncentracioni,m	kon,cent,r,acion,im
logor,ima	log,or,ima
postojeći,m	posto,jeć,im
teror,a	ter,ora
lažljiv,og	la,ž,ljiv,og
složen,u	s,lož,enu
osetljiv,u	os,et,ljiv,u
nov,ijoj	nov,ij,oj
nejak,u	nej,aku
miloševićev,og	m,ilo,š,ević,ev,og
ulični,h	uli,čnih
batinaš,a	bat,ina,ša
toljaga,ma	tol,j,agama
prolaznik,a	pro,laz,nika
neidentifikovan,i	ne,ident,ifik,ov,ani
crven,a	cr,vena
nacistički,m	n,acist,ič,kim
civil,ima	civil,ima
povlašćen,a	p,ov,laš,ć,ena
go,lo	g,olo
pokrovitelj,e	pok,rov,itel,je
položaj,ima	pol,ož,aj,ima
stran,oj	str,ano,j
ponos,a	pon,osa
obračun,i	obra,č,uni
navijač,a	nav,ija,ča
čitljiv,e	čit,lj,ive
naopak,o	na,op,ako
vidljiv,i	vid,lj,ivi
stereotip,a	st,ere,ot,ipa
začaran,i	za,č,arani
prostor,u	pro,stor,u
strah,u	str,ahu
glad,i	gl,adi
nasilnički,h	n,asil,ni,čkih
potpun,oj	pot,p,uno,j
roman,a	rom,ana
detektiv,a	det,ekt,iva
po,a	p,oa
novinski,h	nov,inski,h
intelekt,u	intele,kt,u
brz,oj	br,zo,j
šerlok,a	š,erlo,ka
holms,a	hol,ms,a
herkul,a	h,erk,ula
poaro,a	po,aro,a
junak,a	jun,aka
dipen,a	d,ip,ena
roman,i	rom,ani
trideseti,h	tr,ides,et,ih
okean,a	oke,ana
nezbe,a	ne,z,be,a
marlo,a	mar,lo,a
roman,ima	roman,ima
uočljiv,a	uo,č,lj,iva
sudbina,ma	sud,bin,ama
crn,oj	cr,noj
senator,a	sen,atora
makarti,ja	m,ak,art,ija
sadašnji,m	s,ada,šnj,im
pakt,a	pak,ta
jens,om	j,ens,om
stoltenberg,om	st,ol,ten,berg,om
star,ije	st,ari,je
istomišljenik,a	ist,omi,š,ljen,ika
nemoć,i	n,emo,ći
vlastit,i	v,last,iti
demokratičnost,i	dem,okr,ati,čnosti
bunt,a	b,unta
bes,a	bes,a
vlastit,u	v,last,itu
vaš,a	va,ša
ličnost,ima	lič,nost,ima
iskustvo,m	isk,ust,vom
predsednik,u	pred,sed,niku
favorit,a	favor,ita
razvijen,oj	raz,vij,eno,j
naj,čuven,ija	naj,ču,ven,ija
fbi,-ja	f,bi,-,ja
uvod,u	uv,odu
huver,a	hu,vera
prijatelj,ima	p,rij,atelj,ima
nekontrolisan,og	ne,kontrol,isan,og
dosije,a	dos,ij,ea
stanovnik,e	stan,ov,nike
senator,e	sen,atore
kongresmen,e	kong,res,mene
martin,u	martin,u
luter,u	l,uter,u
king,u	k,ingu
metoda,ma	met,od,ama
nezakonit,e	nez,akon,ite
pretres,e	pret,rese
dosije,e	dos,ij,ee
žargon,u	ž,argon,u
dubok,a	d,ub,oka
gangster,ima	gang,ster,ima
koren,a	k,ore,na
smenjiv,a	sm,enj,iva
vučić,a	vu,čić,a
slikovit,iji	s,lik,ovit,iji
korumpiran,i	kor,ump,ir,ani
đubre,ta	đ,ub,reta
progonitelj,i	pro,gon,itelji
izabran,e	iz,abr,ane
čudo,m	č,ud,om
čitalac,a	č,ital,aca
zemljin,og	z,em,l,jin,og
šar,a	š,ara
ljosin,og	l,jos,in,og
naslov,om	nas,lov,om
pijur,a	p,ij,ura
felisit,a	fel,is,ita
janake,a	jan,ake,a
reketaš,a	rek,eta,ša
podnošljiv,u	pod,no,š,ljiv,u
zaplet,a	zap,leta
smisaon,im	sm,isa,on,im
ucenjivač,ima	uc,enj,iva,č,ima
crtež,om	cr,te,ž,om
pauk,a	p,au,ka
požar,a	po,ž,ara
neugodnost,i	ne,ug,od,nosti
ljubav,lju	lj,ub,avl,ju
roman,u	roman,u
čuven,i	ču,veni
ljosin,im	l,jos,in,im
ljubitelj,ima	lj,ub,itelj,ima
sin,ovima	sin,ovima
običaj,u	obi,čaju
sapunski,h	sap,un,skih
bok,a	b,oka
sin,u	sin,u
fončitov,oj	f,on,čit,ov,oj
fončitov,e	f,on,čit,ove
duh,om	du,hom
ljosin,oj	l,jos,ino,j
ljosin,o	l,jos,ino
savremen,og	sav,remen,og
peru,a	per,ua
rasparen,e	ras,pare,ne
kućni,m	ku,ć,nim
papuča,ma	pap,uč,ama
viskonzin,u	vis,konz,inu
neuron,i	neur,oni
autoimun,ih	auto,imun,ih
alchajmerov,om	al,ch,aj,mer,ov,om
demencija,ma	dem,enc,ij,ama
stub,a	st,uba
zdrav,e	z,dr,ave
paradoks,a	par,ad,ok,sa
mit,ova	mit,ova
ustaljen,o	ust,al,jeno
kvalitet,a	k,val,it,eta
moždan,e	mo,žd,ane
pospan,i	pos,pan,i
talas,a	tal,asa
dubok,i	d,ub,oki
dubok,og	d,ub,ok,og
pokret,ima	pok,ret,ima
povećan,u	p,ove,ć,anu
okean,u	oke,anu
svet,ove	sv,et,ove
čas,u	č,asu
staž,a	sta,ža
dušek,a	du,š,eka
zebald,a	z,eb,alda
saturnov,i	sat,urn,ovi
prsten,ovi	pr,sten,ovi
zebald,u	z,eb,al,du
besmislen,ih	bes,mis,len,ih
vlastit,e	v,last,ite
putokaz,i	put,ok,azi
valer,i	val,eri
monoton,e	mon,ot,one
knjiga,ma	kn,j,ig,ama
svaki,m	sv,ak,im
nepromenjen,og	n,eprom,en,jen,og
intenzitet,a	int,enz,it,eta
trend,ova	trend,ova
verzija,ma	ver,zij,ama
vulkan,om	v,ulkan,om
malkolm,a	m,alk,ol,ma
lauri,ja	l,aur,ija
zenov,u	zen,ovu
ital,a	it,ala
zvev,a	z,ve,va
grob,ovima	gro,bo,v,ima
ernest,a	er,nest,a
sabat,a	sab,ata
bulgakov,a	b,ulg,ak,ova
odsjaj,i	od,sj,aji
dugogodišnji,h	d,ug,og,odi,šnj,ih
autor,a	aut,ora
proživljen,og	pro,živ,ljen,og
otpor,a	ot,pora
svest,i	sv,esti
vlastit,og	v,last,it,og
grad,ovi	grad,ovi
čas,ove	čas,ove
zemaljski,h	zem,al,js,kih
star,im	star,im
trst,om	tr,st,om
zen,a	z,ena
kozim,a	k,oz,ima
neuverljiv,a	ne,uver,lj,iva
original,a	original,a
leopold,a	le,op,olda
blum,a	bl,uma
bled,u	bled,u
džojsov,og	d,ž,oj,sov,og
život,ima	ž,ivot,ima
detalj,u	det,al,ju
jarbol,a	jar,bola
brodolom,a	bro,dol,oma
prostor,i	prost,ori
pouzdan,a	p,ouz,dana
razvučenost,i	raz,vu,čen,osti
koncept,a	kon,cept,a
pisaći,m	p,isać,im
papirnat,ih	pap,ir,nat,ih
jalov,om	jal,ov,om
ključ,a	kl,juč,a
bezdan,u	bez,dan,u
avet,i	av,eti
univerzum,a	un,iver,z,uma
model,i	model,i
čitaočev,og	čit,ao,č,ev,og
orijentir,i	or,ij,ent,iri
zamišljen,og	z,ami,š,ljen,og
nojev,a	no,je,va
unos,a	un,osa
čovekolik,i	č,ove,kol,iki
elektroencefalogram,a	ele,kt,ro,ence,fal,ograma
uređaj,i	ure,đ,aji
niz,a	n,iza
određen,oj	od,re,đ,eno,j
komfor,a	kom,for,a
mit,-a	mit,-a
mašina,ma	ma,šin,ama
potreba,ma	pot,reb,ama
pionirski,h	p,ion,ir,skih
univerzitet,u	un,iver,z,itet,u
računar,a	rač,un,ara
automat,u	autom,atu
naj,rashlađen,ija	naj,rash,la,đen,ija
preduslov,i	pred,us,lo,vi
prav,ih	pr,avi,h
samsung,a	samsung,a
frižider,e	fri,ž,idere
korisnik,u	kor,is,niku
telefon,a	telef,ona
frižider,u	fri,ž,ider,u
telefon,e	telefone
termostat,a	ter,most,ata
ranjiv,a	ran,j,iva
upad,a	up,ada
inženjering,om	in,žen,j,ering,om
manipulacija,ma	man,ip,ul,acij,ama
poverljiv,im	p,over,ljiv,im
mejl,ovima	mej,lov,ima
poraz,u	por,azu
proizvođač,u	pro,iz,vo,đa,ču
gugl,u	g,ug,lu
uređaj,ima	ure,đ,aj,ima
dom,u	dom,u
oregon,u	oregon,u
kamera,ma	kamer,ama
televizor,om	te,lev,iz,or,om
nemarnost,i	nem,arn,osti
senzor,e	senz,ore
pejsmejker,om	pe,js,mej,ker,om
haker,i	h,aker,i
haker,a	hak,era
omiljen,ih	om,il,jen,ih
skup,ovima	sk,up,ovima
hakovanje,m	hak,ovan,jem
motor,a	mot,ora
sudar,a	s,udara
ishod,om	ish,odom
semafor,a	se,ma,for,a
visokoobučen,e	vis,oko,ob,uč,ene
osetljiv,ih	os,et,ljiv,ih
autopilot,a	autop,il,ota
silos,a	sil,osa
način,a	na,čina
provajder,i	prov,aj,der,i
oblak,u	obl,aku
obnažen,i	ob,na,ž,eni
selfi,ji	self,iji
korisnost,i	kor,is,nosti
štetnost,i	š,tet,nosti
opravdanost,i	opr,av,dan,osti
osetljiv,om	os,et,ljiv,om
isplativost,i	is,pl,ativ,osti
malen,a	mal,ena
tehnološki,m	te,hn,olo,š,kim
koncept,om	kon,cept,om
čest,ih	č,est,ih
teret,a	ter,eta
kosovar,a	k,os,ov,ara
spisk,a	sp,iska
nestrukturiran,a	nest,ru,kt,ur,ir,ana
proizvodni,h	pro,iz,vod,nih
izgubljen,ih	iz,g,ubl,jen,ih
ishod,e	ish,ode
lak,šu	lak,šu
jakup,a	jak,upa
preuranjen,o	pre,uran,jeno
preporučljiv,o	pre,poruč,ljivo
lider,om	lider,om
mehmet,om	m,eh,met,om
ali,jem	ali,jem
talat,om	tal,atom
poseta,ma	pos,et,ama
frustrirajući,m	fr,ustr,ir,aju,ć,im
zastoj,em	z,ast,oj,em
kontakt,e	kontakte
kontakt,i	kontakt,i
nivo,ima	n,ivo,ima
izražen,ih	iz,ra,žen,ih
slab,o	sl,abo
plan,om	plan,om
kiparski,m	kip,ars,kim
rešenje,m	re,šen,jem
osobenost,ima	os,oben,ost,ima
nerešiv,om	n,ere,š,iv,om
kršenje,m	kr,šen,jem
ilir,a	il,ira
dugoli,ja	d,ug,ol,ija
oto,a	o,toa
fudbal,a	f,ud,b,ala
rehagelov,a	re,h,ag,el,ova
rezultat,om	rez,ult,atom
tim,om	tim,om
rehagel,a	re,h,ag,ela
sporting,a	sport,inga
naj,istaknut,iji	naj,ist,ak,nut,iji
trideseti,m	tr,ides,etim
stadion,a	stad,iona
brdovit,om	br,d,ovit,om
sponzor,a	s,pon,z,ora
maradonin,e	mar,ad,on,ine
grub,oj	gr,ub,oj
neosnovan,im	neos,nov,anim
pretrpljen,ih	pre,tr,pl,jen,ih
odbijen,u	odb,ij,enu
minut,u	min,utu
sokratis,a	s,okr,atis,a
papastatopulos,a	pap,ast,at,op,ul,osa
jak,a	j,aka
hotel,u	hotel,u
navijač,e	nav,ija,če
vuvuzela,ma	v,uv,uz,el,ama
doboš,ima	d,obo,š,ima
harmonika,ma	harmon,ik,ama
jak,o	j,ako
navijač,i	nav,ija,či
ultranacionalistički,h	ul,tran,acional,isti,čkih
organizator,i	organiz,atori
huligan,a	h,ul,ig,ana
učesnik,e	uč,es,nike
kamenica,ma	k,amen,icama
sakriven,im	sak,r,iven,im
šaht,ovima	ša,ht,ovima
život,i	ž,ivot,i
svetski,m	sv,ets,kim
travnjak,a	tr,avn,j,aka
skup,ovi	sk,up,ovi
predsednički,h	pred,sed,ni,čkih
udarac,a	udar,aca
plakat,i	pl,ak,ati
krug,u	kr,ugu
protivnički,h	prot,iv,ni,čkih
basesku,a	b,ases,k,ua
miting,a	mit,inga
dečak,a	de,č,aka
element,e	element,e
dinu,a	d,in,ua
patriču,a	p,atri,č,ua
disident,a	dis,identa
pesnik,a	pes,nika
dinesku,a	d,ines,k,ua
predsednikov,a	pred,sed,nik,ova
rumunski,h	rum,un,skih
takmac,e	tak,m,ace
nezabeležen,i	nez,abe,lež,eni
ismail,u	i,sm,ail,u
kadare,u	k,ad,are,u
gugl,a	g,ug,la
karikaturist,a	kar,ik,atur,ista
polufinalist,a	pol,uf,inal,ista
finalist,a	final,ista
ansamb,ala	ans,amb,ala
vladin,e	vl,ad,ine
marselj,u	m,ars,el,ju
crtani,h	c,rt,ani,h
filmski,h	films,kih
fokus,om	fokus,om
apelacioni,h	apel,acion,ih
temelj,i	tem,el,ji
otvoren,og	ot,v,oren,og
obnovljen,ih	ob,nov,ljen,ih
društven,e	d,ru,št,vene
kamion,ima	kam,ion,ima
voz,ovi	voz,ovi
stanica,ma	stan,icama
poljoprivredni,h	pol,j,opr,iv,red,nih
podsticaj,e	pod,st,ic,aje
sto,love	st,ol,ove
smeštaj,a	s,me,št,aja
rom,i	r,omi
mađar,i	ma,đ,ari
drugačiji,m	dr,uga,č,ij,im
materijal,a	mater,ij,ala
romski,m	rom,skim
jukom,-a	j,uk,om,-a
dug,ovima	d,ug,ovima
njen,i	n,jeni
dnevni,h	d,ne,vn,ih
meden,i	med,eni
dug,ove	d,ug,ove
uobičajen,a	u,obi,čaj,ena
pozajmica,ma	poz,aj,mic,ama
dug,ovi	d,ug,ovi
pouzdan,im	p,ou,zd,anim
kup,u	k,upu
nobelov,u	n,obel,ovu
rajteralm,u	r,ajter,alm,u
romed,a	rom,eda
bauman,a	ba,um,ana
francuz,a	franc,u,za
pjerik,a	p,jer,ika
burže,a	bur,ž,ea
stefan,a	st,ef,ana
arsenijević,a	ars,en,ij,ević,a
komandarev,a	kom,and,are,va
vihor,u	vih,oru
bazen,ima	baz,en,ima
hesinki,ju	h,es,ink,iju
plivački,m	pl,iva,č,kim
svetlin,a	s,vet,lina
rusev,a	r,use,va
stokholm,u	st,ok,hol,mu
nezamenljiv,om	nez,amen,ljiv,om
peterburg,om	peter,burg,om
dablin,om	d,ab,lin,om
pariz,om	par,iz,om
veles,a	ve,lesa
luksemburg,om	l,uk,semb,urg,om
rumuski,h	rum,us,kih
lej,a	le,ja
skup,a	sk,upa
sokol,a	s,ok,ola
oljdaši,ja	ol,j,da,š,ija
incident,om	incident,om
vasil,a	v,asila
kodeks,a	k,ode,ks,a
pošten,e	po,št,ene
redosled,a	red,os,led,a
kompatibilnost,i	kom,pat,ibil,nosti
zakonski,h	zak,ons,kih
kriv,im	kr,iv,im
zaštićen,og	za,šti,ćen,og
ramuš,u	r,amu,šu
haradinaj,u	har,adin,aju
astrit,a	a,str,ita
bajruš,a	b,aj,ru,ša
dokaz,ima	dok,az,ima
ministrov,u	ministro,vu
haradinaj,a	har,adin,aja
morinin,o	mor,in,ino
lahi,ju	l,ah,iju
brahimaj,u	b,rah,im,aju
stil,a	st,ila
kreator,a	k,reator,a
modni,h	mod,nih
trend,u	trend,u
klijent,e	k,lij,ente
set,a	set,a
trend,ove	trend,ove
turist,i	tur,isti
obučen,ih	ob,u,čen,ih
adi,ja	ad,ija
kromenaker,a	k,rom,en,ak,era
kreator,i	k,reator,i
kerol,a	k,er,ola
nadahnut,u	nad,ah,nut,u
kreator,e	k,reat,ore
brend,ove	b,rend,ove
admir,a	ad,mira
karišik,a	k,ari,š,ika
kostim,e	kost,ime
plesač,i	p,lesa,či
inspirisan,om	inspir,isan,om
talent,i	tal,enti
brend,ovi	b,rend,ovi
časopis,ima	čas,op,is,ima
ormar,ima	orm,ar,ima
kupac,a	kup,aca
komesar,i	k,omes,ari
svež,e	s,ve,že
izazov,ima	iz,az,ovima
održiv,oj	od,rž,ivo,j
zadatak,a	z,adata,ka
socijalist,a	soci,jal,ista
demokrat,a	dem,okr,ata
budžetski,h	bud,ž,ets,kih
ren,a	r,ena
istaknut,o	ist,ak,n,uto
dačijan,u	da,č,ij,anu
čološ,u	č,olo,šu
multijezičnost,i	mult,ije,zi,čnosti
times,-a	times,-a
prisustvo,m	pris,ust,vom
čest,im	č,estim
motivisan,im	motiv,is,anim
mešanje,m	me,š,anjem
primenljiv,e	prim,en,lj,ive
dejton,u	de,j,ton,u
ograničen,a	ogr,ani,č,ena
širok,og	š,iro,kog
bon,u	bon,u
ohr,-u	o,hr,-u
ran,i	rani
jedinstven,ih	jed,inst,ven,ih
registarski,h	regist,ars,kih
pasoš,e	p,aso,še
krug,ovima	kr,ug,ovima
nestrpljiv,i	n,estr,pl,j,ivi
skup,lja	sk,up,lja
predviđen,og	pred,vi,đen,og
različit,o	raz,lič,ito
građanski,h	gra,đ,ans,kih
kontinuiran,i	kont,in,uir,ani
istok,u	ist,oku
znak,e	zn,ake
progon,om	pro,gon,om
režim,i	re,ž,imi
martovski,h	mart,ov,skih
tretman,a	tret,mana
benedikt,a	b,ened,ik,ta
benedikt,u	b,ened,ik,tu
benedikt,om	b,ened,ikt,om
evroatlantski,m	ev,roat,l,ants,kim
otvoren,im	ot,v,oren,im
moratinos,om	mor,atin,os,om
trajan,om	tra,jan,om
basesku,om	b,ases,ku,om
emil,om	em,il,om
bok,om	b,ok,om
josipović,em	jos,ip,ović,em
protokol,om	prot,okol,om
potpisan,im	pot,pis,anim
suverenitet,u	su,veren,itet,u
punkt,u	punk,tu
ministarstvo,m	min,istar,st,vom
blag,o	bl,ago
obazriv,e	ob,az,rive
protokol,a	prot,ok,ola
euleks,-u	e,ule,ks,-u
suveren,a	su,ver,ena
izazvan,e	iz,az,v,ane
razarajući,h	raz,ar,aju,ć,ih
oštećen,ih	o,šte,ćen,ih
obučen,og	ob,u,čen,og
generalštab,a	general,š,tab,a
opremljen,ih	op,re,ml,jen,ih
specijalizovan,ih	spec,ij,aliz,ov,ani,h
nasip,a	nas,ipa
rečni,h	re,čnih
privremen,ih	priv,remen,ih
železnički,h	ž,ele,zni,čkih
oluja,ma	ol,uj,ama
zdravstven,oj	z,dr,av,st,ven,oj
zdravstven,a	z,dr,av,st,vena
dom,ova	dom,ova
gubitak,a	g,ubit,aka
hepatitis,a	he,pat,it,isa
jak,i	j,aki
ekološki,m	ek,olo,š,kim
faktor,ima	faktor,ima
kanal,u	kan,alu
samoubistvo,m	sam,oub,ist,vom
roditelj,a	ro,dit,el,ja
nasilnik,a	n,asil,nika
privremen,om	priv,remen,om
celost,i	cel,osti
fragment,i	fragment,i
naj,star,ijim	naj,st,ari,jim
sin,om	sin,om
razvod,a	raz,v,oda
rizik,u	riz,iku
propust,e	prop,uste
sam,oj	s,amo,j
događaj,em	d,oga,đ,ajem
zločinac,a	z,lo,čin,aca
mizogin,om	m,iz,og,inom
komentator,i	k,oment,atori
portal,ima	portal,ima
muž,evima	mu,ž,ev,ima
ljubavnik,e	lj,ub,avn,ike
sindrom,a	s,ind,roma
zatvor,u	zat,vor,u
nasilnik,u	n,asil,niku
faktor,i	f,akt,ori
alkohol,a	alk,oh,ola
tim,ovi	tim,ovi
dogovor,e	dog,ov,ore
rođen,ih	ro,đen,ih
unutarpolitički,h	unut,arp,ol,iti,čkih
vozački,m	vo,za,č,kim
dozvola,ma	do,z,vol,ama
privremen,e	priv,rem,ene
grb,om	gr,b,om
dogovor,i	dog,ov,ori
postignut,i	post,ign,uti
odobravanje,m	odob,r,avan,jem
enklava,ma	en,kl,av,ama
pitanje,m	p,itan,jem
unapređivanje,m	un,ap,re,đ,ivan,jem
laden,a	l,adena
operativac,a	oper,ativ,aca
sofisticiranost,i	so,f,istic,iran,osti
istaknut,ih	ist,ak,nut,ih
pojačan,a	po,ja,č,ana
rang,a	r,anga
agent,i	agent,i
zapadni,h	zap,ad,nih
udar,e	ud,are
gasovod,e	gas,ov,ode
naftovod,e	na,ft,ov,ode
tanker,e	tank,ere
gliser,a	gl,is,era
napunjen,ih	nap,un,jen,ih
eksploziv,om	ek,sp,lo,ziv,om
diversifikovan,ija	div,ers,ifik,ovan,ija
pljačkanje,m	pl,ja,č,kan,jem
puškomitraljez,e	pu,š,kom,it,ral,je,ze
tunis,u	t,un,isu
antivladini,h	ant,iv,lad,ini,h
irački,h	ira,čkih
dogovor,ima	dog,ovor,ima
postignut,im	post,ign,ut,im
koalicioni,h	ko,al,icion,ih
istok,a	ist,oka
kontinuiran,im	kont,in,uir,anim
sopstven,im	s,op,st,ven,im
nesporazum,i	nes,por,az,umi
septembarski,h	sept,emb,ars,kih
student,ima	student,ima
pojava,ma	po,jav,ama
blagoslov,ima	bl,agos,lov,ima
grub,i	gr,ubi
um,u	umu
pristojnost,i	pr,ist,oj,nosti
sfor,-a	sf,or,-a
platni,h	plat,nih
debitni,h	debit,nih
bankomat,a	bank,om,ata
statistički,m	stat,isti,č,kim
opticaj,u	optic,aju
delatnost,ima	del,at,nost,ima
gigant,i	g,ig,anti
tržište,m	tr,ži,š,tem
transakcija,ma	trans,ak,cij,ama
dažbina,ma	da,ž,bin,ama
blagajnik,a	bl,ag,aj,nika
džep,u	d,ž,ep,u
račun,e	rač,une
kloniranje,m	kl,on,ir,anjem
sopstven,oj	s,op,st,ven,oj
bojkot,om	bo,jk,ot,om
prihvatljiv,a	pri,h,vat,lj,iva
pregovarač,ima	preg,ov,ara,č,ima
veteran,e	v,eter,ane
aliju,a	ali,j,ua
intervju,om	interv,ju,om
sdsm,-a	sd,sm,-a
termin,om	termin,om
pridev,om	pr,ide,vom
sekularist,a	sek,ular,ista
skriven,u	sk,riv,enu
član,u	č,lan,u
glas,ovi	glas,ovi
nepokolebljiv,i	nep,ok,ole,bl,j,ivi
jak,u	j,aku
prošlogodišnji,m	pro,š,log,odi,šnj,im
islamski,h	isl,ams,kih
islamist,i	islam,isti
planiran,u	plan,iran,u
akp,-a	ak,p,-a
restoran,ima	rest,oran,ima
bar,ovima	bar,ovima
klub,ova	klub,ova
hurijet,u	hur,ij,etu
mandat,u	mand,atu
inspirisan,e	inspir,is,ane
zainteresovan,ija	z,aint,eres,ovan,ija
tinejdžer,e	t,ine,jd,ž,ere
kuran,a	kur,ana
