jeremić,a	jeremi�,�,�,a
makarti,ja	mak,ar,tij,a
sadašnji,m	sadašnji,m
pakt,a	pakt,a
jens,om	jen,som
stoltenberg,om	sto,l,ten,ber,go,m
star,ije	starije
istomišljenik,a	isto,miš,lj,eni,ka
nemoć,i	nemoć,i
vlastit,i	vlastiti
demokratičnost,i	demokrat,i,č,nost,i
bunt,a	bun,ta
bes,a	bes,a
vlastit,u	vlastit,u
vaš,a	vaš,a
ličnost,ima	ličnostim,a
iskustvo,m	iskustvo,m
predsednik,u	predsednik,u
favorit,a	favorit,a
razvijen,oj	razvijeno,j
naj,čuven,ija	na,j,čuveni,ja
fbi,-ja	fb,i,-j,a
uvod,u	uvod,u
huver,a	hu,vera
prijatelj,ima	prijateljim,a
nekontrolisan,og	nekontrolisan,o,g
dosije,a	dosije,a
stanovnik,e	stanovnik,e
senator,e	senator,e
kongresmen,e	kongres,men,e
martin,u	martin,u
luter,u	lu,ter,u
king,u	kin,g,u
metoda,ma	metodam,a
nezakonit,e	nezakonit,e
pretres,e	pretres,e
dosije,e	dosije,e
žargon,u	žargon,u
dubok,a	dubok,a
gangster,ima	ga,n,g,ste,rim,a
koren,a	koren,a
smenjiv,a	smen,j,i,va
vučić,a	vučić,a
slikovit,iji	slikovit,ij,i
korumpiran,i	korumpiran,i
đubre,ta	đubr,et,a
progonitelj,i	progon,it,el,j,i
izabran,e	izabran,e
čudo,m	čud,o,m
čitalac,a	čitalac,a
zemljin,og	zemljin,o,g
šar,a	šar,a
ljosin,og	l,jo,sino,g
naslov,om	naslovo,m
pijur,a	pi,jur,a
felisit,a	fe,lis,it,a
janake,a	jan,ak,e,a
reketaš,a	rek,et,a,ša
podnošljiv,u	podn,o,šljiv,u
zaplet,a	zaplet,a
smisaon,im	smisa,onim
ucenjivač,ima	ucen,j,i,va,čim,a
crtež,om	crtež,o,m
pauk,a	pa,u,ka
požar,a	požar,a
neugodnost,i	neugodn,ost,i
ljubav,lju	ljubavlj,u
roman,u	roman,u
čuven,i	čuveni
ljosin,im	l,jo,sin,im
ljubitelj,ima	ljubitelj,ima
sin,ovima	sinovim,a
običaj,u	običaj,u
sapunski,h	sapun,ski,h
bok,a	bok,a
sin,u	sin,u
fončitov,oj	fon,čit,ovo,j
fončitov,e	fon,čit,ove
duh,om	duho,m
ljosin,oj	l,jo,sino,j
ljosin,o	l,jo,sino
savremen,og	savremeno,g
peru,a	peru,a
rasparen,e	raspa,ren,e
kućni,m	kućni,m
papuča,ma	pap,uč,am,a
viskonzin,u	vis,kon,zi,nu
neuron,i	neuron,i
autoimun,ih	auto,imun,i,h
alchajmerov,om	al,ch,aj,mero,vo,m
demencija,ma	demencij,am,a
stub,a	stub,a
zdrav,e	zdrav,e
paradoks,a	paradoks,a
mit,ova	mitov,a
ustaljen,o	ustaljeno
kvalitet,a	kvaliteta
moždan,e	moždan,e
pospan,i	pos,pan,i
talas,a	talas,a
dubok,i	duboki
dubok,og	duboko,g
pokret,ima	pokretim,a
povećan,u	povećan,u
okean,u	okean,u
svet,ove	svetov,e
čas,u	čas,u
staž,a	staž,a
dušek,a	duš,ek,a
zebald,a	ze,bal,da
saturnov,i	sa,tur,novi
prsten,ovi	prstenov,i
zebald,u	ze,bal,du
besmislen,ih	besmislen,i,h
vlastit,e	vlastit,e
putokaz,i	put,ok,azi
valer,i	val,er,i
monoton,e	monoton,e
knjiga,ma	knjigam,a
svaki,m	svaki,m
nepromenjen,og	nepromenjen,o,g
intenzitet,a	intenzitet,a
trend,ova	trendov,a
verzija,ma	verzijam,a
vulkan,om	vulkan,o,m
malkolm,a	mal,kol,ma
lauri,ja	laur,ij,a
zenov,u	ze,nov,u
ital,a	i,tala
zvev,a	z,ve,va
grob,ovima	grobovim,a
ernest,a	er,nesta
sabat,a	sa,ba,ta
bulgakov,a	bu,l,ga,ko,va
odsjaj,i	od,sjaj,i
dugogodišnji,h	dugogodišnji,h
autor,a	autor,a
proživljen,og	pro,življ,en,o,g
otpor,a	otpora
svest,i	svest,i
vlastit,og	vlastito,g
grad,ovi	gradov,i
čas,ove	časov,e
zemaljski,h	zemaljsk,i,h
star,im	stari,m
trst,om	trst,o,m
zen,a	ze,na
kozim,a	ko,zim,a
neuverljiv,a	ne,uverljiv,a
original,a	originala
leopold,a	leo,pol,da
blum,a	blu,ma
bled,u	bled,u
džojsov,og	džo,j,sov,o,g
život,ima	životim,a
detalj,u	detalj,u
jarbol,a	ja,r,bol,a
brodolom,a	brodo,lom,a
prostor,i	prostor,i
pouzdan,a	pouzdan,a
razvučenost,i	ra,zvuč,en,ost,i
koncept,a	koncept,a
pisaći,m	pisa,ć,im
papirnat,ih	papirn,at,i,h
jalov,om	ja,lov,o,m
ključ,a	ključa
bezdan,u	be,z,dan,u
avet,i	ave,ti
univerzum,a	univerzum,a
model,i	model,i
čitaočev,og	čita,očevo,g
orijentir,i	or,ije,n,ti,ri
zamišljen,og	zamišljeno,g
nojev,a	no,je,va
unos,a	unos,a
čovekolik,i	čoveko,lik,i
elektroencefalogram,a	elektro,en,ce,fal,o,gram,a
uređaj,i	uređaj,i
niz,a	niza
određen,oj	određeno,j
komfor,a	komfor,a
mit,-a	mi,t,-a
mašina,ma	mašinam,a
potreba,ma	potrebam,a
pionirski,h	pionirsk,i,h
univerzitet,u	univerzitet,u
računar,a	računar,a
automat,u	automat,u
naj,rashlađen,ija	na,j,ras,h,lađ,eni,ja
preduslov,i	preduslov,i
prav,ih	pravi,h
samsung,a	samsun,ga
frižider,e	frižider,e
korisnik,u	korisnik,u
telefon,a	telefon,a
frižider,u	frižider,u
telefon,e	telefon,e
termostat,a	term,ostata
ranjiv,a	ranjiv,a
upad,a	upad,a
inženjering,om	inženjering,o,m
manipulacija,ma	manipulacij,am,a
poverljiv,im	poverljivi,m
mejl,ovima	mejlov,ima
poraz,u	poraz,u
proizvođač,u	proizvođač,u
gugl,u	gug,lu
uređaj,ima	uređajim,a
dom,u	dom,u
oregon,u	o,re,gon,u
kamera,ma	kameram,a
televizor,om	televizor,o,m
nemarnost,i	nema,r,nost,i
senzor,e	senzor,e
pejsmejker,om	pe,j,smej,ke,ro,m
haker,i	ha,ke,ri
haker,a	ha,ke,ra
omiljen,ih	omiljeni,h
skup,ovima	skupovim,a
hakovanje,m	ha,kovanj,em
motor,a	motor,a
sudar,a	sudar,a
ishod,om	ishodo,m
semafor,a	semafor,a
visokoobučen,e	visoko,obučen,e
osetljiv,ih	osetljivi,h
autopilot,a	auto,pilot,a
silos,a	silo,sa
način,a	način,a
provajder,i	provajder,i
oblak,u	oblak,u
obnažen,i	ob,na�,�,eni
selfi,ji	self,ij,i
korisnost,i	korisnost,i
štetnost,i	štetnost,i
opravdanost,i	opravdanost,i
osetljiv,om	osetljivo,m
isplativost,i	isplativ,ost,i
malen,a	malen,a
tehnološki,m	tehnološki,m
koncept,om	koncepto,m
čest,ih	česti,h
teret,a	teret,a
kosovar,a	kosov,ar,a
spisk,a	spisk,a
nestrukturiran,a	nest,ruk,tur,i,ran,a
proizvodni,h	proizvodni,h
izgubljen,ih	izgubljeni,h
ishod,e	ishod,e
lak,šu	lakš,u
jakup,a	jak,upa
preuranjen,o	pre,ur,anj,en,o
preporučljiv,o	preporučljiv,o
lider,om	lider,o,m
mehmet,om	mehme,tom
ali,jem	alij,em
talat,om	ta,lat,o,m
poseta,ma	poset,am,a
frustrirajući,m	fr,ust,ri,raj,uć,im
zastoj,em	zastoj,em
kontakt,e	kontakt,e
kontakt,i	kontakt,i
nivo,ima	nivoim,a
izražen,ih	izraženi,h
slab,o	slabo
plan,om	plano,m
kiparski,m	ki,par,ski,m
rešenje,m	rešenje,m
osobenost,ima	osobenostim,a
nerešiv,om	ne,reši,vo,m
kršenje,m	kršenj,em
ilir,a	il,i,ra
dugoli,ja	dug,o,li,ja
oto,a	ot,o,a
fudbal,a	fudbal,a
rehagelov,a	re,ha,gelov,a
rezultat,om	rezultato,m
tim,om	timo,m
rehagel,a	re,ha,gel,a
sporting,a	sport,in,ga
naj,istaknut,iji	najistaknutiji
trideseti,m	trideseti,m
stadion,a	stadion,a
brdovit,om	brd,ovi,tom
sponzor,a	sponzor,a
maradonin,e	mar,ad,oni,ne
grub,oj	grubo,j
neosnovan,im	neosnovan,im
pretrpljen,ih	pret,rp,lj,eni,h
odbijen,u	odbijen,u
minut,u	minut,u
sokratis,a	sokra,ti,sa
papastatopulos,a	pap,as,tat,opu,los,a
jak,a	jak,a
hotel,u	hotel,u
navijač,e	navijač,e
vuvuzela,ma	vu,vu,zel,am,a
doboš,ima	dob,o,š,ima
harmonika,ma	harmonik,am,a
jak,o	jako
navijač,i	navijač,i
ultranacionalistički,h	ultr,an,aci,ona,list,i,č,ki,h
organizator,i	organizator,i
huligan,a	h,u,ligan,a
učesnik,e	učesnik,e
kamenica,ma	kameni,ca,ma
sakriven,im	sakriven,im
šaht,ovima	šah,tov,ima
život,i	život,i
svetski,m	svetski,m
travnjak,a	trav,nj,ak,a
skup,ovi	skupov,i
predsednički,h	predsednički,h
udarac,a	udarac,a
plakat,i	plakat,i
krug,u	krug,u
protivnički,h	protivničk,i,h
basesku,a	ba,se,sku,a
miting,a	miting,a
dečak,a	dečak,a
element,e	element,e
dinu,a	din,u,a
patriču,a	patri,ču,a
disident,a	dis,ide,n,ta
pesnik,a	pesnik,a
dinesku,a	din,es,ku,a
predsednikov,a	predsedniko,va
rumunski,h	rumunski,h
takmac,e	tak,ma,ce
nezabeležen,i	nez,a,beležen,i
ismail,u	is,mai,lu
kadare,u	kad,are,u
gugl,a	gug,la
karikaturist,a	karikatur,ist,a
polufinalist,a	polufinal,ist,a
finalist,a	final,ist,a
ansamb,ala	ansamb,ala
vladin,e	vladin,e
marselj,u	mars,el,ju
crtani,h	crtan,i,h
filmski,h	filmski,h
fokus,om	fokuso,m
apelacioni,h	apel,aci,oni,h
temelj,i	temelj,i
otvoren,og	otvoreno,g
obnovljen,ih	obnovljen,i,h
društven,e	društven,e
kamion,ima	kamion,ima
voz,ovi	vozov,i
stanica,ma	stanicam,a
poljoprivredni,h	poljoprivredni,h
podsticaj,e	podsticaj,e
sto,love	stolov,e
smeštaj,a	smeštaj,a
rom,i	rom,i
mađar,i	mađar,i
drugačiji,m	drugačiji,m
materijal,a	materijal,a
romski,m	romski,m
jukom,-a	ju,ko,m,-a
dug,ovima	dugov,ima
njen,i	njeni
dnevni,h	dnevni,h
meden,i	med,eni
dug,ove	dugov,e
uobičajen,a	uobičajen,a
pozajmica,ma	pozajmic,am,a
dug,ovi	dugov,i
pouzdan,im	pouzdani,m
kup,u	kupu
nobelov,u	nobelov,u
rajteralm,u	raj,ter,al,mu
romed,a	rome,da
bauman,a	ba,um,an,a
francuz,a	francuz,a
pjerik,a	pjer,ika
burže,a	bur,ž,e,a
stefan,a	stefan,a
arsenijević,a	arsenij,ev,ić,a
komandarev,a	komand,are,va
vihor,u	vi,hor,u
bazen,ima	bazenim,a
hesinki,ju	he,sin,ki,ju
plivački,m	plivač,kim
svetlin,a	svet,lin,a
rusev,a	rus,ev,a
stokholm,u	stokholm,u
nezamenljiv,om	nez,am,en,lj,i,vo,m
peterburg,om	peterburg,o,m
dablin,om	da,bl,in,o,m
pariz,om	pariz,o,m
veles,a	vel,es,a
luksemburg,om	luksemburg,o,m
rumuski,h	ru,mus,ki,h
lej,a	le,ja
skup,a	skup,a
sokol,a	sok,o,la
oljdaši,ja	ol,j,da,š,ij,a
incident,om	incident,o,m
vasil,a	vas,il,a
kodeks,a	kodeks,a
pošten,e	pošten,e
redosled,a	redosled,a
kompatibilnost,i	kompatibilnost,i
zakonski,h	zakonski,h
kriv,im	krivi,m
zaštićen,og	zaštićeno,g
ramuš,u	ram,uš,u
haradinaj,u	haradina,ju
astrit,a	as,tri,ta
bajruš,a	baj,ruš,a
dokaz,ima	dokazim,a
ministrov,u	ministro,vu
haradinaj,a	haradina,ja
morinin,o	mori,ni,no
lahi,ju	la,hi,ju
brahimaj,u	bra,hi,maj,u
stil,a	stil,a
kreator,a	kreator,a
modni,h	modni,h
trend,u	trend,u
klijent,e	klijent,e
set,a	set,a
trend,ove	trendov,e
turist,i	turist,i
obučen,ih	obučeni,h
adi,ja	ad,ij,a
kromenaker,a	kro,men,ak,er,a
kreator,i	kreator,i
kerol,a	ker,o,la
nadahnut,u	nada,h,nu,tu
kreator,e	kreator,e
brend,ove	brendov,e
admir,a	ad,mira
karišik,a	kar,i,š,ika
kostim,e	kostim,e
plesač,i	ples,a,či
inspirisan,om	inspirisan,o,m
talent,i	talent,i
brend,ovi	brendov,i
časopis,ima	časopisim,a
ormar,ima	or,mar,ima
kupac,a	kupac,a
komesar,i	komesar,i
svež,e	sveže
izazov,ima	izazovim,a
održiv,oj	održivo,j
zadatak,a	zadatak,a
socijalist,a	socijalist,a
demokrat,a	demokrat,a
budžetski,h	budžetski,h
ren,a	ren,a
istaknut,o	istaknuto
dačijan,u	da,čij,an,u
čološ,u	č,o,loš,u
multijezičnost,i	mult,ije,zi,č,nost,i
times,-a	time,s,-a
prisustvo,m	prisustvo,m
čest,im	česti,m
motivisan,im	motivisan,im
mešanje,m	mešanje,m
primenljiv,e	primenljiv,e
dejton,u	dej,ton,u
ograničen,a	ograničen,a
širok,og	široko,g
bon,u	bon,u
ohr,-u	o,hr,-u
ran,i	rani
jedinstven,ih	jedinstveni,h
registarski,h	registarski,h
pasoš,e	pasoš,e
krug,ovima	krugovim,a
nestrpljiv,i	nest,rp,lj,i,vi
skup,lja	skuplj,a
predviđen,og	predviđeno,g
različit,o	različito
građanski,h	građanski,h
kontinuiran,i	kontinuirani
istok,u	istok,u
znak,e	znak,e
progon,om	progon,o,m
režim,i	režim,i
martovski,h	mart,ovs,ki,h
tretman,a	tretman,a
benedikt,a	ben,ed,ik,ta
benedikt,u	ben,ed,ik,tu
benedikt,om	ben,ed,ik,tom
evroatlantski,m	evr,o,at,lan,t,ski,m
otvoren,im	otvoreni,m
moratinos,om	mora,ti,nos,o,m
trajan,om	tra,ja,no,m
basesku,om	ba,se,sku,o,m
emil,om	emil,o,m
bok,om	bok,o,m
josipović,em	josip,ovi,ćem
protokol,om	protokolo,m
potpisan,im	potpisan,im
suverenitet,u	suverenitet,u
punkt,u	pun,k,tu
ministarstvo,m	ministarstv,o,m
blag,o	blago
obazriv,e	ob,az,ri,ve
protokol,a	protokol,a
euleks,-u	eu,le,ks,-u
suveren,a	suveren,a
izazvan,e	izazvan,e
razarajući,h	ra,zara,ju,ć,i,h
oštećen,ih	oštećeni,h
obučen,og	obučen,o,g
generalštab,a	general,štab,a
opremljen,ih	opremljeni,h
specijalizovan,ih	specijalizovani,h
nasip,a	nasip,a
rečni,h	rečni,h
privremen,ih	privremeni,h
železnički,h	železnički,h
oluja,ma	oluj,am,a
zdravstven,oj	zdravstveno,j
zdravstven,a	zdravstven,a
dom,ova	domov,a
gubitak,a	gubitak,a
hepatitis,a	hepatitis,a
jak,i	jaki
ekološki,m	ekološki,m
faktor,ima	faktorim,a
kanal,u	kanal,u
samoubistvo,m	samoubistv,o,m
roditelj,a	roditelj,a
nasilnik,a	nasilnik,a
privremen,om	privremeno,m
celost,i	celost,i
fragment,i	fragment,i
naj,star,ijim	najstariji,m
sin,om	sino,m
razvod,a	razvod,a
rizik,u	rizik,u
propust,e	propust,e
sam,oj	samo,j
događaj,em	događaje,m
zločinac,a	zločin,a,ca
mizogin,om	mi,zo,gin,o,m
komentator,i	komentator,i
portal,ima	portalim,a
muž,evima	mužev,ima
ljubavnik,e	ljubavnik,e
sindrom,a	sindrom,a
zatvor,u	zatvor,u
nasilnik,u	nasilnik,u
faktor,i	faktor,i
alkohol,a	alkohol,a
tim,ovi	timov,i
dogovor,e	dogovor,e
rođen,ih	rođeni,h
unutarpolitički,h	unuta,rp,o,li,tič,ki,h
vozački,m	vozačk,im
dozvola,ma	dozvol,am,a
privremen,e	privremen,e
grb,om	grb,o,m
dogovor,i	dogovor,i
postignut,i	postignuti
odobravanje,m	odobravanj,em
enklava,ma	enklav,am,a
pitanje,m	pitanje,m
unapređivanje,m	unapređivanj,em
laden,a	lad,en,a
operativac,a	oper,at,i,va,ca
sofisticiranost,i	sofisticiran,ost,i
istaknut,ih	istaknuti,h
pojačan,a	pojačan,a
rang,a	rang,a
agent,i	agent,i
zapadni,h	zapadni,h
udar,e	udar,e
gasovod,e	gasovod,e
naftovod,e	nafto,vod,e
tanker,e	tank,er,e
gliser,a	gl,is,er,a
napunjen,ih	napun,jen,i,h
eksploziv,om	eksploziv,o,m
diversifikovan,ija	div,er,si,fi,ko,van,ij,a
pljačkanje,m	pljačk,anj,em
puškomitraljez,e	pušk,o,mit,ra,lj,e,ze
tunis,u	tunis,u
antivladini,h	ant,i,vladini,h
irački,h	i,ra,č,ki,h
dogovor,ima	dogovorim,a
postignut,im	postignuti,m
koalicioni,h	koalicion,i,h
istok,a	istok,a
kontinuiran,im	kontinuirani,m
sopstven,im	sopstveni,m
nesporazum,i	nesporazum,i
septembarski,h	septemba,rs,ki,h
student,ima	studentim,a
pojava,ma	pojavam,a
blagoslov,ima	blagoslov,ima
grub,i	grubi
um,u	um,u
pristojnost,i	pristojn,ost,i
sfor,-a	sf,or,-a
platni,h	platni,h
debitni,h	deb,it,ni,h
bankomat,a	banko,mat,a
statistički,m	statistički,m
opticaj,u	opticaj,u
delatnost,ima	delatnostim,a
gigant,i	gigant,i
tržište,m	tržište,m
transakcija,ma	transakcijam,a
dažbina,ma	dažbin,am,a
blagajnik,a	blagajn,ika
džep,u	džep,u
račun,e	račun,e
kloniranje,m	klon,i,ranje,m
sopstven,oj	sopstveno,j
bojkot,om	bojko,tom
prihvatljiv,a	prihvatljiv,a
pregovarač,ima	pregovarač,ima
veteran,e	veteran,e
aliju,a	alij,u,a
intervju,om	intervju,o,m
sdsm,-a	sd,sm,-a
termin,om	termino,m
pridev,om	pridevo,m
sekularist,a	sek,ula,ris,ta
skriven,u	skriven,u
član,u	član,u
glas,ovi	glasov,i
nepokolebljiv,i	ne,pok,o,le,bl,j,i,vi
jak,u	jak,u
prošlogodišnji,m	prošlo,godišnji,m
islamski,h	islamski,h
islamist,i	islam,isti
planiran,u	planiran,u
akp,-a	ak,p,-a
restoran,ima	restoranim,a
bar,ovima	barov,ima
klub,ova	klubov,a
hurijet,u	hu,ri,je,tu
mandat,u	mandat,u
inspirisan,e	inspirisan,e
zainteresovan,ija	zainteresovani,ja
tinejdžer,e	tinejdžer,e
kuran,a	kur,an,a
milijet,a	mil,ije,ta
miloševićev,e	milošević,eve
ubijen,om	ubijeno,m
zoran,u	zoran,u
đinđić,u	đinđić,u
velikan,a	velikan,a
komandant,u	komandant,u
milorad,u	milorad,u
ulemek,u	u,lem,ek,u
klan,a	klan,a
đinđićev,oj	đinđić,ev,o,j
istražitelj,i	istražitelj,i
miloševićev,im	milošević,ev,im
napad,ima	napadim,a
dejan,a	dejan,a
milenković,a	milenkovi�,�,�,a
žrtven,og	žrtv,en,o,g
đinđićev,i	đinđić,ev,i
popović,a	popović,a
đinđić,em	đinđić,em
dušan,a	dušan,a
mihajlović,a	mihajlović,a
finansijer,a	finansijer,a
organizator,a	organizator,a
visbaden,a	vis,ba,de,na
zahtev,u	zahtev,u
advokat,i	advokat,i
operater,e	operater,e
in,-u	in,-u
operater,i	operater,i
zemljište,m	zemljište,m
hektar,a	hektar,a
biro,a	biro,a
ažuriran,e	ažurir,an,e
maslinov,og	maslinovo,g
seme,na	semen,a
paradajz,a	paradajz,a
materijal,i	materijal,i
grip,a	grip,a
srčan,og	srčano,g
odliv,a	odliv,a
slep,e	slep,e
poremećen,im	poremećen,im
vid,om	vido,m
brajov,oj	bra,jo,vo,j
aviv,u	aviv,u
mirko,m	mirk,o,m
cvetković,em	cvetkovi�,�,em
stran,a	strana
fatmir,a	fa,t,mira
sejdiu,a	se,j,di,u,a
ahmet,om	ahme,tom
davutoglu,om	da,vu,tog,lu,o,m
saud,om	sa,ud,o,m
fajsal,om	fa,j,salo,m
akreditiv,e	akreditiv,e
valdet,a	val,det,a
sadiku,a	sad,ik,u,a
danilo,m	danil,o,m
turk,om	turk,o,m
region,ima	regionim,a
raj,a	raj,a
unodc,-a	u,no,dc,-a
unodc,-u	u,no,dc,-u
kriminal,u	kriminal,u
biznis,a	biznis,a
miroljubiv,a	miro,ljub,i,va
strazbur,u	strazbur,u
prošlogodišnji,h	prošlo,godišnji,h
saglasnost,i	saglasnost,i
odgovor,e	odgovor,e
angažman,a	angažman,a
ahtisarijev,im	a,hti,sa,ri,je,vi,m
nadziran,e	nadzir,an,e
angažovanost,i	angažovanost,i
stvar,ima	stvarim,a
mešovit,om	mešovito,m
porast,a	porasta
zapaljiv,ih	zapaljiv,i,h
hrvat,i	hrvat,i
slab,im	slabi,m
tročlan,im	tro,član,im
predsedništvo,m	predsedništv,o,m
bajden,om	bajden,o,m
nacrt,u	nacrt,u
neprihvatljiv,a	neprihvatljiv,a
protektorat,om	prot,ek,to,rato,m
božić,a	božić,a
mamut,a	mam,ut,a
pilot,i	pilot,i
virus,a	virus,a
pacijent,e	pacijent,e
vezan,o	vezano
naj,star,ijih	najstariji,h
forenzički,h	for,enzi,č,ki,h
razred,a	razred,a
talent,e	talent,e
projekt,om	projekto,m
transatlantski,m	tran,sat,lan,t,ski,m
ambasador,i	ambasador,i
uspostavljanje,m	uspostavljanje,m
štab,a	štab,a
isključiv,o	isključiv,o
ešdaunov,im	e,š,da,uno,vi,m
transatlantski,h	tran,sat,lan,t,ski,h
nedovršen,o	nedovršen,o
mnogi,ma	mnogim,a
kraj,em	kraje,m
orijentisan,a	orijentisan,a
kamen,a	kamen,a
šumski,h	šumski,h
pomorski,m	pomorski,m
efekat,a	efekat,a
dug,e	dug,e
uračunat,i	uračunat,i
smanjenje,m	smanjenje,m
spor,iji	sporij,i
severoistok,u	severoistok,u
najavljen,om	najavljen,o,m
energetski,m	energetski,m
gigant,om	gigant,o,m
neupotrebljiv,a	ne,upotrebljiv,a
jedinstven,i	jedinstveni
abraziv,i	a,bra,zivi
voden,og	vodeno,g
rastvor,a	rastvor,a
seizmološki,h	se,izm,o,loš,ki,h
sloj,eva	slojev,a
eksperiment,i	eksperiment,i
imejl,u	imej,lu
bugarski,m	bugarski,m
bilion,a	bil,i,ona
kubni,h	kubni,h
rezerva,ma	rezervam,a
levičar,i	lev,i,ča,ri
odred,a	odred,a
prednji,m	prednji,m
prozor,ima	prozorim,a
krov,u	krov,u
vulgarakis,a	vul,ga,rak,is,a
oficir,a	oficir,a
naj,čuvan,ijih	na,j,čuvan,ij,i,h
ulaz,a	ulaza
toalet,ima	toalet,ima
prozor,a	prozor,a
zgrada,ma	zgradam,a
ulaz,ima	ulazim,a
izlaz,ima	izlazi,ma
prestiž,a	prestiž,a
vod,ovi	vodov,i
general,e	general,e
radovanović,a	radovanovi�,�,�,a
oružan,ih	oružani,h
vod,a	vod,a
barjaktar,i	bar,jak,ta,ri
počast,i	počast,i
general,ima	general,ima
podoficir,a	pod,oficir,a
entitetski,h	entitet,ski,h
rame,nu	ramen,u
sulejman,a	sulejma,na
tihić,a	ti,hi,ć,a
major,u	major,u
krajšumović,u	kra,j,šumo,vi,ć,u
sastav,a	sastav,a
mihaj,a	mi,ha,ja
tanasesku,a	tan,as,es,ku,a
strukturni,h	strukturni,h
titov,a	titov,a
josip,a	josip,a
broz,a	broz,a
neupotrebljen,a	ne,upotrebljen,a
dug,i	dugi
vinston,a	vin,ston,a
čerčil,a	če,r,či,la
gadafi,ja	ga,da,fi,ja
abdel,a	ab,del,a
naser,a	na,se,ra
džavaharlal,a	dž,av,a,har,la,la
nehru,a	ne,h,ru,a
holivudski,h	holivudsk,i,h
ričard,a	ričard,a
barton,a	bar,ton,a
star,o	staro
stručnjak,a	stručnjak,a
papanikolau,a	pap,an,ik,o,la,u,a
ambijent,u	ambijent,u
brod,a	brod,a
tabloid,i	tabloid,i
laž,i	laž,i
josip,om	josip,o,m
broz,om	broz,o,m
tito,m	tito,m
penzioner,a	penzioner,a
domet,e	domet,e
televizija,ma	televizij,am,a
kvaziuniverzitet,a	kvaz,i,univerzitet,a
talentovan,i	talentovan,i
plagijat,ima	pla,g,ij,at,ima
predatorski,m	predator,ski,m
nepošten,im	ne,pošten,im
evaluacija,ma	evaluacij,am,a
nezameranje,m	nez,am,er,anj,em
đak,e	đak,e
funkcija,ma	funkcijam,a
fakultet,i	fakultet,i
institut,i	institut,i
muftijin,o	mu,f,tij,in,o
moj,e	moj,e
šamar,e	ša,mar,e
izgovor,i	izgovori
vladar,u	vladar,u
rektor,u	rek,to,ru
profesor,u	profesor,u
vračar,u	vračar,u
diletant,ima	di,let,ant,ima
univerzitetski,m	univerzitetski,m
čestitost,i	čestit,ost,i
francuski,h	francuski,h
đak,a	đak,a
čvrst,ih	čvrsti,h
gospodstven,og	gospod,stv,en,o,g
slovenac,a	slovenac,a
