jeremić,a	jer,emi,ća
nepromenjen,og	nepr,omen,jenog
intenzitet,a	intenziteta
trend,ova	trend,ova
verzija,ma	verzija,ma
vulkan,om	vu,lkan,om
malkolm,a	mal,kol,ma
lauri,ja	l,au,rija
zenov,u	z,enov,u
ital,a	ital,a
zvev,a	z,ve,va
grob,ovima	grob,ovima
ernest,a	e,rne,sta
sabat,a	sa,bat,a
bulgakov,a	b,ul,ga,kova
odsjaj,i	ods,jaj,i
dugogodišnji,h	dugogodišnj,ih
autor,a	autora
proživljen,og	pro,življ,enog
otpor,a	otpora
svest,i	svesti
vlastit,og	vlastit,og
grad,ovi	gradovi
čas,ove	časov,e
zemaljski,h	zemaljsk,ih
star,im	stari,m
trst,om	tr,stom
zen,a	z,ena
kozim,a	k,ozim,a
neuverljiv,a	ne,uver,ljiva
original,a	original,a
leopold,a	l,eo,pol,da
blum,a	bl,uma
bled,u	ble,du
džojsov,og	džo,js,ovog
život,ima	životi,ma
detalj,u	detalj,u
jarbol,a	jar,bola
brodolom,a	brodo,loma
prostor,i	prostori
pouzdan,a	pouzdan,a
razvučenost,i	razv,učeno,sti
koncept,a	koncepta
pisaći,m	pisa,ćim
papirnat,ih	papir,nati,h
jalov,om	jalo,vom
ključ,a	ključa
bezdan,u	bez,dan,u
avet,i	avet,i
univerzum,a	univerz,uma
model,i	modeli
čitaočev,og	čitao,čev,og
orijentir,i	orijenti,ri
zamišljen,og	zami,šljen,og
nojev,a	n,ojev,a
unos,a	unos,a
čovekolik,i	čovek,olik,i
elektroencefalogram,a	elektro,ence,fal,ograma
uređaj,i	uređaj,i
niz,a	niza
određen,oj	određenoj
komfor,a	kom,for,a
mit,-a	mi,t,-,a
mašina,ma	mašina,ma
potreba,ma	potrebama
pionirski,h	pion,irsk,ih
univerzitet,u	univerzitetu
računar,a	računara
automat,u	automat,u
naj,rashlađen,ija	naj,ras,hla,đeni,ja
preduslov,i	preduslov,i
prav,ih	pravi,h
samsung,a	sam,sun,ga
frižider,e	fri,ži,dere
korisnik,u	korisnik,u
telefon,a	telefona
frižider,u	fri,ži,der,u
telefon,e	telefon,e
termostat,a	termo,stata
ranjiv,a	ranjiv,a
upad,a	upa,da
inženjering,om	inženjer,ing,om
manipulacija,ma	manipulacij,ama
poverljiv,im	pover,ljivim
mejl,ovima	mej,lovima
poraz,u	porazu
proizvođač,u	proizvođač,u
gugl,u	g,ugl,u
uređaj,ima	uređaj,ima
dom,u	dom,u
oregon,u	or,ego,nu
kamera,ma	kame,rama
televizor,om	televiz,orom
nemarnost,i	nemar,nosti
senzor,e	senzor,e
pejsmejker,om	pe,js,mej,ker,om
haker,i	ha,ker,i
haker,a	ha,kera
omiljen,ih	omiljen,ih
skup,ovima	skupo,vima
hakovanje,m	ha,kovanje,m
motor,a	motora
sudar,a	suda,ra
ishod,om	ishod,om
semafor,a	sema,for,a
visokoobučen,e	visoko,obu,čene
osetljiv,ih	osetljivi,h
autopilot,a	auto,pilot,a
silos,a	silo,sa
način,a	načina
provajder,i	prov,ajde,ri
oblak,u	obla,ku
obnažen,i	obn,ažen,i
selfi,ji	sel,fij,i
korisnost,i	korisno,sti
štetnost,i	štetn,osti
opravdanost,i	opravdano,sti
osetljiv,om	osetljivo,m
isplativost,i	isplati,vosti
malen,a	male,na
tehnološki,m	tehnološki,m
koncept,om	koncept,om
čest,ih	česti,h
teret,a	teret,a
kosovar,a	kosova,ra
spisk,a	spis,ka
nestrukturiran,a	nest,rukt,urir,ana
proizvodni,h	proizvodnih
izgubljen,ih	izgubljen,ih
ishod,e	ishod,e
lak,šu	lakš,u
jakup,a	ja,kupa
preuranjen,o	preu,ranjeno
preporučljiv,o	preporuč,ljivo
lider,om	lider,om
mehmet,om	me,h,meto,m
ali,jem	ali,jem
talat,om	ta,lato,m
poseta,ma	poset,ama
frustrirajući,m	fr,ustri,rajući,m
zastoj,em	zasto,jem
kontakt,e	kontakt,e
kontakt,i	kontakti
nivo,ima	nivoima
izražen,ih	izraženi,h
slab,o	slabo
plan,om	plano,m
kiparski,m	kip,arski,m
rešenje,m	rešenje,m
osobenost,ima	osoben,ostima
nerešiv,om	nere,ši,vom
kršenje,m	kršenj,em
ilir,a	ili,ra
dugoli,ja	du,gol,ija
oto,a	o,to,a
fudbal,a	fudbal,a
rehagelov,a	r,eha,gel,ova
rezultat,om	rezultatom
tim,om	timo,m
rehagel,a	r,eha,gel,a
sporting,a	sport,inga
naj,istaknut,iji	naj,istaknuti,ji
trideseti,m	trideset,im
stadion,a	stadion,a
brdovit,om	br,dovi,tom
sponzor,a	spon,zora
maradonin,e	mar,ado,nine
grub,oj	gru,boj
neosnovan,im	neo,snovan,im
pretrpljen,ih	pretr,pljeni,h
odbijen,u	odbij,enu
minut,u	minut,u
sokratis,a	so,krati,sa
papastatopulos,a	p,apa,stat,opu,los,a
jak,a	jaka
hotel,u	hotel,u
navijač,e	navijač,e
vuvuzela,ma	vu,vu,zel,ama
doboš,ima	dob,oši,ma
harmonika,ma	harmoni,kama
jak,o	jako
navijač,i	navijač,i
ultranacionalistički,h	ultra,nacionalist,ičkih
organizator,i	organizator,i
huligan,a	hu,liga,na
učesnik,e	učesnik,e
kamenica,ma	kamen,icama
sakriven,im	sak,riven,im
šaht,ovima	ša,ht,ovima
život,i	životi
svetski,m	svetski,m
travnjak,a	trav,njaka
skup,ovi	skupo,vi
predsednički,h	predsedničk,ih
udarac,a	udara,ca
plakat,i	pla,kati
krug,u	krugu
protivnički,h	protivni,čkih
basesku,a	ba,ses,ku,a
miting,a	miti,nga
dečak,a	dečak,a
element,e	elemente
dinu,a	di,nu,a
patriču,a	p,atri,ču,a
disident,a	dis,ident,a
pesnik,a	pesnik,a
dinesku,a	di,nesk,ua
predsednikov,a	predsednik,ova
rumunski,h	rumunsk,ih
takmac,e	takm,ace
nezabeležen,i	neza,beleženi
ismail,u	i,sma,ilu
kadare,u	kada,reu
gugl,a	g,ugla
karikaturist,a	kari,kat,urist,a
polufinalist,a	polu,final,ista
finalist,a	final,ista
ansamb,ala	ansa,mba,la
vladin,e	vladin,e
marselj,u	mar,selj,u
crtani,h	crta,nih
filmski,h	filmsk,ih
fokus,om	fokus,om
apelacioni,h	ape,lacion,ih
temelj,i	temelji
otvoren,og	otvorenog
obnovljen,ih	obnov,ljenih
društven,e	društvene
kamion,ima	kam,ioni,ma
voz,ovi	voz,ovi
stanica,ma	stanica,ma
poljoprivredni,h	poljoprivrednih
podsticaj,e	podsticaj,e
sto,love	stol,ove
smeštaj,a	smeštaj,a
rom,i	rom,i
mađar,i	mađar,i
drugačiji,m	drugačiji,m
materijal,a	materijala
romski,m	romsk,im
jukom,-a	j,u,k,o,m,-,a
dug,ovima	dugo,vima
njen,i	njeni
dnevni,h	dnevni,h
meden,i	med,eni
dug,ove	dugo,ve
uobičajen,a	uobičajen,a
pozajmica,ma	poza,jm,icama
dug,ovi	dugo,vi
pouzdan,im	pouzdan,im
kup,u	kupu
nobelov,u	n,obel,ovu
rajteralm,u	raj,teral,mu
romed,a	rom,eda
bauman,a	ba,uman,a
francuz,a	francu,za
pjerik,a	p,jeri,ka
burže,a	b,ur,že,a
stefan,a	stefana
arsenijević,a	a,rse,nije,vića
komandarev,a	kom,andar,eva
vihor,u	vih,oru
bazen,ima	baze,nima
hesinki,ju	he,sin,kij,u
plivački,m	pli,vački,m
svetlin,a	svet,lina
rusev,a	rus,eva
stokholm,u	st,ok,hol,mu
nezamenljiv,om	neza,menljiv,om
peterburg,om	pet,erb,urg,om
dablin,om	da,bli,nom
pariz,om	pariz,om
veles,a	vel,esa
luksemburg,om	luk,sem,bur,gom
rumuski,h	rum,uski,h
lej,a	lej,a
skup,a	skupa
sokol,a	so,kola
oljdaši,ja	o,lj,daš,ija
incident,om	incident,om
vasil,a	vasil,a
kodeks,a	kod,eksa
pošten,e	pošten,e
redosled,a	redosled,a
kompatibilnost,i	kompatibiln,osti
zakonski,h	zakonskih
kriv,im	krivi,m
zaštićen,og	zaštićen,og
ramuš,u	r,amu,šu
haradinaj,u	har,adin,aju
astrit,a	as,tri,ta
bajruš,a	ba,j,ruš,a
dokaz,ima	dokazi,ma
ministrov,u	ministr,ovu
haradinaj,a	har,adin,aja
morinin,o	mor,ini,no
lahi,ju	l,ah,iju
brahimaj,u	bra,hi,maju
stil,a	stila
kreator,a	kreat,ora
modni,h	mod,nih
trend,u	trend,u
klijent,e	klijent,e
set,a	seta
trend,ove	trend,ove
turist,i	turisti
obučen,ih	obu,čeni,h
adi,ja	a,dija
kromenaker,a	kr,omena,kera
kreator,i	kreat,ori
kerol,a	k,ero,la
nadahnut,u	nada,h,nut,u
kreator,e	kreat,ore
brend,ove	brend,ove
admir,a	a,dmi,ra
karišik,a	kar,iši,ka
kostim,e	kosti,me
plesač,i	ple,sač,i
inspirisan,om	inspiris,anom
talent,i	tale,nti
brend,ovi	brend,ovi
časopis,ima	časopis,ima
ormar,ima	orma,rima
kupac,a	kupac,a
komesar,i	kome,sar,i
svež,e	svež,e
izazov,ima	izazov,ima
održiv,oj	održivo,j
zadatak,a	zadataka
socijalist,a	socijalist,a
demokrat,a	demokrat,a
budžetski,h	budžetsk,ih
ren,a	r,ena
istaknut,o	istaknut,o
dačijan,u	da,čija,nu
čološ,u	ä,į,ološ,u
multijezičnost,i	multi,jezič,nosti
times,-a	tim,es,-,a
prisustvo,m	prisustvo,m
čest,im	česti,m
motivisan,im	motivisan,im
mešanje,m	mešanj,em
primenljiv,e	primen,ljive
dejton,u	dej,ton,u
ograničen,a	ograničena
širok,og	široko,g
bon,u	bo,nu
ohr,-u	o,h,r,-,u
ran,i	rani
jedinstven,ih	jedinstveni,h
registarski,h	registar,skih
pasoš,e	pas,oše
krug,ovima	krug,ovima
nestrpljiv,i	nest,rp,ljivi
skup,lja	skuplj,a
predviđen,og	predviđeno,g
različit,o	različito
građanski,h	građanski,h
kontinuiran,i	kontinuiran,i
istok,u	istoku
znak,e	znak,e
progon,om	prog,onom
režim,i	režim,i
martovski,h	mart,ovski,h
tretman,a	tretmana
benedikt,a	b,ene,dikt,a
benedikt,u	b,ene,dikt,u
benedikt,om	b,ene,dikt,om
evroatlantski,m	evro,atl,ant,skim
otvoren,im	otvoreni,m
moratinos,om	mora,tino,som
trajan,om	tra,jano,m
basesku,om	ba,ses,ku,om
emil,om	e,milo,m
bok,om	bo,kom
josipović,em	j,osi,pović,em
protokol,om	protokol,om
potpisan,im	potpisan,im
suverenitet,u	suverenitet,u
punkt,u	pun,ktu
ministarstvo,m	ministarstvo,m
blag,o	blago
obazriv,e	oba,zr,ive
protokol,a	protokola
euleks,-u	eu,l,e,k,s,-,u
suveren,a	suveren,a
izazvan,e	izazvan,e
razarajući,h	raza,rajući,h
oštećen,ih	oštećen,ih
obučen,og	obu,čeno,g
generalštab,a	general,štab,a
opremljen,ih	opremljen,ih
specijalizovan,ih	specijalizovani,h
nasip,a	nasi,pa
rečni,h	rečni,h
privremen,ih	privremeni,h
železnički,h	železničk,ih
oluja,ma	olu,jama
zdravstven,oj	zdravstveno,j
zdravstven,a	zdravstven,a
dom,ova	dom,ova
gubitak,a	gubitaka
hepatitis,a	he,pati,tisa
jak,i	jak,i
ekološki,m	ekološki,m
faktor,ima	faktorima
kanal,u	kanal,u
samoubistvo,m	samou,bist,vom
roditelj,a	roditelja
nasilnik,a	nasil,nika
privremen,om	privremeno,m
celost,i	celo,sti
fragment,i	fragment,i
naj,star,ijim	najstariji,m
sin,om	sino,m
razvod,a	razvo,da
rizik,u	rizik,u
propust,e	propust,e
sam,oj	samo,j
događaj,em	događaje,m
zločinac,a	zločina,ca
mizogin,om	miz,ogi,nom
komentator,i	komenta,tori
portal,ima	portal,ima
muž,evima	muž,evima
ljubavnik,e	ljubav,nike
sindrom,a	sindrom,a
zatvor,u	zatvor,u
nasilnik,u	nasil,niku
faktor,i	faktori
alkohol,a	alkohola
tim,ovi	timo,vi
dogovor,e	dogovore
rođen,ih	rođen,ih
unutarpolitički,h	unutar,političkih
vozački,m	vozač,kim
dozvola,ma	dozvol,ama
privremen,e	privremen,e
grb,om	gr,bom
dogovor,i	dogovor,i
postignut,i	postignut,i
odobravanje,m	odobrava,njem
enklava,ma	enk,lava,ma
pitanje,m	pitanje,m
unapređivanje,m	unapređivanj,em
laden,a	l,aden,a
operativac,a	operativ,aca
sofisticiranost,i	sof,istic,irano,sti
istaknut,ih	istaknuti,h
pojačan,a	pojačan,a
rang,a	rang,a
agent,i	agen,ti
zapadni,h	zapadni,h
udar,e	udar,e
gasovod,e	gaso,vode
naftovod,e	naft,ovod,e
tanker,e	tank,ere
gliser,a	gli,ser,a
napunjen,ih	napu,njenih
eksploziv,om	eksplo,zivom
diversifikovan,ija	diver,sifi,kovani,ja
pljačkanje,m	pljačk,anjem
puškomitraljez,e	puš,komit,ralje,ze
tunis,u	tu,nisu
antivladini,h	anti,vladin,ih
irački,h	irač,kih
dogovor,ima	dogovor,ima
postignut,im	postignut,im
koalicioni,h	ko,alici,onih
istok,a	istok,a
kontinuiran,im	kontinuiran,im
sopstven,im	sopstvenim
nesporazum,i	nes,porazu,mi
septembarski,h	septembar,skih
student,ima	studentima
pojava,ma	pojava,ma
blagoslov,ima	blago,slovima
grub,i	gru,bi
um,u	umu
pristojnost,i	prist,ojno,sti
sfor,-a	s,f,or,-,a
platni,h	platn,ih
debitni,h	deb,itnih
bankomat,a	bank,omat,a
statistički,m	statistički,m
opticaj,u	opti,caju
delatnost,ima	delatnosti,ma
gigant,i	gi,gan,ti
tržište,m	tržište,m
transakcija,ma	transakcija,ma
dažbina,ma	da,žb,inama
blagajnik,a	blag,ajni,ka
džep,u	dže,pu
račun,e	račun,e
kloniranje,m	kloni,ranjem
sopstven,oj	sopstveno,j
bojkot,om	boj,kot,om
prihvatljiv,a	prihvatljiv,a
pregovarač,ima	pregovara,čima
veteran,e	vete,rane
aliju,a	ali,ju,a
intervju,om	intervju,om
sdsm,-a	s,ds,m,-,a
termin,om	termino,m
pridev,om	pridev,om
sekularist,a	seku,lari,sta
skriven,u	skriven,u
član,u	članu
glas,ovi	glasov,i
nepokolebljiv,i	nepo,kole,blj,ivi
jak,u	jak,u
prošlogodišnji,m	prošlog,odiš,njim
islamski,h	islam,skih
islamist,i	islam,isti
planiran,u	planiran,u
akp,-a	a,k,p,-,a
restoran,ima	restoran,ima
bar,ovima	bar,ovima
klub,ova	klub,ova
hurijet,u	h,uri,jet,u
mandat,u	mandat,u
inspirisan,e	inspiris,ane
zainteresovan,ija	zainteresovani,ja
tinejdžer,e	tine,jd,žer,e
kuran,a	ku,rana
milijet,a	mil,ijet,a
miloševićev,e	milošević,eve
ubijen,om	ubijen,om
zoran,u	zoran,u
đinđić,u	ä,ĳ,in,đi,ću
velikan,a	velika,na
komandant,u	komandant,u
milorad,u	milorad,u
ulemek,u	u,leme,ku
klan,a	klan,a
đinđićev,oj	ä,ĳ,in,đi,ćev,oj
istražitelj,i	istraži,telji
miloševićev,im	milošević,evim
napad,ima	napad,ima
dejan,a	dejan,a
milenković,a	milen,kovića
žrtven,og	žrtve,nog
đinđićev,i	ä,ĳ,in,đi,ćev,i
popović,a	popović,a
đinđić,em	ä,ĳ,in,đi,ćem
dušan,a	dušan,a
mihajlović,a	mihajlović,a
finansijer,a	finansij,era
organizator,a	organizator,a
visbaden,a	vis,ba,dena
zahtev,u	zahtev,u
advokat,i	advokat,i
operater,e	operat,ere
in,-u	i,n,-,u
operater,i	operat,eri
zemljište,m	zemljište,m
hektar,a	he,ktar,a
biro,a	bir,oa
ažuriran,e	až,urir,ane
maslinov,og	mas,lino,vog
seme,na	semena
paradajz,a	parad,ajz,a
materijal,i	materijali
grip,a	gri,pa
srčan,og	srčan,og
odliv,a	odli,va
slep,e	sle,pe
poremećen,im	poremeć,enim
vid,om	vido,m
brajov,oj	bra,jov,oj
aviv,u	a,viv,u
mirko,m	mir,kom
cvetković,em	c,vet,ković,em
stran,a	strana
fatmir,a	fa,tm,ira
sejdiu,a	se,jd,i,ua
ahmet,om	a,h,meto,m
davutoglu,om	da,vu,tog,lu,om
saud,om	sa,udo,m
fajsal,om	fa,js,alom
akreditiv,e	akr,editi,ve
valdet,a	val,deta
sadiku,a	sad,iku,a
danilo,m	dani,lom
turk,om	tur,kom
region,ima	region,ima
raj,a	raja
unodc,-a	un,o,d,c,-,a
unodc,-u	un,o,d,c,-,u
kriminal,u	kriminal,u
biznis,a	biznis,a
miroljubiv,a	miro,ljubi,va
strazbur,u	stra,zb,uru
prošlogodišnji,h	prošlog,odiš,njih
saglasnost,i	saglasnosti
odgovor,e	odgovore
angažman,a	angaž,mana
ahtisarijev,im	a,ht,isa,rije,vim
nadziran,e	nad,ziran,e
angažovanost,i	angažovan,osti
stvar,ima	stvarima
mešovit,om	mešovit,om
porast,a	porasta
zapaljiv,ih	zapa,ljivih
hrvat,i	hrvat,i
slab,im	slabi,m
tročlan,im	tro,člani,m
predsedništvo,m	predsedni,štvom
bajden,om	ba,jd,enom
nacrt,u	nac,rtu
neprihvatljiv,a	nepri,hvatljiv,a
protektorat,om	protek,tora,tom
božić,a	bo,žić,a
mamut,a	mam,uta
pilot,i	pilot,i
virus,a	virusa
pacijent,e	pacijent,e
vezan,o	vezano
naj,star,ijih	najstariji,h
forenzički,h	for,enzi,čkih
razred,a	razreda
talent,e	tale,nte
projekt,om	projekto,m
transatlantski,m	transa,tla,ntsk,im
ambasador,i	ambasador,i
uspostavljanje,m	uspostavljanje,m
štab,a	štab,a
isključiv,o	isključivo
ešdaunov,im	e,å,¡,da,unov,im
transatlantski,h	transa,tla,ntsk,ih
nedovršen,o	nedov,ršeno
mnogi,ma	mnogim,a
kraj,em	krajem
orijentisan,a	orijentisan,a
kamen,a	kamen,a
šumski,h	šumsk,ih
pomorski,m	pomo,rskim
efekat,a	efekata
dug,e	dug,e
uračunat,i	ura,čuna,ti
smanjenje,m	smanjenjem
spor,iji	spor,iji
severoistok,u	sever,oist,oku
najavljen,om	najav,ljenom
energetski,m	energetski,m
gigant,om	gi,gan,tom
neupotrebljiv,a	ne,upotreblj,iva
jedinstven,i	jedinstveni
abraziv,i	abra,zivi
voden,og	voden,og
rastvor,a	rastvora
seizmološki,h	se,izm,oloških
sloj,eva	slojeva
eksperiment,i	eksperimenti
imejl,u	ime,jl,u
bugarski,m	bugarsk,im
bilion,a	bili,ona
kubni,h	ku,bni,h
rezerva,ma	rezerv,ama
levičar,i	levi,čari
odred,a	odred,a
prednji,m	prednj,im
prozor,ima	prozor,ima
krov,u	krov,u
vulgarakis,a	vu,lg,arak,isa
oficir,a	oficir,a
naj,čuvan,ijih	najč,uvan,ijih
ulaz,a	ulaza
toalet,ima	to,ale,tima
prozor,a	prozor,a
zgrada,ma	zgrada,ma
ulaz,ima	ulazi,ma
izlaz,ima	izlazi,ma
prestiž,a	prest,iža
vod,ovi	vodo,vi
general,e	general,e
radovanović,a	radovanović,a
oružan,ih	oružani,h
vod,a	voda
barjaktar,i	bar,jak,tari
počast,i	poč,asti
general,ima	general,ima
podoficir,a	pod,oficir,a
entitetski,h	entitet,skih
rame,nu	rame,nu
sulejman,a	su,lej,mana
tihić,a	ti,hi,ća
major,u	maj,oru
krajšumović,u	kraj,šum,ović,u
sastav,a	sastava
mihaj,a	miha,ja
tanasesku,a	tan,ase,sku,a
strukturni,h	strukturnih
titov,a	tit,ova
josip,a	j,osi,pa
broz,a	bro,za
neupotrebljen,a	ne,upotrebljen,a
dug,i	dug,i
vinston,a	vi,nst,ona
čerčil,a	ä,į,er,čila
gadafi,ja	ga,da,fija
abdel,a	a,b,dela
naser,a	nas,era
džavaharlal,a	dž,ava,har,la,la
nehru,a	n,eh,rua
holivudski,h	hol,ivu,dski,h
ričard,a	ri,čar,da
barton,a	bar,tona
star,o	staro
stručnjak,a	stručnjaka
papanikolau,a	p,apan,ikola,ua
ambijent,u	ambijent,u
brod,a	brod,a
tabloid,i	tabl,oi,di
laž,i	laži
josip,om	j,osi,pom
broz,om	bro,zom
tito,m	tit,om
penzioner,a	penzioner,a
domet,e	dome,te
televizija,ma	televizij,ama
kvaziuniverzitet,a	kva,zi,univerziteta
talentovan,i	tale,ntovan,i
plagijat,ima	pla,gija,tima
predatorski,m	preda,torsk,im
nepošten,im	nepo,šteni,m
evaluacija,ma	evaluacij,ama
nezameranje,m	neza,meranj,em
đak,e	đa,ke
funkcija,ma	funkcija,ma
fakultet,i	fakultet,i
institut,i	institut,i
muftijin,o	mu,ft,iji,no
moj,e	moje
šamar,e	šam,are
izgovor,i	izgovor,i
vladar,u	vladar,u
rektor,u	rektor,u
profesor,u	profesor,u
vračar,u	vr,ača,ru
diletant,ima	dile,tanti,ma
univerzitetski,m	univerzitetsk,im
čestitost,i	česti,tosti
francuski,h	francuski,h
đak,a	đa,ka
čvrst,ih	čvrsti,h
gospodstven,og	gospod,stvenog
slovenac,a	sloven,aca
