mogul,u	mogu,lu
šar,a	šar,a
Ljosin,og	L,jos,inog
naslov,om	naslovom
Pijur,a	Pi,ju,ra
Felisit,a	Fe,lis,ita
Janake,a	Jan,ake,a
reketaš,a	reke,taš,a
podnošljiv,u	podnoš,ljiv,u
zaplet,a	zap,leta
smisaon,im	smisao,nim
ucenjivač,ima	uce,njiva,čima
crtež,om	crt,ež,om
pauk,a	pa,uka
požar,a	požara
neugodnost,i	ne,ugo,dnosti
ljubav,lju	ljubav,lju
roman,u	romanu
čuven,i	čuven,i
Ljosin,im	L,jos,inim
ljubitelj,ima	ljubitelj,ima
sin,ovima	sino,vima
običaj,u	običaj,u
sapunski,h	sa,pun,skih
bok,a	bok,a
sin,u	sinu
Fončitov,oj	Fo,nč,itov,oj
Fončitov,e	Fo,nč,itov,e
duh,om	duho,m
Ljosin,oj	L,jos,ino,j
Ljosin,o	L,jos,ino
savremen,og	savremenog
Peru,a	Per,ua
rasparen,e	rasp,aren,e
kućni,m	kuć,nim
papuča,ma	pap,uča,ma
Viskonzin,u	Vis,konz,inu
neuron,i	neuron,i
autoimun,ih	auto,imun,ih
Alchajmerov,om	A,lc,haj,mero,vom
demencija,ma	dem,encija,ma
stub,a	stub,a
zdrav,e	zdrav,e
paradoks,a	parad,oks,a
mit,ova	mitova
ustaljen,o	usta,ljeno
kvalitet,a	kvaliteta
moždan,e	moždan,e
pospan,i	pos,pani
talas,a	talasa
dubok,i	dubok,i
dubok,og	duboko,g
pokret,ima	pokret,ima
povećan,u	povećan,u
okean,u	oke,anu
svet,ove	sveto,ve
čas,u	čas,u
staž,a	sta,ža
dušek,a	duše,ka
Zebald,a	Z,ebal,da
Saturnov,i	Sa,turno,vi
prsten,ovi	prsten,ovi
Zebald,u	Z,ebal,du
besmislen,ih	bes,mislen,ih
vlastit,e	vlastit,e
putokaz,i	puto,kazi
valer,i	vale,ri
monoton,e	mono,ton,e
knjiga,ma	knjiga,ma
svaki,m	svaki,m
nepromenjen,og	nepr,omen,jenog
intenzitet,a	intenziteta
trend,ova	trend,ova
verzija,ma	verzija,ma
vulkan,om	vu,lkan,om
Malkolm,a	Mal,kol,ma
Lauri,ja	L,au,rija
Zenov,u	Z,enov,u
Ital,a	Ital,a
Zvev,a	Z,ve,va
grob,ovima	grob,ovima
Ernest,a	E,rne,sta
Sabat,a	Sa,bat,a
Bulgakov,a	B,ul,ga,kova
odsjaj,i	ods,jaj,i
dugogodišnji,h	dugogodišnj,ih
autor,a	autora
proživljen,og	pro,življ,enog
otpor,a	otpora
svest,i	svesti
vlastit,og	vlastit,og
grad,ovi	gradovi
čas,ove	časov,e
zemaljski,h	zemaljsk,ih
star,im	stari,m
Trst,om	Tr,stom
Zen,a	Z,ena
Kozim,a	K,ozim,a
neuverljiv,a	ne,uver,ljiva
original,a	original,a
Leopold,a	L,eo,pol,da
Blum,a	Bl,uma
bled,u	ble,du
Džojsov,og	Džo,js,ovog
život,ima	životi,ma
detalj,u	detalj,u
jarbol,a	jar,bola
brodolom,a	brodo,loma
prostor,i	prostori
pouzdan,a	pouzdan,a
razvučenost,i	razv,učeno,sti
koncept,a	koncepta
pisaći,m	pisa,ćim
papirnat,ih	papir,nati,h
jalov,om	jalo,vom
ključ,a	ključa
bezdan,u	bez,dan,u
avet,i	avet,i
univerzum,a	univerz,uma
model,i	modeli
čitaočev,og	čitao,čev,og
orijentir,i	orijenti,ri
zamišljen,og	zami,šljen,og
Nojev,a	N,ojev,a
unos,a	unos,a
čovekolik,i	čovek,olik,i
elektroencefalogram,a	elektro,ence,fal,ograma
uređaj,i	uređaj,i
niz,a	niza
određen,oj	određenoj
komfor,a	kom,for,a
MIT,-a	MI,T,-,a
mašina,ma	mašina,ma
potreba,ma	potrebama
pionirski,h	pion,irsk,ih
univerzitet,u	univerzitetu
računar,a	računara
automat,u	automat,u
naj,rashlađen,ija	naj,ras,hla,đeni,ja
preduslov,i	preduslov,i
prav,ih	pravi,h
Samsung,a	Sam,sun,ga
frižider,e	fri,ži,dere
korisnik,u	korisnik,u
telefon,a	telefona
frižider,u	fri,ži,der,u
telefon,e	telefon,e
termostat,a	termo,stata
ranjiv,a	ranjiv,a
upad,a	upa,da
inženjering,om	inženjer,ing,om
manipulacija,ma	manipulacij,ama
poverljiv,im	pover,ljivim
mejl,ovima	mej,lovima
poraz,u	porazu
proizvođač,u	proizvođač,u
Gugl,u	G,ugl,u
uređaj,ima	uređaj,ima
dom,u	dom,u
Oregon,u	Or,ego,nu
kamera,ma	kame,rama
televizor,om	televiz,orom
nemarnost,i	nemar,nosti
senzor,e	senzor,e
pejsmejker,om	pe,js,mej,ker,om
haker,i	ha,ker,i
haker,a	ha,kera
omiljen,ih	omiljen,ih
skup,ovima	skupo,vima
hakovanje,m	ha,kovanje,m
motor,a	motora
sudar,a	suda,ra
ishod,om	ishod,om
semafor,a	sema,for,a
visokoobučen,e	visoko,obu,čene
osetljiv,ih	osetljivi,h
autopilot,a	auto,pilot,a
silos,a	silo,sa
način,a	načina
provajder,i	prov,ajde,ri
oblak,u	obla,ku
obnažen,i	obn,ažen,i
selfi,ji	sel,fij,i
korisnost,i	korisno,sti
štetnost,i	štetn,osti
opravdanost,i	opravdano,sti
osetljiv,om	osetljivo,m
isplativost,i	isplati,vosti
malen,a	male,na
tehnološki,m	tehnološki,m
koncept,om	koncept,om
čest,ih	česti,h
teret,a	teret,a
Kosovar,a	Kosova,ra
spisk,a	spis,ka
nestrukturiran,a	nest,rukt,urir,ana
proizvodni,h	proizvodnih
izgubljen,ih	izgubljen,ih
ishod,e	ishod,e
lak,šu	lakš,u
Jakup,a	Ja,kupa
preuranjen,o	preu,ranjeno
preporučljiv,o	preporuč,ljivo
lider,om	lider,om
Mehmet,om	Me,h,meto,m
Ali,jem	Ali,jem
Talat,om	Ta,lato,m
poseta,ma	poset,ama
frustrirajući,m	fr,ustri,rajući,m
zastoj,em	zasto,jem
kontakt,e	kontakt,e
kontakt,i	kontakti
nivo,ima	nivoima
izražen,ih	izraženi,h
slab,o	slabo
plan,om	plano,m
kiparski,m	kip,arski,m
rešenje,m	rešenje,m
osobenost,ima	osoben,ostima
nerešiv,om	nere,ši,vom
kršenje,m	kršenj,em
Ilir,a	Ili,ra
Dugoli,ja	Du,gol,ija
Oto,a	O,to,a
fudbal,a	fudbal,a
Rehagelov,a	R,eha,gel,ova
rezultat,om	rezultatom
tim,om	timo,m
Rehagel,a	R,eha,gel,a
Sporting,a	Sport,inga
naj,istaknut,iji	naj,istaknuti,ji
trideseti,m	trideset,im
stadion,a	stadion,a
brdovit,om	br,dovi,tom
sponzor,a	spon,zora
Maradonin,e	Mar,ado,nine
grub,oj	gru,boj
neosnovan,im	neo,snovan,im
pretrpljen,ih	pretr,pljeni,h
odbijen,u	odbij,enu
minut,u	minut,u
Sokratis,a	So,krati,sa
Papastatopulos,a	P,apa,stat,opu,los,a
jak,a	jaka
hotel,u	hotel,u
navijač,e	navijač,e
vuvuzela,ma	vu,vu,zel,ama
doboš,ima	dob,oši,ma
harmonika,ma	harmoni,kama
jak,o	jako
navijač,i	navijač,i
ultranacionalistički,h	ultra,nacionalist,ičkih
organizator,i	organizator,i
huligan,a	hu,liga,na
učesnik,e	učesnik,e
kamenica,ma	kamen,icama
sakriven,im	sak,riven,im
šaht,ovima	ša,ht,ovima
život,i	životi
svetski,m	svetski,m
travnjak,a	trav,njaka
skup,ovi	skupo,vi
predsednički,h	predsedničk,ih
udarac,a	udara,ca
plakat,i	pla,kati
krug,u	krugu
protivnički,h	protivni,čkih
Basesku,a	Ba,ses,ku,a
miting,a	miti,nga
dečak,a	dečak,a
element,e	elemente
Dinu,a	Di,nu,a
Patriču,a	P,atri,ču,a
disident,a	dis,ident,a
pesnik,a	pesnik,a
Dinesku,a	Di,nesk,ua
predsednikov,a	predsednik,ova
rumunski,h	rumunsk,ih
takmac,e	takm,ace
nezabeležen,i	neza,beleženi
Ismail,u	I,sma,ilu
Kadare,u	Kada,reu
Gugl,a	G,ugla
karikaturist,a	kari,kat,urist,a
polufinalist,a	polu,final,ista
finalist,a	final,ista
ansamb,ala	ansa,mba,la
vladin,e	vladin,e
Marselj,u	Mar,selj,u
crtani,h	crta,nih
filmski,h	filmsk,ih
fokus,om	fokus,om
apelacioni,h	ape,lacion,ih
temelj,i	temelji
otvoren,og	otvorenog
obnovljen,ih	obnov,ljenih
društven,e	društvene
kamion,ima	kam,ioni,ma
voz,ovi	voz,ovi
stanica,ma	stanica,ma
poljoprivredni,h	poljoprivrednih
podsticaj,e	podsticaj,e
sto,love	stol,ove
smeštaj,a	smeštaj,a
Rom,i	Rom,i
Mađar,i	Mađar,i
drugačiji,m	drugačiji,m
materijal,a	materijala
romski,m	romsk,im
JUKOM,-a	J,U,K,O,M,-,a
dug,ovima	dugo,vima
njen,i	njeni
dnevni,h	dnevni,h
meden,i	med,eni
dug,ove	dugo,ve
uobičajen,a	uobičajen,a
pozajmica,ma	poza,jm,icama
dug,ovi	dugo,vi
pouzdan,im	pouzdan,im
kup,u	kupu
Nobelov,u	N,obel,ovu
Rajteralm,u	Raj,teral,mu
Romed,a	Rom,eda
Bauman,a	Ba,uman,a
Francuz,a	Francu,za
Pjerik,a	P,jeri,ka
Burže,a	B,ur,že,a
Stefan,a	Stefana
Arsenijević,a	A,rse,nije,vića
Komandarev,a	Kom,andar,eva
vihor,u	vih,oru
bazen,ima	baze,nima
Hesinki,ju	He,sin,kij,u
plivački,m	pli,vački,m
Svetlin,a	Svet,lina
Rusev,a	Rus,eva
Stokholm,u	St,ok,hol,mu
nezamenljiv,om	neza,menljiv,om
Peterburg,om	Pet,erb,urg,om
Dablin,om	Da,bli,nom
Pariz,om	Pariz,om
Veles,a	Vel,esa
Luksemburg,om	Luk,sem,bur,gom
rumuski,h	rum,uski,h
lej,a	lej,a
skup,a	skupa
Sokol,a	So,kola
Oljdaši,ja	O,lj,daš,ija
incident,om	incident,om
Vasil,a	Vasil,a
Kodeks,a	Kod,eksa
pošten,e	pošten,e
redosled,a	redosled,a
kompatibilnost,i	kompatibiln,osti
zakonski,h	zakonskih
kriv,im	krivi,m
zaštićen,og	zaštićen,og
Ramuš,u	R,amu,šu
Haradinaj,u	Har,adin,aju
Astrit,a	As,tri,ta
Bajruš,a	Ba,j,ruš,a
dokaz,ima	dokazi,ma
ministrov,u	ministr,ovu
Haradinaj,a	Har,adin,aja
Morinin,o	Mor,ini,no
Lahi,ju	L,ah,iju
Brahimaj,u	Bra,hi,maju
stil,a	stila
kreator,a	kreat,ora
modni,h	mod,nih
trend,u	trend,u
klijent,e	klijent,e
set,a	seta
trend,ove	trend,ove
turist,i	turisti
obučen,ih	obu,čeni,h
Adi,ja	A,dija
Kromenaker,a	Kr,omena,kera
kreator,i	kreat,ori
Kerol,a	K,ero,la
nadahnut,u	nada,h,nut,u
kreator,e	kreat,ore
brend,ove	brend,ove
Admir,a	A,dmi,ra
Karišik,a	Kar,iši,ka
kostim,e	kosti,me
plesač,i	ple,sač,i
inspirisan,om	inspiris,anom
talent,i	tale,nti
brend,ovi	brend,ovi
časopis,ima	časopis,ima
ormar,ima	orma,rima
kupac,a	kupac,a
komesar,i	kome,sar,i
svež,e	svež,e
izazov,ima	izazov,ima
održiv,oj	održivo,j
zadatak,a	zadataka
socijalist,a	socijalist,a
demokrat,a	demokrat,a
budžetski,h	budžetsk,ih
Ren,a	R,ena
istaknut,o	istaknut,o
Dačijan,u	Da,čija,nu
Čološ,u	Ä,Į,ološ,u
multijezičnost,i	multi,jezič,nosti
Times,-a	Tim,es,-,a
prisustvo,m	prisustvo,m
čest,im	česti,m
motivisan,im	motivisan,im
mešanje,m	mešanj,em
primenljiv,e	primen,ljive
Dejton,u	Dej,ton,u
ograničen,a	ograničena
širok,og	široko,g
Bon,u	Bo,nu
OHR,-u	O,H,R,-,u
ran,i	rani
jedinstven,ih	jedinstveni,h
registarski,h	registar,skih
pasoš,e	pas,oše
krug,ovima	krug,ovima
nestrpljiv,i	nest,rp,ljivi
skup,lja	skuplj,a
predviđen,og	predviđeno,g
različit,o	različito
građanski,h	građanski,h
kontinuiran,i	kontinuiran,i
istok,u	istoku
znak,e	znak,e
progon,om	prog,onom
režim,i	režim,i
martovski,h	mart,ovski,h
tretman,a	tretmana
Benedikt,a	B,ene,dikt,a
Benedikt,u	B,ene,dikt,u
Benedikt,om	B,ene,dikt,om
evroatlantski,m	evro,atl,ant,skim
otvoren,im	otvoreni,m
Moratinos,om	Mora,tino,som
Trajan,om	Tra,jano,m
Basesku,om	Ba,ses,ku,om
Emil,om	E,milo,m
Bok,om	Bo,kom
Josipović,em	J,osi,pović,em
protokol,om	protokol,om
potpisan,im	potpisan,im
suverenitet,u	suverenitet,u
punkt,u	pun,ktu
ministarstvo,m	ministarstvo,m
blag,o	blago
obazriv,e	oba,zr,ive
protokol,a	protokola
EULEKS,-u	EU,L,E,K,S,-,u
suveren,a	suveren,a
izazvan,e	izazvan,e
razarajući,h	raza,rajući,h
oštećen,ih	oštećen,ih
obučen,og	obu,čeno,g
generalštab,a	general,štab,a
opremljen,ih	opremljen,ih
specijalizovan,ih	specijalizovani,h
nasip,a	nasi,pa
rečni,h	rečni,h
privremen,ih	privremeni,h
železnički,h	železničk,ih
oluja,ma	olu,jama
zdravstven,oj	zdravstveno,j
zdravstven,a	zdravstven,a
dom,ova	dom,ova
gubitak,a	gubitaka
hepatitis,a	he,pati,tisa
jak,i	jak,i
ekološki,m	ekološki,m
faktor,ima	faktorima
kanal,u	kanal,u
samoubistvo,m	samou,bist,vom
roditelj,a	roditelja
nasilnik,a	nasil,nika
privremen,om	privremeno,m
celost,i	celo,sti
fragment,i	fragment,i
naj,star,ijim	najstariji,m
sin,om	sino,m
razvod,a	razvo,da
rizik,u	rizik,u
propust,e	propust,e
sam,oj	samo,j
događaj,em	događaje,m
zločinac,a	zločina,ca
mizogin,om	miz,ogi,nom
komentator,i	komenta,tori
portal,ima	portal,ima
muž,evima	muž,evima
ljubavnik,e	ljubav,nike
sindrom,a	sindrom,a
zatvor,u	zatvor,u
nasilnik,u	nasil,niku
faktor,i	faktori
alkohol,a	alkohola
tim,ovi	timo,vi
dogovor,e	dogovore
rođen,ih	rođen,ih
unutarpolitički,h	unutar,političkih
vozački,m	vozač,kim
dozvola,ma	dozvol,ama
privremen,e	privremen,e
grb,om	gr,bom
dogovor,i	dogovor,i
postignut,i	postignut,i
odobravanje,m	odobrava,njem
enklava,ma	enk,lava,ma
pitanje,m	pitanje,m
unapređivanje,m	unapređivanj,em
Laden,a	L,aden,a
operativac,a	operativ,aca
sofisticiranost,i	sof,istic,irano,sti
istaknut,ih	istaknuti,h
pojačan,a	pojačan,a
rang,a	rang,a
agent,i	agen,ti
zapadni,h	zapadni,h
udar,e	udar,e
gasovod,e	gaso,vode
naftovod,e	naft,ovod,e
tanker,e	tank,ere
gliser,a	gli,ser,a
napunjen,ih	napu,njenih
eksploziv,om	eksplo,zivom
diversifikovan,ija	diver,sifi,kovani,ja
pljačkanje,m	pljačk,anjem
puškomitraljez,e	puš,komit,ralje,ze
Tunis,u	Tu,nisu
antivladini,h	anti,vladin,ih
irački,h	irač,kih
dogovor,ima	dogovor,ima
postignut,im	postignut,im
koalicioni,h	ko,alici,onih
istok,a	istok,a
kontinuiran,im	kontinuiran,im
sopstven,im	sopstvenim
nesporazum,i	nes,porazu,mi
septembarski,h	septembar,skih
student,ima	studentima
pojava,ma	pojava,ma
blagoslov,ima	blago,slovima
grub,i	gru,bi
um,u	umu
pristojnost,i	prist,ojno,sti
SFOR,-a	S,F,OR,-,a
platni,h	platn,ih
debitni,h	deb,itnih
bankomat,a	bank,omat,a
statistički,m	statistički,m
opticaj,u	opti,caju
delatnost,ima	delatnosti,ma
gigant,i	gi,gan,ti
tržište,m	tržište,m
transakcija,ma	transakcija,ma
dažbina,ma	da,žb,inama
blagajnik,a	blag,ajni,ka
džep,u	dže,pu
račun,e	račun,e
kloniranje,m	kloni,ranjem
sopstven,oj	sopstveno,j
bojkot,om	boj,kot,om
prihvatljiv,a	prihvatljiv,a
pregovarač,ima	pregovara,čima
veteran,e	vete,rane
Aliju,a	Ali,ju,a
intervju,om	intervju,om
SDSM,-a	S,DS,M,-,a
termin,om	termino,m
pridev,om	pridev,om
sekularist,a	seku,lari,sta
skriven,u	skriven,u
član,u	članu
glas,ovi	glasov,i
nepokolebljiv,i	nepo,kole,blj,ivi
jak,u	jak,u
prošlogodišnji,m	prošlog,odiš,njim
islamski,h	islam,skih
islamist,i	islam,isti
planiran,u	planiran,u
AKP,-a	A,K,P,-,a
restoran,ima	restoran,ima
bar,ovima	bar,ovima
klub,ova	klub,ova
Hurijet,u	H,uri,jet,u
mandat,u	mandat,u
inspirisan,e	inspiris,ane
zainteresovan,ija	zainteresovani,ja
tinejdžer,e	tine,jd,žer,e
Kuran,a	Ku,rana
Milijet,a	Mil,ijet,a
Miloševićev,e	Milošević,eve
ubijen,om	ubijen,om
Zoran,u	Zoran,u
Đinđić,u	Ä,Ĳ,in,đi,ću
velikan,a	velika,na
komandant,u	komandant,u
Milorad,u	Milorad,u
Ulemek,u	U,leme,ku
klan,a	klan,a
Đinđićev,oj	Ä,Ĳ,in,đi,ćev,oj
istražitelj,i	istraži,telji
Miloševićev,im	Milošević,evim
napad,ima	napad,ima
Dejan,a	Dejan,a
Milenković,a	Milen,kovića
žrtven,og	žrtve,nog
Đinđićev,i	Ä,Ĳ,in,đi,ćev,i
Popović,a	Popović,a
Đinđić,em	Ä,Ĳ,in,đi,ćem
Dušan,a	Dušan,a
Mihajlović,a	Mihajlović,a
finansijer,a	finansij,era
organizator,a	organizator,a
Visbaden,a	Vis,ba,dena
zahtev,u	zahtev,u
advokat,i	advokat,i
operater,e	operat,ere
IN,-u	I,N,-,u
operater,i	operat,eri
zemljište,m	zemljište,m
hektar,a	he,ktar,a
biro,a	bir,oa
ažuriran,e	až,urir,ane
maslinov,og	mas,lino,vog
seme,na	semena
paradajz,a	parad,ajz,a
materijal,i	materijali
grip,a	gri,pa
srčan,og	srčan,og
odliv,a	odli,va
slep,e	sle,pe
poremećen,im	poremeć,enim
vid,om	vido,m
Brajov,oj	Bra,jov,oj
Aviv,u	A,viv,u
Mirko,m	Mir,kom
Cvetković,em	C,vet,ković,em
stran,a	strana
Fatmir,a	Fa,tm,ira
Sejdiu,a	Se,jd,i,ua
Ahmet,om	A,h,meto,m
Davutoglu,om	Da,vu,tog,lu,om
Saud,om	Sa,udo,m
Fajsal,om	Fa,js,alom
akreditiv,e	akr,editi,ve
Valdet,a	Val,deta
Sadiku,a	Sad,iku,a
Danilo,m	Dani,lom
Turk,om	Tur,kom
region,ima	region,ima
raj,a	raja
UNODC,-a	UN,O,D,C,-,a
UNODC,-u	UN,O,D,C,-,u
kriminal,u	kriminal,u
biznis,a	biznis,a
miroljubiv,a	miro,ljubi,va
Strazbur,u	Stra,zb,uru
prošlogodišnji,h	prošlog,odiš,njih
saglasnost,i	saglasnosti
odgovor,e	odgovore
angažman,a	angaž,mana
Ahtisarijev,im	A,ht,isa,rije,vim
nadziran,e	nad,ziran,e
angažovanost,i	angažovan,osti
stvar,ima	stvarima
mešovit,om	mešovit,om
porast,a	porasta
zapaljiv,ih	zapa,ljivih
Hrvat,i	Hrvat,i
slab,im	slabi,m
tročlan,im	tro,člani,m
predsedništvo,m	predsedni,štvom
Bajden,om	Ba,jd,enom
nacrt,u	nac,rtu
neprihvatljiv,a	nepri,hvatljiv,a
protektorat,om	protek,tora,tom
Božić,a	Bo,žić,a
mamut,a	mam,uta
pilot,i	pilot,i
virus,a	virusa
pacijent,e	pacijent,e
vezan,o	vezano
naj,star,ijih	najstariji,h
forenzički,h	for,enzi,čkih
razred,a	razreda
talent,e	tale,nte
projekt,om	projekto,m
transatlantski,m	transa,tla,ntsk,im
ambasador,i	ambasador,i
uspostavljanje,m	uspostavljanje,m
štab,a	štab,a
isključiv,o	isključivo
Ešdaunov,im	E,Å,¡,da,unov,im
transatlantski,h	transa,tla,ntsk,ih
nedovršen,o	nedov,ršeno
mnogi,ma	mnogim,a
kraj,em	krajem
orijentisan,a	orijentisan,a
kamen,a	kamen,a
šumski,h	šumsk,ih
pomorski,m	pomo,rskim
efekat,a	efekata
dug,e	dug,e
uračunat,i	ura,čuna,ti
smanjenje,m	smanjenjem
spor,iji	spor,iji
severoistok,u	sever,oist,oku
najavljen,om	najav,ljenom
energetski,m	energetski,m
gigant,om	gi,gan,tom
neupotrebljiv,a	ne,upotreblj,iva
jedinstven,i	jedinstveni
abraziv,i	abra,zivi
voden,og	voden,og
rastvor,a	rastvora
seizmološki,h	se,izm,oloških
sloj,eva	slojeva
eksperiment,i	eksperimenti
imejl,u	ime,jl,u
bugarski,m	bugarsk,im
bilion,a	bili,ona
kubni,h	ku,bni,h
rezerva,ma	rezerv,ama
levičar,i	levi,čari
odred,a	odred,a
prednji,m	prednj,im
prozor,ima	prozor,ima
krov,u	krov,u
Vulgarakis,a	Vu,lg,arak,isa
oficir,a	oficir,a
naj,čuvan,ijih	najč,uvan,ijih
ulaz,a	ulaza
toalet,ima	to,ale,tima
prozor,a	prozor,a
zgrada,ma	zgrada,ma
ulaz,ima	ulazi,ma
izlaz,ima	izlazi,ma
prestiž,a	prest,iža
vod,ovi	vodo,vi
general,e	general,e
Radovanović,a	Radovanović,a
oružan,ih	oružani,h
vod,a	voda
barjaktar,i	bar,jak,tari
počast,i	poč,asti
general,ima	general,ima
podoficir,a	pod,oficir,a
entitetski,h	entitet,skih
rame,nu	rame,nu
Sulejman,a	Su,lej,mana
Tihić,a	Ti,hi,ća
major,u	maj,oru
Krajšumović,u	Kraj,šum,ović,u
sastav,a	sastava
Mihaj,a	Miha,ja
Tanasesku,a	Tan,ase,sku,a
strukturni,h	strukturnih
Titov,a	Tit,ova
Josip,a	J,osi,pa
Broz,a	Bro,za
neupotrebljen,a	ne,upotrebljen,a
dug,i	dug,i
Vinston,a	Vi,nst,ona
Čerčil,a	Ä,Į,er,čila
Gadafi,ja	Ga,da,fija
Abdel,a	A,b,dela
Naser,a	Nas,era
Džavaharlal,a	Dž,ava,har,la,la
Nehru,a	N,eh,rua
holivudski,h	hol,ivu,dski,h
Ričard,a	Ri,čar,da
Barton,a	Bar,tona
star,o	staro
stručnjak,a	stručnjaka
Papanikolau,a	P,apan,ikola,ua
ambijent,u	ambijent,u
brod,a	brod,a
tabloid,i	tabl,oi,di
laž,i	laži
Josip,om	J,osi,pom
Broz,om	Bro,zom
Tito,m	Tit,om
penzioner,a	penzioner,a
domet,e	dome,te
televizija,ma	televizij,ama
kvaziuniverzitet,a	kva,zi,univerziteta
talentovan,i	tale,ntovan,i
plagijat,ima	pla,gija,tima
predatorski,m	preda,torsk,im
nepošten,im	nepo,šteni,m
evaluacija,ma	evaluacij,ama
nezameranje,m	neza,meranj,em
đak,e	đa,ke
funkcija,ma	funkcija,ma
fakultet,i	fakultet,i
institut,i	institut,i
muftijin,o	mu,ft,iji,no
moj,e	moje
šamar,e	šam,are
izgovor,i	izgovor,i
vladar,u	vladar,u
rektor,u	rektor,u
profesor,u	profesor,u
Vračar,u	Vr,ača,ru
diletant,ima	dile,tanti,ma
univerzitetski,m	univerzitetsk,im
čestitost,i	česti,tosti
francuski,h	francuski,h
đak,a	đa,ka
čvrst,ih	čvrsti,h
gospodstven,og	gospod,stvenog
Slovenac,a	Sloven,aca
