mogul,u	mogu,lu
Ljosin,oj	,ljo,si,noj
Ljosin,o	,ljo,sino
savremen,og	savremenog
Peru,a	,peru,a
rasparen,e	raspa,rene
kućni,m	kuć,nim
papuča,ma	papu,ča,ma
Viskonzin,u	,visko,nzi,nu
neuron,i	neuro,ni
autoimun,ih	auto,imu,nih
Alchajmerov,om	,al,cha,j,me,rovom
demencija,ma	de,men,cijama
stub,a	stuba
zdrav,e	zdrave
paradoks,a	paradoksa
mit,ova	mi,tova
ustaljen,o	usta,ljeno
kvalitet,a	kvaliteta
moždan,e	možda,ne
pospan,i	pos,pani
talas,a	talasa
dubok,i	dubo,ki
dubok,og	dubo,kog
pokret,ima	pokretima
povećan,u	poveća,nu
okean,u	oke,anu
svet,ove	sveto,ve
čas,u	času
staž,a	sta,ža
dušek,a	duše,ka
Zebald,a	,ze,bal,da
Saturnov,i	,sa,tu,rno,vi
prsten,ovi	prste,novi
Zebald,u	,ze,bal,du
besmislen,ih	besmisle,nih
vlastit,e	vlastite
putokaz,i	puto,kazi
valer,i	vale,ri
monoton,e	mono,to,ne
knjiga,ma	knjigama
svaki,m	svakim
nepromenjen,og	neprome,njenog
intenzitet,a	intenziteta
trend,ova	tren,dova
verzija,ma	verzija,ma
vulkan,om	vulka,nom
Malkolm,a	,malko,l,ma
Lauri,ja	,lau,rija
Zenov,u	,ze,novu
Ital,a	,ita,la
Zvev,a	,zve,va
grob,ovima	gro,bovima
Ernest,a	,e,rne,sta
Sabat,a	,sa,bata
Bulgakov,a	,bulga,kova
odsjaj,i	od,sja,ji
dugogodišnji,h	dugo,godišnjih
autor,a	autora
proživljen,og	proži,vljenog
otpor,a	otpora
svest,i	svesti
vlastit,og	vlastitog
grad,ovi	gradovi
čas,ove	časo,ve
zemaljski,h	zemalj,skih
star,im	starim
Trst,om	,tr,stom
Zen,a	,ze,na
Kozim,a	,ko,zima
neuverljiv,a	neu,ver,ljiva
original,a	origina,la
Leopold,a	,leo,pol,da
Blum,a	,blu,ma
bled,u	ble,du
Džojsov,og	,dž,oj,sovog
život,ima	živo,tima
detalj,u	deta,lju
jarbol,a	jar,bo,la
brodolom,a	bro,do,loma
prostor,i	prostori
pouzdan,a	pouz,dana
razvučenost,i	raz,vu,čenosti
koncept,a	koncepta
pisaći,m	pisa,ćim
papirnat,ih	papi,rna,tih
jalov,om	ja,lo,vom
ključ,a	ključa
bezdan,u	bez,danu
avet,i	a,veti
univerzum,a	univerzuma
model,i	modeli
čitaočev,og	čitao,če,vog
orijentir,i	orijenti,ri
zamišljen,og	zamišlje,nog
Nojev,a	,no,jeva
unos,a	u,nosa
čovekolik,i	čove,koli,ki
elektroencefalogram,a	elektro,ence,fa,lo,gra,ma
uređaj,i	uređa,ji
niz,a	niza
određen,oj	određenoj
komfor,a	kom,fora
MIT,-a	,mit,-,a
mašina,ma	maši,nama
potreba,ma	potrebama
pionirski,h	pioni,rskih
univerzitet,u	univerzitetu
računar,a	računara
automat,u	auto,ma,tu
naj,rashlađen,ija	najra,sh,la,đe,nija
preduslov,i	predu,slovi
prav,ih	pravih
Samsung,a	,sam,su,nga
frižider,e	fri,ži,dere
korisnik,u	korisni,ku
telefon,a	telefona
frižider,u	fri,ži,de,ru
telefon,e	telefo,ne
termostat,a	termo,sta,ta
ranjiv,a	ranji,va
upad,a	u,pada
inženjering,om	inženje,rin,gom
manipulacija,ma	manipula,cijama
poverljiv,im	pover,ljivim
mejl,ovima	me,j,lovima
poraz,u	po,razu
proizvođač,u	proizvođa,ču
Gugl,u	,gu,glu
uređaj,ima	uređa,jima
dom,u	domu
Oregon,u	,ore,go,nu
kamera,ma	ka,mera,ma
televizor,om	televi,zo,rom
nemarnost,i	nema,rnosti
senzor,e	sen,zo,re
pejsmejker,om	pej,sme,jke,rom
haker,i	ha,ke,ri
haker,a	ha,ke,ra
omiljen,ih	omi,ljenih
skup,ovima	skupovima
hakovanje,m	h,ako,vanjem
motor,a	motora
sudar,a	su,dara
ishod,om	isho,dom
semafor,a	sema,fora
visokoobučen,e	visoko,obu,čene
osetljiv,ih	osetljivih
autopilot,a	auto,pi,lo,ta
silos,a	si,lo,sa
način,a	načina
provajder,i	pro,vaj,deri
oblak,u	obla,ku
obnažen,i	ob,na,ženi
selfi,ji	sel,fiji
korisnost,i	kori,snosti
štetnost,i	štet,nosti
opravdanost,i	opravdanosti
osetljiv,om	oset,ljivom
isplativost,i	isplati,vosti
malen,a	ma,lena
tehnološki,m	tehno,loškim
koncept,om	konceptom
čest,ih	česti,h
teret,a	tere,ta
Kosovar,a	,koso,vara
spisk,a	spi,ska
nestrukturiran,a	ne,strukturi,rana
proizvodni,h	proizvodnih
izgubljen,ih	izgublje,nih
ishod,e	ishode
lak,šu	lak,šu
Jakup,a	,ja,kup,a
preuranjen,o	preu,ranje,no
preporučljiv,o	preporu,č,ljivo
lider,om	li,de,rom
Mehmet,om	,meh,me,tom
Ali,jem	,ali,jem
Talat,om	,tala,tom
poseta,ma	pose,tama
frustrirajući,m	fru,stri,rajući,m
zastoj,em	za,sto,jem
kontakt,e	kontakte
kontakt,i	kontakti
nivo,ima	nivoima
izražen,ih	izra,ženih
slab,o	slabo
plan,om	planom
kiparski,m	ki,par,skim
rešenje,m	reše,njem
osobenost,ima	osobenostima
nerešiv,om	nere,ši,vom
kršenje,m	kr,šenjem
Ilir,a	,ili,ra
Dugoli,ja	,dugo,lija
Oto,a	,oto,a
fudbal,a	fud,bala
Rehagelov,a	,re,ha,ge,lova
rezultat,om	rezulta,tom
tim,om	ti,mom
Rehagel,a	,re,ha,gela
Sporting,a	,spo,rti,nga
naj,istaknut,iji	najistaknuti,ji
trideseti,m	tridese,tim
stadion,a	stadi,ona
brdovit,om	br,dovi,tom
sponzor,a	spo,n,zora
Maradonin,e	,mara,do,nine
grub,oj	gru,boj
neosnovan,im	neosno,vanim
pretrpljen,ih	pret,rp,ljenih
odbijen,u	odbije,nu
minut,u	minu,tu
Sokratis,a	,sokra,ti,sa
Papastatopulos,a	,papa,sta,to,pu,lo,sa
jak,a	jaka
hotel,u	hote,lu
navijač,e	navija,če
vuvuzela,ma	vu,vu,ze,lama
doboš,ima	do,bo,ši,ma
harmonika,ma	harmo,nika,ma
jak,o	jako
navijač,i	navija,či
ultranacionalistički,h	ultra,nacionali,stičkih
organizator,i	organiza,tori
huligan,a	hu,li,gana
učesnik,e	učesnike
kamenica,ma	kame,nicama
sakriven,im	sakri,venim
šaht,ovima	ša,h,tovima
život,i	životi
svetski,m	svetskim
travnjak,a	trav,njaka
skup,ovi	skupovi
predsednički,h	predsedni,čkih
udarac,a	uda,raca
plakat,i	pla,kati
krug,u	krugu
protivnički,h	protiv,ničkih
Basesku,a	,ba,se,skua
miting,a	mi,tin,ga
dečak,a	dečaka
element,e	elemente
Dinu,a	,di,nu,a
Patriču,a	,patri,ču,a
disident,a	disi,den,ta
pesnik,a	pesnika
Dinesku,a	,dine,skua
predsednikov,a	predsedni,kova
rumunski,h	rumu,nskih
takmac,e	tak,ma,ce
nezabeležen,i	neza,bele,ženi
Ismail,u	,is,ma,ilu
Kadare,u	,kada,re,u
Gugl,a	,gu,gla
karikaturist,a	ka,rika,turi,sta
polufinalist,a	polu,fi,nali,sta
finalist,a	fi,nali,sta
ansamb,ala	ansam,bala
vladin,e	vladi,ne
Marselj,u	,mar,se,lju
crtani,h	crta,nih
filmski,h	film,skih
fokus,om	foku,som
apelacioni,h	apela,cionih
temelj,i	temelji
otvoren,og	otvorenog
obnovljen,ih	obno,vljenih
društven,e	društvene
kamion,ima	ka,mio,nima
voz,ovi	vo,zovi
stanica,ma	sta,nicama
poljoprivredni,h	poljoprivrednih
podsticaj,e	podstica,je
sto,love	sto,love
smeštaj,a	sme,štaja
Rom,i	,romi
Mađar,i	,mađa,ri
drugačiji,m	drugačijim
materijal,a	materijala
romski,m	rom,skim
JUKOM,-a	,ju,kom,-,a
dug,ovima	dugo,vima
njen,i	njeni
dnevni,h	dnevnih
meden,i	me,deni
dug,ove	dugove
uobičajen,a	uobičajena
pozajmica,ma	pozaj,mi,cama
dug,ovi	dugo,vi
pouzdan,im	pouzda,nim
kup,u	kupu
Nobelov,u	,no,belo,vu
Rajteralm,u	,raj,tera,l,mu
Romed,a	,rome,da
Bauman,a	,bau,mana
Francuz,a	,francu,za
Pjerik,a	,pje,rika
Burže,a	,bur,že,a
Stefan,a	,stefana
Arsenijević,a	,arse,nije,vića
Komandarev,a	,komanda,reva
vihor,u	vi,ho,ru
bazen,ima	baze,nima
Hesinki,ju	,he,sin,kiju
plivački,m	pli,va,čkim
Svetlin,a	,svet,lina
Rusev,a	,ru,se,va
Stokholm,u	,sto,k,hol,mu
nezamenljiv,om	neza,men,ljivom
Peterburg,om	,peter,bur,gom
Dablin,om	,da,bli,nom
Pariz,om	,pari,zom
Veles,a	,vele,sa
Luksemburg,om	,lu,kse,m,bur,gom
rumuski,h	rumu,skih
lej,a	le,ja
skup,a	skupa
Sokol,a	,soko,la
Oljdaši,ja	,o,ljda,šija
incident,om	inciden,tom
Vasil,a	,vasi,la
Kodeks,a	,kode,ksa
pošten,e	pošte,ne
redosled,a	redosle,da
kompatibilnost,i	kompati,bilnosti
zakonski,h	zakonskih
kriv,im	kri,vim
zaštićen,og	zašti,ćenog
Ramuš,u	,ra,mu,šu
Haradinaj,u	,ha,ra,dina,ju
Astrit,a	,a,stri,ta
Bajruš,a	,baj,ru,ša
dokaz,ima	doka,zima
ministrov,u	mini,stro,vu
Haradinaj,a	,ha,ra,dina,ja
Morinin,o	,mo,rini,no
Lahi,ju	,la,hi,ju
Brahimaj,u	,bra,hi,ma,ju
stil,a	stila
kreator,a	krea,tora
modni,h	mo,dnih
trend,u	tre,ndu
klijent,e	klije,nte
set,a	seta
trend,ove	trendove
turist,i	turisti
obučen,ih	obu,čenih
Adi,ja	,a,dija
Kromenaker,a	,kro,mena,ke,ra
kreator,i	krea,tori
Kerol,a	,ke,rola
nadahnut,u	nadah,nu,tu
kreator,e	krea,tore
brend,ove	bren,dove
Admir,a	,ad,mira
Karišik,a	,kari,ši,ka
kostim,e	kosti,me
plesač,i	plesa,či
inspirisan,om	inspi,risa,nom
talent,i	tale,nti
brend,ovi	bren,dovi
časopis,ima	časopisima
ormar,ima	or,ma,rima
kupac,a	kupa,ca
komesar,i	kome,sa,ri
svež,e	sveže
izazov,ima	izazovima
održiv,oj	održi,voj
zadatak,a	zadataka
socijalist,a	socija,lista
demokrat,a	demokra,ta
budžetski,h	budže,tskih
Ren,a	,re,na
istaknut,o	istaknuto
Dačijan,u	,da,čija,nu
Čološ,u	,čo,loš,u
multijezičnost,i	mul,tije,zi,čnosti
Times,-a	,time,s,-,a
prisustvo,m	prisustvom
čest,im	česti,m
motivisan,im	motivi,sanim
mešanje,m	meša,njem
primenljiv,e	primen,ljive
Dejton,u	,dej,to,nu
ograničen,a	ograničena
širok,og	širokog
Bon,u	,bo,nu
OHR,-u	,o,hr,-,u
ran,i	rani
jedinstven,ih	jedinstve,nih
registarski,h	registar,skih
pasoš,e	paso,še
krug,ovima	krugovima
nestrpljiv,i	ne,str,p,ljivi
skup,lja	skuplja
predviđen,og	predvi,đenog
različit,o	različito
građanski,h	građanskih
kontinuiran,i	kontinui,rani
istok,u	istoku
znak,e	zna,ke
progon,om	progo,nom
režim,i	reži,mi
martovski,h	mar,tov,skih
tretman,a	tretmana
Benedikt,a	,bene,di,kta
Benedikt,u	,bene,dik,tu
Benedikt,om	,bene,dik,tom
evroatlantski,m	evro,at,la,nt,skim
otvoren,im	otvorenim
Moratinos,om	,morati,no,som
Trajan,om	,traja,nom
Basesku,om	,ba,se,sku,om
Emil,om	,emi,lom
Bok,om	,bo,kom
Josipović,em	,josi,povi,ćem
protokol,om	protoko,lom
potpisan,im	potpisa,nim
suverenitet,u	suvereni,tetu
punkt,u	punk,tu
ministarstvo,m	ministar,stvom
blag,o	blago
obazriv,e	oba,zri,ve
protokol,a	protokola
EULEKS,-u	,eu,lek,s,-,u
suveren,a	suverena
izazvan,e	izazvane
razarajući,h	ra,zara,jućih
oštećen,ih	ošteće,nih
obučen,og	obu,čenog
generalštab,a	general,šta,ba
opremljen,ih	opremlje,nih
specijalizovan,ih	specijalizova,nih
nasip,a	nasi,pa
rečni,h	reč,nih
privremen,ih	privreme,nih
železnički,h	železni,čkih
oluja,ma	olu,jama
zdravstven,oj	zdravstve,noj
zdravstven,a	zdravstve,na
dom,ova	domova
gubitak,a	gubitaka
hepatitis,a	he,pa,titi,sa
jak,i	jaki
ekološki,m	ekološkim
faktor,ima	faktorima
kanal,u	kana,lu
samoubistvo,m	samoubi,stvom
roditelj,a	roditelja
nasilnik,a	nasi,lnika
privremen,om	privreme,nom
celost,i	celosti
fragment,i	fragmenti
naj,star,ijim	najstariji,m
sin,om	si,nom
razvod,a	razvo,da
rizik,u	rizi,ku
propust,e	propu,ste
sam,oj	samoj
događaj,em	događa,jem
zločinac,a	zločina,ca
mizogin,om	mi,zo,gi,nom
komentator,i	komenta,tori
portal,ima	porta,lima
muž,evima	muže,vima
ljubavnik,e	ljuba,vni,ke
sindrom,a	sind,roma
zatvor,u	zatvoru
nasilnik,u	nasilni,ku
faktor,i	faktori
alkohol,a	alkoho,la
tim,ovi	ti,movi
dogovor,e	dogovore
rođen,ih	ro,đenih
unutarpolitički,h	unutar,političkih
vozački,m	voza,čkim
dozvola,ma	dozvo,lama
privremen,e	privreme,ne
grb,om	gr,bom
dogovor,i	dogovori
postignut,i	posti,gnuti
odobravanje,m	odobra,vanjem
enklava,ma	en,kla,vama
pitanje,m	pitanjem
unapređivanje,m	unapre,đivanjem
Laden,a	,la,dena
operativac,a	ope,rativa,ca
sofisticiranost,i	sofi,sti,cira,nosti
istaknut,ih	istaknutih
pojačan,a	poja,čana
rang,a	ranga
agent,i	agen,ti
zapadni,h	zapadnih
udar,e	uda,re
gasovod,e	ga,so,vode
naftovod,e	naf,to,vode
tanker,e	ta,nke,re
gliser,a	gli,se,ra
napunjen,ih	napu,njenih
eksploziv,om	eksplozi,vom
diversifikovan,ija	diver,si,fikova,nija
pljačkanje,m	plja,čka,njem
puškomitraljez,e	pu,ško,mi,tra,lje,ze
Tunis,u	,tu,nisu
antivladini,h	an,tiv,la,di,nih
irački,h	ira,čkih
dogovor,ima	do,govorima
postignut,im	postignu,tim
koalicioni,h	koali,cionih
istok,a	istoka
kontinuiran,im	kontinuira,nim
sopstven,im	sopstvenim
nesporazum,i	nespo,razu,mi
septembarski,h	septembar,skih
student,ima	studentima
pojava,ma	pojavama
blagoslov,ima	blagoslo,vima
grub,i	gru,bi
um,u	umu
pristojnost,i	pri,stoj,nosti
SFOR,-a	,s,for,-,a
platni,h	pla,tnih
debitni,h	debi,tnih
bankomat,a	ban,ko,mata
statistički,m	statisti,čkim
opticaj,u	op,tica,ju
delatnost,ima	delatnosti,ma
gigant,i	gi,ga,nti
tržište,m	trži,štem
transakcija,ma	transak,cijama
dažbina,ma	da,ž,bina,ma
blagajnik,a	blaga,j,nika
džep,u	dže,pu
račun,e	raču,ne
kloniranje,m	kloni,ranjem
sopstven,oj	sopstvenoj
bojkot,om	bo,jko,tom
prihvatljiv,a	prihvat,ljiva
pregovarač,ima	pregovara,čima
veteran,e	ve,tera,ne
Aliju,a	,ali,ju,a
intervju,om	intervju,om
SDSM,-a	,s,ds,m,-,a
termin,om	terminom
pridev,om	pridevom
sekularist,a	sekula,rista
skriven,u	skri,venu
član,u	članu
glas,ovi	glasovi
nepokolebljiv,i	nepo,kole,blji,vi
jak,u	jaku
prošlogodišnji,m	prošlo,godi,šnjim
islamski,h	islam,skih
islamist,i	isla,mi,sti
planiran,u	plani,ranu
AKP,-a	,ak,p,-,a
restoran,ima	resto,ra,nima
bar,ovima	ba,rovima
klub,ova	klu,bova
Hurijet,u	,hu,rije,tu
mandat,u	manda,tu
inspirisan,e	inspiri,sane
zainteresovan,ija	zainteresova,nija
tinejdžer,e	ti,ne,jd,že,re
Kuran,a	,ku,rana
Milijet,a	,mi,lije,ta
Miloševićev,e	,miloše,vićeve
ubijen,om	ubije,nom
Zoran,u	,zo,ranu
Đinđić,u	,đin,đi,ću
velikan,a	velika,na
komandant,u	koman,dan,tu
Milorad,u	,milo,radu
Ulemek,u	,u,leme,ku
klan,a	kla,na
Đinđićev,oj	,đin,đi,ćevoj
istražitelj,i	istraži,telji
Miloševićev,im	,miloše,viće,vim
napad,ima	napa,dima
Dejan,a	,de,jana
Milenković,a	,milen,kovića
žrtven,og	žrt,venog
Đinđićev,i	,đin,đi,će,vi
Popović,a	,popovića
Đinđić,em	,đin,đi,ćem
Dušan,a	,dušana
Mihajlović,a	,mihaj,lovića
finansijer,a	finan,sije,ra
organizator,a	organiza,tora
Visbaden,a	,vis,ba,dena
zahtev,u	zahtevu
advokat,i	advo,kati
operater,e	opera,tere
IN,-u	,in,-,u
operater,i	opera,teri
zemljište,m	zemljište,m
hektar,a	hektara
biro,a	biro,a
ažuriran,e	ažu,ri,rane
maslinov,og	ma,sli,novog
seme,na	semena
paradajz,a	paradajza
materijal,i	materijali
grip,a	gri,pa
srčan,og	sr,čanog
odliv,a	odli,va
slep,e	sle,pe
poremećen,im	poreme,ćenim
vid,om	vi,dom
Brajov,oj	,bra,jo,voj
Aviv,u	,avi,vu
Mirko,m	,mir,kom
Cvetković,em	,cve,tko,vi,ćem
stran,a	strana
Fatmir,a	,fa,t,mira
Sejdiu,a	,se,j,di,ua
Ahmet,om	,a,h,me,tom
Davutoglu,om	,da,vu,tog,lu,om
Saud,om	,sau,dom
Fajsal,om	,faj,sa,lom
akreditiv,e	akredi,tive
Valdet,a	,val,deta
Sadiku,a	,sa,di,ku,a
Danilo,m	,dani,lom
Turk,om	,tur,kom
region,ima	regionima
raj,a	ra,ja
UNODC,-a	,uno,dc,-,a
UNODC,-u	,uno,dc,-,u
kriminal,u	kriminalu
biznis,a	bizni,sa
miroljubiv,a	miro,ljubi,va
Strazbur,u	,stra,zbu,ru
prošlogodišnji,h	prošlo,godišnjih
saglasnost,i	saglasnosti
odgovor,e	odgovore
angažman,a	angažmana
Ahtisarijev,im	,a,h,ti,sa,rije,vim
nadziran,e	nad,zira,ne
angažovanost,i	angažova,nosti
stvar,ima	stvarima
mešovit,om	mešovi,tom
porast,a	porasta
zapaljiv,ih	zapa,ljivih
Hrvat,i	,hrvati
slab,im	slabi,m
tročlan,im	tro,čla,nim
predsedništvo,m	predsedni,štvom
Bajden,om	,baj,de,nom
nacrt,u	na,cr,tu
neprihvatljiv,a	neprihvat,ljiva
protektorat,om	protek,tora,tom
Božić,a	,božića
mamut,a	ma,muta
pilot,i	pilo,ti
virus,a	virusa
pacijent,e	pacije,nte
vezan,o	vezano
naj,star,ijih	najstarijih
forenzički,h	forenzi,čkih
razred,a	razreda
talent,e	tale,nte
projekt,om	projek,tom
transatlantski,m	tran,sa,tla,nt,skim
ambasador,i	ambasa,do,ri
uspostavljanje,m	uspostavljanjem
štab,a	šta,ba
isključiv,o	isključivo
Ešdaunov,im	,e,š,da,u,novim
transatlantski,h	tran,sa,tla,nt,skih
nedovršen,o	nedo,vrše,no
mnogi,ma	mnog,ima
kraj,em	krajem
orijentisan,a	orijentisana
kamen,a	kamena
šumski,h	šum,skih
pomorski,m	pomo,rskim
efekat,a	efekata
dug,e	duge
uračunat,i	ura,čuna,ti
smanjenje,m	smanjenjem
spor,iji	spo,riji
severoistok,u	severo,isto,ku
najavljen,om	naja,vljenom
energetski,m	energe,tskim
gigant,om	gi,gan,tom
neupotrebljiv,a	ne,upotre,b,ljiva
jedinstven,i	jedinstveni
abraziv,i	abra,zivi
voden,og	vodenog
rastvor,a	rastvora
seizmološki,h	se,iz,mo,loških
sloj,eva	slojeva
eksperiment,i	eksperimenti
imejl,u	ime,j,lu
bugarski,m	bugar,skim
bilion,a	bili,ona
kubni,h	ku,bnih
rezerva,ma	re,zerva,ma
levičar,i	levi,čari
odred,a	odre,da
prednji,m	pred,njim
prozor,ima	prozo,rima
krov,u	kro,vu
Vulgarakis,a	,vulga,ra,ki,sa
oficir,a	oficira
naj,čuvan,ijih	naj,ču,va,nijih
ulaz,a	ulaza
toalet,ima	toale,tima
prozor,a	prozora
zgrada,ma	zgrada,ma
ulaz,ima	ulazi,ma
izlaz,ima	izlazi,ma
prestiž,a	presti,ža
vod,ovi	vo,dovi
general,e	genera,le
Radovanović,a	,radovanović,a
oružan,ih	oruža,nih
vod,a	voda
barjaktar,i	bar,jakta,ri
počast,i	poča,sti
general,ima	genera,lima
podoficir,a	podo,fici,ra
entitetski,h	entitet,skih
rame,nu	ra,menu
Sulejman,a	,su,lej,mana
Tihić,a	,ti,hi,ća
major,u	majo,ru
Krajšumović,u	,kraj,šu,mović,u
sastav,a	sastava
Mihaj,a	,miha,ja
Tanasesku,a	,tana,se,skua
strukturni,h	strukturnih
Titov,a	,ti,tova
Josip,a	,josi,pa
Broz,a	,bro,za
neupotrebljen,a	ne,upotre,blje,na
dug,i	dugi
Vinston,a	,vin,sto,na
Čerčil,a	,čer,čila
Gadafi,ja	,gada,fija
Abdel,a	,ab,dela
Naser,a	,nase,ra
Džavaharlal,a	,d,žava,har,la,la
Nehru,a	,ne,h,ru,a
holivudski,h	ho,li,vu,d,skih
Ričard,a	,ri,čar,da
Barton,a	,bar,tona
star,o	staro
stručnjak,a	stručnjaka
Papanikolau,a	,papa,nikola,ua
ambijent,u	ambije,ntu
brod,a	broda
tabloid,i	ta,blo,idi
laž,i	la,ži
Josip,om	,josi,pom
Broz,om	,bro,zom
Tito,m	,ti,tom
penzioner,a	pen,zio,nera
domet,e	dome,te
televizija,ma	televi,zijama
kvaziuniverzitet,a	kvazi,uni,verziteta
talentovan,i	ta,len,tovani
plagijat,ima	pla,gija,tima
predatorski,m	preda,tor,skim
nepošten,im	nepo,šte,nim
evaluacija,ma	evalua,cijama
nezameranje,m	neza,mera,njem
đak,e	đa,ke
funkcija,ma	funkcijama
fakultet,i	fakul,teti
institut,i	institu,ti
muftijin,o	muf,tiji,no
moj,e	moje
šamar,e	ša,mare
izgovor,i	iz,govori
vladar,u	vlada,ru
rektor,u	rek,toru
profesor,u	profeso,ru
Vračar,u	,vra,čaru
diletant,ima	di,leta,ntima
univerzitetski,m	univerzitet,skim
čestitost,i	česti,tosti
francuski,h	francuskih
đak,a	đaka
čvrst,ih	čvrstih
gospodstven,og	gospod,stve,nog
Slovenac,a	,slovenaca
