jeremić,a	jeremi�,�,�,a
lingvistički,m	lingvističk,im
mulj,em	mulj,em
blato,m	blat,o,m
nesavršenost,i	ne,savršeno,sti
naj,različit,ijih	na,j,različiti,ji,h
glupost,i	glupost,i
list,ovima	listovim,a
papirus,a	papir,us,a
naslov,a	naslov,a
savremen,om	savremeno,m
lenj,im	le,njim
glup,im	glup,im
dragocen,o	dragocen,o
spot,ova	spo,to,va
zatupljujući,h	zat,u,p,l,ju,ju,ć,i,h
elektronski,h	elektronski,h
višestruk,e	višestruk,e
jezik,om	jeziko,m
roman,e	roman,e
izopačen,om	iz,op,a,če,no,m
sunovraćen,om	su,nov,ra,ćen,o,m
aušvic,a	a,uš,vi,ca
logoraš,a	logor,a,ša
koncentracioni,m	konc,en,trac,i,onim
logor,ima	logor,ima
postojeći,m	postojeći,m
teror,a	teror,a
lažljiv,og	laž,l,ji,vo,g
složen,u	složen,u
osetljiv,u	osetljiv,u
nov,ijoj	novij,o,j
nejak,u	ne,jak,u
miloševićev,og	milošević,ev,o,g
ulični,h	uličn,i,h
batinaš,a	ba,tin,a,ša
toljaga,ma	to,l,ja,gam,a
prolaznik,a	prolazn,ika
neidentifikovan,i	ne,identifikovani
crven,a	crven,a
nacistički,m	nacističk,im
civil,ima	civil,ima
povlašćen,a	pov,la�,�,�,ćen,a
go,lo	golo
pokrovitelj,e	po,krov,it,el,je
položaj,ima	položaj,ima
stran,oj	strano,j
ponos,a	ponosa
obračun,i	obračun,i
navijač,a	navijač,a
čitljiv,e	čit,l,ji,ve
naopak,o	na,op,ak,o
vidljiv,i	vidljivi
stereotip,a	stereotip,a
začaran,i	za,ča,rani
prostor,u	prostor,u
strah,u	strah,u
glad,i	glad,i
nasilnički,h	nasilni,č,ki,h
potpun,oj	potpuno,j
roman,a	roman,a
detektiv,a	det,ek,ti,va
po,a	po,a
novinski,h	novinsk,i,h
intelekt,u	inte,lek,tu
brz,oj	brzo,j
šerlok,a	še,r,lo,ka
holms,a	hol,m,sa
herkul,a	her,kul,a
poaro,a	po,ar,o,a
junak,a	junak,a
dipen,a	di,pen,a
roman,i	roman,i
trideseti,h	trideseti,h
okean,a	okean,a
nezbe,a	ne,z,be,a
marlo,a	mar,lo,a
roman,ima	roman,ima
uočljiv,a	uočljiv,a
sudbina,ma	sudbin,am,a
crn,oj	crno,j
senator,a	sen,ato,ra
makarti,ja	mak,ar,ti,ja
sadašnji,m	sadašnji,m
pakt,a	pakt,a
jens,om	je,n,som
stoltenberg,om	st,o,l,ten,be,r,go,m
star,ije	starije
istomišljenik,a	isto,miš,l,je,nika
nemoć,i	nemo,ć,i
vlastit,i	vlastiti
demokratičnost,i	demokrat,i,č,nost,i
bunt,a	bun,ta
bes,a	bes,a
vlastit,u	vlastit,u
vaš,a	vaš,a
ličnost,ima	ličnost,ima
iskustvo,m	iskustvo,m
predsednik,u	predsednik,u
favorit,a	favorit,a
razvijen,oj	razvijeno,j
naj,čuven,ija	na,j,čuven,ij,a
fbi,-ja	fb,i,-,ja
uvod,u	uvod,u
huver,a	hu,ver,a
prijatelj,ima	prijateljim,a
nekontrolisan,og	nekontrolisan,o,g
dosije,a	do,si,je,a
stanovnik,e	stanovnik,e
senator,e	sen,ato,re
kongresmen,e	kongres,men,e
martin,u	martin,u
luter,u	lu,ter,u
king,u	kin,g,u
metoda,ma	metodam,a
nezakonit,e	nezakonit,e
pretres,e	pretres,e
dosije,e	do,si,je,e
žargon,u	ža,r,go,nu
dubok,a	dubok,a
gangster,ima	ga,n,g,ste,r,ima
koren,a	koren,a
smenjiv,a	smen,ji,va
vučić,a	vučić,a
slikovit,iji	sliko,vi,ti,ji
korumpiran,i	kor,um,pi,rani
đubre,ta	đ,u,br,et,a
progonitelj,i	progon,it,el,ji
izabran,e	izabran,e
čudo,m	čud,o,m
čitalac,a	čitalac,a
zemljin,og	zemlj,in,o,g
šar,a	ša,ra
ljosin,og	l,jo,sino,g
naslov,om	naslovo,m
pijur,a	pi,jur,a
felisit,a	fe,lis,it,a
janake,a	jan,ak,e,a
reketaš,a	rek,et,a,ša
podnošljiv,u	podn,o,šljiv,u
zaplet,a	za,ple,ta
smisaon,im	smisa,onim
ucenjivač,ima	ucen,ji,va,čim,a
crtež,om	crtež,o,m
pauk,a	pa,u,ka
požar,a	požar,a
neugodnost,i	ne,u,god,nost,i
ljubav,lju	ljubavlj,u
roman,u	roman,u
čuven,i	čuven,i
ljosin,im	l,jo,sin,im
ljubitelj,ima	ljubitelj,ima
sin,ovima	sinov,ima
običaj,u	običaj,u
sapunski,h	sa,pun,ski,h
bok,a	bok,a
sin,u	sin,u
fončitov,oj	fon,čit,ovo,j
fončitov,e	fon,čit,ove
duh,om	duh,o,m
ljosin,oj	l,jo,sino,j
ljosin,o	l,jo,sino
savremen,og	savremeno,g
peru,a	per,u,a
rasparen,e	raspa,re,ne
kućni,m	kućni,m
papuča,ma	pap,uč,am,a
viskonzin,u	vi,sko,n,zi,nu
neuron,i	neuron,i
autoimun,ih	auto,imun,i,h
alchajmerov,om	al,ch,aj,mero,vo,m
demencija,ma	demencij,am,a
stub,a	stub,a
zdrav,e	zdrav,e
paradoks,a	paradok,sa
mit,ova	mitov,a
ustaljen,o	ustaljen,o
kvalitet,a	kvaliteta
moždan,e	moždan,e
pospan,i	pos,pa,ni
talas,a	talas,a
dubok,i	duboki
dubok,og	duboko,g
pokret,ima	pokretim,a
povećan,u	povećan,u
okean,u	okean,u
svet,ove	svetov,e
čas,u	čas,u
staž,a	staž,a
dušek,a	duš,ek,a
zebald,a	z,e,bal,da
saturnov,i	sa,tur,novi
prsten,ovi	prstenov,i
zebald,u	z,e,bal,du
besmislen,ih	besmislen,i,h
vlastit,e	vlastit,e
putokaz,i	put,ok,azi
valer,i	va,le,r,i
monoton,e	mo,not,on,e
knjiga,ma	knjigam,a
svaki,m	svaki,m
nepromenjen,og	nepromenjen,o,g
intenzitet,a	intenzitet,a
trend,ova	trendov,a
verzija,ma	verzij,am,a
vulkan,om	v,u,l,ka,no,m
malkolm,a	mal,kol,ma
lauri,ja	la,ur,ij,a
zenov,u	z,eno,v,u
ital,a	i,tala
zvev,a	z,ve,va
grob,ovima	grob,ovi,ma
ernest,a	e,r,nesta
sabat,a	sa,ba,ta
bulgakov,a	bu,l,ga,ko,va
odsjaj,i	od,sjaj,i
dugogodišnji,h	dugogodišnj,i,h
autor,a	autor,a
proživljen,og	pro,živ,l,je,nog
otpor,a	otpor,a
svest,i	svest,i
vlastit,og	vlastito,g
grad,ovi	gradov,i
čas,ove	časov,e
zemaljski,h	zemalj,ski,h
star,im	stari,m
trst,om	tr,sto,m
zen,a	z,en,a
kozim,a	ko,zim,a
neuverljiv,a	ne,uve,r,l,ji,va
original,a	original,a
leopold,a	le,op,o,l,da
blum,a	blu,ma
bled,u	bled,u
džojsov,og	džo,j,so,vo,g
život,ima	životim,a
detalj,u	detalj,u
jarbol,a	ja,r,bol,a
brodolom,a	brod,o,lom,a
prostor,i	prostor,i
pouzdan,a	pouzdan,a
razvučenost,i	ra,zvuč,eno,sti
koncept,a	koncept,a
pisaći,m	pisa,ć,im
papirnat,ih	papir,na,tih
jalov,om	ja,lov,o,m
ključ,a	ključa
bezdan,u	be,z,dan,u
avet,i	ave,ti
univerzum,a	univerzum,a
model,i	model,i
čitaočev,og	čita,očev,o,g
orijentir,i	or,ij,en,ti,r,i
zamišljen,og	zamišljen,o,g
nojev,a	no,je,va
unos,a	unos,a
čovekolik,i	čoveko,lik,i
elektroencefalogram,a	elektro,en,ce,fal,o,gram,a
uređaj,i	uređaj,i
niz,a	niza
određen,oj	određeno,j
komfor,a	komfor,a
mit,-a	mi,t,-a
mašina,ma	mašinam,a
potreba,ma	potrebam,a
pionirski,h	pi,oni,rs,ki,h
univerzitet,u	univerzitet,u
računar,a	računar,a
automat,u	auto,mat,u
naj,rashlađen,ija	na,j,ras,h,la,đ,eni,ja
preduslov,i	preduslov,i
prav,ih	pravi,h
samsung,a	samsun,ga
frižider,e	frižider,e
korisnik,u	korisnik,u
telefon,a	telefon,a
frižider,u	frižider,u
telefon,e	telefon,e
termostat,a	term,ostata
ranjiv,a	ran,ji,va
upad,a	upad,a
inženjering,om	inženjer,in,go,m
manipulacija,ma	manipulacij,am,a
poverljiv,im	poverljiv,im
mejl,ovima	mej,lov,ima
poraz,u	poraz,u
proizvođač,u	proizvođač,u
gugl,u	g,ugl,u
uređaj,ima	uređajim,a
dom,u	dom,u
oregon,u	o,re,go,nu
kamera,ma	kamer,am,a
televizor,om	televizor,o,m
nemarnost,i	nema,r,nost,i
senzor,e	senzor,e
pejsmejker,om	pe,j,smej,ke,ro,m
haker,i	ha,ke,r,i
haker,a	ha,ke,ra
omiljen,ih	omiljeni,h
skup,ovima	skupovim,a
hakovanje,m	ha,ko,va,njem
motor,a	motor,a
sudar,a	sudar,a
ishod,om	ishodo,m
semafor,a	sem,a,for,a
visokoobučen,e	visoko,obučen,e
osetljiv,ih	osetljivi,h
autopilot,a	auto,pilot,a
silos,a	silos,a
način,a	način,a
provajder,i	provajder,i
oblak,u	oblak,u
obnažen,i	ob,na�,�,�,eni
selfi,ji	sel,fi,ji
korisnost,i	korisnost,i
štetnost,i	štetno,sti
opravdanost,i	opravdanost,i
osetljiv,om	osetljiv,o,m
isplativost,i	isplat,iv,os,ti
malen,a	mal,en,a
tehnološki,m	tehnološki,m
koncept,om	koncepto,m
čest,ih	česti,h
teret,a	teret,a
kosovar,a	kosov,ar,a
spisk,a	spisk,a
nestrukturiran,a	nest,ruk,tur,i,ran,a
proizvodni,h	proizvodni,h
izgubljen,ih	izgubljen,i,h
ishod,e	ishod,e
lak,šu	lakš,u
jakup,a	jak,upa
preuranjen,o	pre,ur,anj,eno
preporučljiv,o	preporučljiv,o
lider,om	lider,o,m
mehmet,om	me,h,meto,m
ali,jem	al,ij,em
talat,om	ta,la,tom
poseta,ma	poset,am,a
frustrirajući,m	f,rus,tri,raj,uć,im
zastoj,em	zastoj,em
kontakt,e	kontakt,e
kontakt,i	kontakt,i
nivo,ima	nivoim,a
izražen,ih	izraženi,h
slab,o	slabo
plan,om	plano,m
kiparski,m	ki,par,ski,m
rešenje,m	rešenje,m
osobenost,ima	osobenost,ima
nerešiv,om	ne,reši,vo,m
kršenje,m	kršenj,em
ilir,a	il,i,ra
dugoli,ja	dug,o,li,ja
oto,a	o,to,a
fudbal,a	fudbal,a
rehagelov,a	re,ha,gel,ova
rezultat,om	rezultato,m
tim,om	timo,m
rehagel,a	re,ha,gel,a
sporting,a	spor,tin,ga
naj,istaknut,iji	na,ji,sta,kn,uti,ji
trideseti,m	trideseti,m
stadion,a	stadion,a
brdovit,om	brd,ovi,tom
sponzor,a	sponzor,a
maradonin,e	mar,ad,oni,ne
grub,oj	grub,o,j
neosnovan,im	neosnovan,im
pretrpljen,ih	pret,rp,l,je,ni,h
odbijen,u	odbijen,u
minut,u	minut,u
sokratis,a	so,kra,ti,sa
papastatopulos,a	pa,past,ato,pul,osa
jak,a	jak,a
hotel,u	hotel,u
navijač,e	navijač,e
vuvuzela,ma	v,uv,uzel,am,a
doboš,ima	dob,o,š,ima
harmonika,ma	harmonik,am,a
jak,o	jako
navijač,i	navijač,i
ultranacionalistički,h	ultr,an,aci,ona,list,i,č,ki,h
organizator,i	organizator,i
huligan,a	h,u,lig,an,a
učesnik,e	učesnik,e
kamenica,ma	kamen,ic,am,a
sakriven,im	sa,kriv,eni,m
šaht,ovima	ša,h,to,vi,ma
život,i	život,i
svetski,m	svetski,m
travnjak,a	trav,nj,ak,a
skup,ovi	skupov,i
predsednički,h	predsednički,h
udarac,a	udara,ca
plakat,i	plakat,i
krug,u	krug,u
protivnički,h	protivni,č,ki,h
basesku,a	ba,se,sku,a
miting,a	mit,in,ga
dečak,a	dečak,a
element,e	element,e
dinu,a	din,u,a
patriču,a	pa,tri,ču,a
disident,a	dis,ide,n,ta
pesnik,a	pesnik,a
dinesku,a	din,es,ku,a
predsednikov,a	predsedniko,va
rumunski,h	rumunsk,i,h
takmac,e	tak,ma,ce
nezabeležen,i	ne,zabeležen,i
ismail,u	i,sm,ai,lu
kadare,u	kad,are,u
gugl,a	g,ugl,a
karikaturist,a	karik,at,ur,ist,a
polufinalist,a	polufinal,ist,a
finalist,a	final,ist,a
ansamb,ala	an,sam,bal,a
vladin,e	vladin,e
marselj,u	mars,el,ju
crtani,h	crt,an,i,h
filmski,h	filmski,h
fokus,om	fokuso,m
apelacioni,h	ap,el,aci,oni,h
temelj,i	temelj,i
otvoren,og	otvoreno,g
obnovljen,ih	obnovljen,i,h
društven,e	društven,e
kamion,ima	kamion,ima
voz,ovi	vozov,i
stanica,ma	stanicam,a
poljoprivredni,h	poljoprivredni,h
podsticaj,e	podsticaj,e
sto,love	stolov,e
smeštaj,a	smeštaj,a
rom,i	rom,i
mađar,i	mađar,i
drugačiji,m	drugačiji,m
materijal,a	materijal,a
romski,m	romsk,im
jukom,-a	j,u,ko,m,-a
dug,ovima	dugov,ima
njen,i	njeni
dnevni,h	dnevni,h
meden,i	med,eni
dug,ove	dugov,e
uobičajen,a	uobičajen,a
pozajmica,ma	pozajmic,am,a
dug,ovi	dugov,i
pouzdan,im	pouzdani,m
kup,u	kupu
nobelov,u	nobelov,u
rajteralm,u	raj,ter,al,m,u
romed,a	rom,e,da
bauman,a	ba,um,an,a
francuz,a	francuz,a
pjerik,a	p,je,r,ika
burže,a	bu,r,ž,e,a
stefan,a	stefan,a
arsenijević,a	ar,sen,ij,ev,ić,a
komandarev,a	ko,manda,re,va
vihor,u	vi,hor,u
bazen,ima	bazen,ima
hesinki,ju	he,sin,ki,ju
plivački,m	p,li,va,č,ki,m
svetlin,a	svet,lin,a
rusev,a	rus,ev,a
stokholm,u	st,ok,ho,l,m,u
nezamenljiv,om	ne,zamen,l,ji,vo,m
peterburg,om	pete,r,bur,go,m
dablin,om	da,bl,in,o,m
pariz,om	pariz,o,m
veles,a	ve,le,sa
luksemburg,om	luk,sem,bur,go,m
rumuski,h	ru,m,usk,i,h
lej,a	le,ja
skup,a	skup,a
sokol,a	so,kol,a
oljdaši,ja	o,l,j,da,š,ij,a
incident,om	incident,o,m
vasil,a	vas,il,a
kodeks,a	ko,de,k,sa
pošten,e	pošten,e
redosled,a	redosled,a
kompatibilnost,i	kompatibiln,os,ti
zakonski,h	zakonski,h
kriv,im	krivi,m
zaštićen,og	zaštićeno,g
ramuš,u	ram,uš,u
haradinaj,u	haradina,ju
astrit,a	a,stri,ta
bajruš,a	ba,j,ruš,a
dokaz,ima	dokazim,a
ministrov,u	ministro,v,u
haradinaj,a	haradina,ja
morinin,o	mor,in,in,o
lahi,ju	la,hi,ju
brahimaj,u	b,ra,hi,maj,u
stil,a	stil,a
kreator,a	kreator,a
modni,h	modn,i,h
trend,u	trend,u
klijent,e	klijent,e
set,a	set,a
trend,ove	trendov,e
turist,i	turist,i
obučen,ih	obučen,i,h
adi,ja	ad,ij,a
kromenaker,a	kro,men,ak,er,a
kreator,i	kreator,i
kerol,a	ke,rol,a
nadahnut,u	nada,h,nu,tu
kreator,e	kreator,e
brend,ove	brendov,e
admir,a	ad,mira
karišik,a	kar,i,š,ika
kostim,e	kostim,e
plesač,i	ple,sa,či
inspirisan,om	inspirisan,o,m
talent,i	talent,i
brend,ovi	brendov,i
časopis,ima	časopisim,a
ormar,ima	or,mar,ima
kupac,a	kupac,a
komesar,i	kom,es,ar,i
svež,e	sveže
izazov,ima	izazovim,a
održiv,oj	održivo,j
zadatak,a	zadatak,a
socijalist,a	socijalist,a
demokrat,a	demokrat,a
budžetski,h	budžetski,h
ren,a	re,na
istaknut,o	istaknut,o
dačijan,u	da,čij,an,u
čološ,u	č,o,loš,u
multijezičnost,i	mult,ij,e,zi,č,nost,i
times,-a	time,s,-a
prisustvo,m	prisustvo,m
čest,im	česti,m
motivisan,im	motivisan,im
mešanje,m	mešanje,m
primenljiv,e	primenljiv,e
dejton,u	de,j,ton,u
ograničen,a	ograničen,a
širok,og	široko,g
bon,u	bon,u
ohr,-u	o,hr,-u
ran,i	rani
jedinstven,ih	jedinstveni,h
registarski,h	regista,rs,ki,h
pasoš,e	pasoš,e
krug,ovima	krugovim,a
nestrpljiv,i	nest,rp,l,ji,vi
skup,lja	skuplj,a
predviđen,og	predviđeno,g
različit,o	različito
građanski,h	građanski,h
kontinuiran,i	kontinuiran,i
istok,u	istok,u
znak,e	znak,e
progon,om	progon,o,m
režim,i	režim,i
martovski,h	mart,ov,ski,h
tretman,a	tretman,a
benedikt,a	be,ne,di,k,ta
benedikt,u	be,ne,di,k,tu
benedikt,om	be,ne,di,k,tom
evroatlantski,m	evr,o,at,lan,t,ski,m
otvoren,im	otvoreni,m
moratinos,om	mora,tin,os,o,m
trajan,om	tra,ja,no,m
basesku,om	ba,se,sku,o,m
emil,om	e,mil,o,m
bok,om	bok,o,m
josipović,em	josip,ovi,ćem
protokol,om	protokol,o,m
potpisan,im	potpisan,im
suverenitet,u	suverenitet,u
punkt,u	pun,k,tu
ministarstvo,m	ministarstv,o,m
blag,o	blago
obazriv,e	ob,a,z,r,iv,e
protokol,a	protokol,a
euleks,-u	eu,le,k,s,-u
suveren,a	suveren,a
izazvan,e	izazvan,e
razarajući,h	ra,zara,ju,ć,i,h
oštećen,ih	oštećeni,h
obučen,og	obučen,o,g
generalštab,a	general,štab,a
opremljen,ih	opremljen,i,h
specijalizovan,ih	specijalizovani,h
nasip,a	nasi,pa
rečni,h	rečni,h
privremen,ih	privremeni,h
železnički,h	železnički,h
oluja,ma	oluj,am,a
zdravstven,oj	zdravstveno,j
zdravstven,a	zdravstven,a
dom,ova	domov,a
gubitak,a	gubitak,a
hepatitis,a	hepatitis,a
jak,i	jaki
ekološki,m	ekološki,m
faktor,ima	faktorim,a
kanal,u	kanal,u
samoubistvo,m	samoubistv,o,m
roditelj,a	roditelj,a
nasilnik,a	nasilni,ka
privremen,om	privremeno,m
celost,i	celost,i
fragment,i	fragment,i
naj,star,ijim	najstariji,m
sin,om	sino,m
razvod,a	razvod,a
rizik,u	rizik,u
propust,e	propust,e
sam,oj	samo,j
događaj,em	događaj,em
zločinac,a	zločin,ac,a
mizogin,om	mi,z,o,gi,no,m
komentator,i	komenta,to,r,i
portal,ima	portal,ima
muž,evima	muž,ev,ima
ljubavnik,e	ljubavni,ke
sindrom,a	sindrom,a
zatvor,u	zatvor,u
nasilnik,u	nasilni,ku
faktor,i	faktor,i
alkohol,a	alkohol,a
tim,ovi	timov,i
dogovor,e	dogovor,e
rođen,ih	rođeni,h
unutarpolitički,h	unuta,rp,o,li,tič,ki,h
vozački,m	vozačk,im
dozvola,ma	dozvol,am,a
privremen,e	privremen,e
grb,om	gr,bo,m
dogovor,i	dogovor,i
postignut,i	postignuti
odobravanje,m	odobravanj,em
enklava,ma	en,k,la,vam,a
pitanje,m	pitanje,m
unapređivanje,m	unapređivanj,em
laden,a	la,de,na
operativac,a	oper,at,iv,ac,a
sofisticiranost,i	sof,isti,ci,rano,sti
istaknut,ih	istaknuti,h
pojačan,a	pojačan,a
rang,a	rang,a
agent,i	agent,i
zapadni,h	zapadni,h
udar,e	udar,e
gasovod,e	gasovod,e
naftovod,e	naft,ovo,de
tanker,e	tank,er,e
gliser,a	g,lis,er,a
napunjen,ih	na,pun,je,ni,h
eksploziv,om	ek,sp,loz,iv,o,m
diversifikovan,ija	div,er,si,fi,ko,va,nij,a
pljačkanje,m	pljačk,anj,em
puškomitraljez,e	pušk,o,mit,ra,l,je,ze
tunis,u	t,un,is,u
antivladini,h	ant,iv,la,di,ni,h
irački,h	i,ra,č,ki,h
dogovor,ima	dogovor,ima
postignut,im	postignuti,m
koalicioni,h	ko,al,ic,i,oni,h
istok,a	istok,a
kontinuiran,im	kontinuiran,im
sopstven,im	sopstveni,m
nesporazum,i	nesporazum,i
septembarski,h	septemba,rs,ki,h
student,ima	studentim,a
pojava,ma	pojavam,a
blagoslov,ima	blago,slovim,a
grub,i	grub,i
um,u	um,u
pristojnost,i	pristojn,os,ti
sfor,-a	sf,or,-a
platni,h	platni,h
debitni,h	de,bitni,h
bankomat,a	bank,o,mat,a
statistički,m	statistički,m
opticaj,u	op,tic,aj,u
delatnost,ima	delatnostim,a
gigant,i	gi,ga,n,ti
tržište,m	tržišt,em
transakcija,ma	transakcij,am,a
dažbina,ma	dažbin,am,a
blagajnik,a	blag,aj,nika
džep,u	džep,u
račun,e	račun,e
kloniranje,m	k,lon,i,ran,je,m
sopstven,oj	sopstveno,j
bojkot,om	boj,ko,tom
prihvatljiv,a	prihvatljiv,a
pregovarač,ima	pregovar,a,čim,a
veteran,e	veteran,e
aliju,a	al,ij,u,a
intervju,om	intervju,o,m
sdsm,-a	sd,sm,-a
termin,om	termin,o,m
pridev,om	pridev,o,m
sekularist,a	sek,ula,ris,ta
skriven,u	skriven,u
član,u	član,u
glas,ovi	glasov,i
nepokolebljiv,i	ne,po,kol,e,bl,ji,vi
jak,u	jak,u
prošlogodišnji,m	prošlo,godišnji,m
islamski,h	islamsk,i,h
islamist,i	islam,isti
planiran,u	planiran,u
akp,-a	ak,p,-a
restoran,ima	restoranim,a
bar,ovima	bar,ovi,ma
klub,ova	klubov,a
hurijet,u	hu,r,ij,et,u
mandat,u	mandat,u
inspirisan,e	inspirisan,e
zainteresovan,ija	zainteresovani,ja
tinejdžer,e	tinejdžer,e
kuran,a	ku,ran,a
milijet,a	mil,ij,et,a
miloševićev,e	milošević,ev,e
ubijen,om	ubijeno,m
zoran,u	zoran,u
đinđić,u	đinđić,u
velikan,a	velikan,a
komandant,u	komandant,u
milorad,u	milorad,u
ulemek,u	u,le,mek,u
klan,a	klan,a
đinđićev,oj	đinđić,ev,o,j
istražitelj,i	istražit,el,ji
miloševićev,im	milošević,ev,im
napad,ima	napadim,a
dejan,a	dejan,a
milenković,a	milenkovi�,�,�,a
žrtven,og	žrtv,eno,g
đinđićev,i	đinđić,ev,i
popović,a	popović,a
đinđić,em	đinđić,em
dušan,a	dušan,a
mihajlović,a	mihajlovi�,�,�,a
finansijer,a	finansij,er,a
organizator,a	organizator,a
visbaden,a	vi,s,ba,de,na
zahtev,u	zahtev,u
advokat,i	advokat,i
operater,e	operater,e
in,-u	in,-u
operater,i	operater,i
zemljište,m	zemljišt,em
hektar,a	hektar,a
biro,a	biro,a
ažuriran,e	a,ž,ur,i,ran,e
maslinov,og	mas,lin,ovog
seme,na	semen,a
paradajz,a	paradajz,a
materijal,i	materijal,i
grip,a	grip,a
srčan,og	srčano,g
odliv,a	odl,iv,a
slep,e	slep,e
poremećen,im	pore,me�,�,�,eni,m
vid,om	vid,o,m
brajov,oj	b,raj,ovo,j
aviv,u	a,viv,u
mirko,m	mirk,o,m
cvetković,em	cvetkovi�,�,�,em
stran,a	strana
fatmir,a	fa,t,mira
sejdiu,a	se,j,di,u,a
ahmet,om	a,h,meto,m
davutoglu,om	da,v,u,tog,lu,o,m
saud,om	sa,ud,o,m
fajsal,om	fa,j,salo,m
akreditiv,e	ak,red,it,iv,e
valdet,a	va,l,det,a
sadiku,a	sad,ik,u,a
danilo,m	danil,o,m
turk,om	t,ur,kom
region,ima	regionim,a
raj,a	raj,a
unodc,-a	u,no,d,c,-a
unodc,-u	u,no,d,c,-u
kriminal,u	kriminal,u
biznis,a	biznis,a
miroljubiv,a	mir,o,l,ju,biv,a
strazbur,u	st,ra,z,bur,u
prošlogodišnji,h	prošlo,godišnji,h
saglasnost,i	saglasnost,i
odgovor,e	odgovor,e
angažman,a	angažman,a
ahtisarijev,im	a,h,ti,sa,r,ij,ev,im
nadziran,e	nad,zi,ran,e
angažovanost,i	angažovan,os,ti
stvar,ima	stvarim,a
mešovit,om	mešovit,o,m
porast,a	porasta
zapaljiv,ih	zapa,l,ji,vi,h
hrvat,i	hrvat,i
slab,im	slabi,m
tročlan,im	tr,oč,lan,im
predsedništvo,m	predsedni,št,vo,m
bajden,om	bajden,o,m
nacrt,u	nacrt,u
neprihvatljiv,a	neprihvatljiv,a
protektorat,om	pro,tek,to,rato,m
božić,a	boži�,�,�,a
mamut,a	mam,u,ta
pilot,i	pilot,i
virus,a	virus,a
pacijent,e	pacijent,e
vezan,o	vezano
naj,star,ijih	najstariji,h
forenzički,h	for,enzi,č,ki,h
razred,a	razred,a
talent,e	talent,e
projekt,om	projekto,m
transatlantski,m	tran,sat,lan,t,ski,m
ambasador,i	ambasador,i
uspostavljanje,m	uspostavljanj,em
štab,a	štab,a
isključiv,o	isključiv,o
ešdaunov,im	e,š,da,uno,vi,m
transatlantski,h	tran,sat,lan,t,ski,h
nedovršen,o	ne,do,vršen,o
mnogi,ma	mnogim,a
kraj,em	kraje,m
orijentisan,a	orijentisan,a
kamen,a	kamen,a
šumski,h	šumski,h
pomorski,m	pomorsk,im
efekat,a	efekat,a
dug,e	dug,e
uračunat,i	ur,a,ču,na,ti
smanjenje,m	smanjenje,m
spor,iji	sporij,i
severoistok,u	sever,oi,stok,u
najavljen,om	najavljen,o,m
energetski,m	energetski,m
gigant,om	gi,ga,n,tom
neupotrebljiv,a	ne,upotreb,l,ji,va
jedinstven,i	jedinstveni
abraziv,i	a,bra,zivi
voden,og	vodeno,g
rastvor,a	rastvor,a
seizmološki,h	se,izm,o,loš,ki,h
sloj,eva	slojev,a
eksperiment,i	eksperiment,i
imejl,u	im,e,j,lu
bugarski,m	bugarsk,im
bilion,a	bil,i,ona
kubni,h	ku,b,ni,h
rezerva,ma	rezerv,am,a
levičar,i	lev,i,ča,r,i
odred,a	odred,a
prednji,m	prednji,m
prozor,ima	prozor,ima
krov,u	krov,u
vulgarakis,a	vu,l,ga,rak,is,a
oficir,a	oficir,a
naj,čuvan,ijih	na,j,čuvan,ij,i,h
ulaz,a	ulaza
toalet,ima	toalet,ima
prozor,a	prozor,a
zgrada,ma	zgradam,a
ulaz,ima	ulazim,a
izlaz,ima	izlazi,ma
prestiž,a	pres,ti,ža
vod,ovi	vodov,i
general,e	general,e
radovanović,a	radovanovi�,�,�,a
oružan,ih	oružani,h
vod,a	vod,a
barjaktar,i	bar,jak,ta,r,i
počast,i	po,čast,i
general,ima	general,ima
podoficir,a	pod,oficir,a
entitetski,h	entitet,ski,h
rame,nu	ramen,u
sulejman,a	su,le,j,man,a
tihić,a	ti,hi,ć,a
major,u	majo,ru
krajšumović,u	kra,j,šum,ovi,ć,u
sastav,a	sastav,a
mihaj,a	mi,ha,ja
tanasesku,a	ta,nase,sku,a
strukturni,h	strukturni,h
titov,a	titov,a
josip,a	josip,a
broz,a	broz,a
neupotrebljen,a	ne,upotrebljen,a
dug,i	dugi
vinston,a	vi,n,sto,na
čerčil,a	č,er,či,la
gadafi,ja	ga,da,fi,ja
abdel,a	ab,del,a
naser,a	na,se,ra
džavaharlal,a	dž,av,a,har,la,la
nehru,a	ne,h,ru,a
holivudski,h	ho,li,v,ud,ski,h
ričard,a	ričar,da
barton,a	bar,ton,a
star,o	staro
stručnjak,a	stručnjak,a
papanikolau,a	pa,panik,o,la,u,a
ambijent,u	ambijent,u
brod,a	brod,a
tabloid,i	tabl,oi,di
laž,i	laž,i
josip,om	josip,o,m
broz,om	broz,o,m
tito,m	tit,o,m
penzioner,a	penzioner,a
domet,e	domet,e
televizija,ma	televizij,am,a
kvaziuniverzitet,a	kvaz,i,univerzitet,a
talentovan,i	talentovan,i
plagijat,ima	pla,gi,jat,ima
predatorski,m	predat,or,ski,m
nepošten,im	ne,pošten,im
evaluacija,ma	evaluacij,am,a
nezameranje,m	ne,za,mer,anj,em
đak,e	đak,e
funkcija,ma	funkcijam,a
fakultet,i	fakultet,i
institut,i	institut,i
muftijin,o	m,u,f,ti,ji,no
moj,e	moj,e
šamar,e	ša,mar,e
izgovor,i	izgovor,i
