jeremić,a	jere,mića
fudbal,a	fudbala
rehagelov,a	re,ha,ge,lova
rezultat,om	rezultatom
tim,om	timom
rehagel,a	re,ha,gela
sporting,a	spo,rti,nga
naj,istaknut,iji	najistaknuti,ji
trideseti,m	tri,desetim
stadion,a	stadiona
brdovit,om	br,dovi,tom
sponzor,a	sponzora
maradonin,e	mara,do,nine
grub,oj	gru,boj
neosnovan,im	neosno,vanim
pretrpljen,ih	pretrp,ljenih
odbijen,u	odbije,nu
minut,u	minutu
sokratis,a	sokra,tisa
papastatopulos,a	papa,sta,to,pu,losa
jak,a	jaka
hotel,u	hotelu
navijač,e	navijače
vuvuzela,ma	vu,vu,ze,lama
doboš,ima	do,bo,šima
harmonika,ma	harmonika,ma
jak,o	jako
navijač,i	navijači
ultranacionalistički,h	ultra,nacionali,stičkih
organizator,i	organizatori
huligan,a	hu,li,gana
učesnik,e	učesnike
kamenica,ma	kame,nicama
sakriven,im	sakri,venim
šaht,ovima	ša,h,tovima
život,i	životi
svetski,m	svetskim
travnjak,a	trav,njaka
skup,ovi	skupovi
predsednički,h	predsedni,čkih
udarac,a	udaraca
plakat,i	pla,kati
krug,u	krugu
protivnički,h	protiv,ničkih
basesku,a	ba,se,sku,a
miting,a	mi,tinga
dečak,a	dečaka
element,e	elemente
dinu,a	di,nua
patriču,a	patri,ču,a
disident,a	di,side,nta
pesnik,a	pesnika
dinesku,a	di,ne,sku,a
predsednikov,a	predsedni,kova
rumunski,h	rumu,nskih
takmac,e	tak,ma,ce
nezabeležen,i	neza,bele,ženi
ismail,u	i,sma,ilu
kadare,u	kada,re,u
gugl,a	gu,gla
karikaturist,a	karika,turi,sta
polufinalist,a	polufi,nalista
finalist,a	fi,nalista
ansamb,ala	ansam,bala
vladin,e	vladine
marselj,u	mar,se,lju
crtani,h	crta,nih
filmski,h	filmskih
fokus,om	fokusom
apelacioni,h	apela,cionih
temelj,i	temelji
otvoren,og	otvorenog
obnovljen,ih	obno,vljenih
društven,e	društvene
kamion,ima	kamio,nima
voz,ovi	vo,zovi
stanica,ma	stanicama
poljoprivredni,h	poljoprivrednih
podsticaj,e	podsticaje
sto,love	sto,love
smeštaj,a	smeštaja
rom,i	romi
mađar,i	mađari
drugačiji,m	drugačijim
materijal,a	materijala
romski,m	ro,mskim
jukom,-a	ju,kom,-,a
dug,ovima	dugo,vima
njen,i	njeni
dnevni,h	dnevnih
meden,i	me,deni
dug,ove	dugove
uobičajen,a	uobičajena
pozajmica,ma	pozaj,mi,cama
dug,ovi	dugo,vi
pouzdan,im	pouzda,nim
kup,u	kupu
nobelov,u	nobelo,vu
rajteralm,u	raj,tera,l,mu
romed,a	ro,meda
bauman,a	ba,uma,na
francuz,a	francuza
pjerik,a	pje,rika
burže,a	bur,že,a
stefan,a	stefana
arsenijević,a	arsenije,vića
komandarev,a	ko,manda,reva
vihor,u	vi,ho,ru
bazen,ima	baze,nima
hesinki,ju	he,sin,kiju
plivački,m	pli,vačkim
svetlin,a	svet,lina
rusev,a	ru,seva
stokholm,u	stokhol,mu
nezamenljiv,om	neza,men,ljivom
peterburg,om	peter,bur,gom
dablin,om	da,bli,nom
pariz,om	pari,zom
veles,a	vele,sa
luksemburg,om	luksem,bur,gom
rumuski,h	rumu,skih
lej,a	le,ja
skup,a	skupa
sokol,a	so,kola
oljdaši,ja	o,ljda,šija
incident,om	inciden,tom
vasil,a	va,sila
kodeks,a	ko,de,ksa
pošten,e	po,štene
redosled,a	redosleda
kompatibilnost,i	kompati,bilnosti
zakonski,h	zakonskih
kriv,im	krivim
zaštićen,og	zaštićenog
ramuš,u	ra,mu,šu
haradinaj,u	haradina,ju
astrit,a	a,stri,ta
bajruš,a	baj,ru,ša
dokaz,ima	dokazima
ministrov,u	mini,stro,vu
haradinaj,a	haradina,ja
morinin,o	mo,rini,no
lahi,ju	la,hiju
brahimaj,u	bra,hima,ju
stil,a	stila
kreator,a	kreatora
modni,h	mo,dnih
trend,u	tren,du
klijent,e	klijente
set,a	seta
trend,ove	trendove
turist,i	turisti
obučen,ih	obu,čenih
adi,ja	a,dija
kromenaker,a	kro,mena,kera
kreator,i	kreatori
kerol,a	ke,rola
nadahnut,u	nadah,nu,tu
kreator,e	krea,tore
brend,ove	bren,dove
admir,a	ad,mira
karišik,a	kari,ši,ka
kostim,e	kosti,me
plesač,i	plesa,či
inspirisan,om	inspi,risa,nom
talent,i	tale,nti
brend,ovi	bren,dovi
časopis,ima	časopisima
ormar,ima	or,ma,rima
kupac,a	kupaca
komesar,i	kome,sari
svež,e	sveže
izazov,ima	izazovima
održiv,oj	održi,voj
zadatak,a	zadataka
socijalist,a	socijalista
demokrat,a	demokrata
budžetski,h	budžetskih
ren,a	rena
istaknut,o	istaknuto
dačijan,u	da,čija,nu
čološ,u	čo,loš,u
multijezičnost,i	multi,jezi,čnosti
times,-a	times,-,a
prisustvo,m	prisustvom
čest,im	čestim
motivisan,im	motivi,sanim
mešanje,m	mešanjem
primenljiv,e	primen,ljive
dejton,u	dej,tonu
ograničen,a	ograničena
širok,og	širokog
bon,u	bo,nu
ohr,-u	o,hr,-,u
ran,i	rani
jedinstven,ih	jedinstvenih
registarski,h	registar,skih
pasoš,e	paso,še
krug,ovima	krugovima
nestrpljiv,i	nestrp,ljivi
skup,lja	skuplja
predviđen,og	predviđenog
različit,o	različito
građanski,h	građanskih
kontinuiran,i	kontinuirani
istok,u	istoku
znak,e	znake
progon,om	progo,nom
režim,i	režimi
martovski,h	mar,tov,skih
tretman,a	tretmana
benedikt,a	bene,di,kta
benedikt,u	bene,di,ktu
benedikt,om	bene,di,ktom
evroatlantski,m	evro,at,lant,skim
otvoren,im	otvorenim
moratinos,om	mo,rati,nosom
trajan,om	tra,janom
basesku,om	ba,se,sku,om
emil,om	emi,lom
bok,om	bo,kom
josipović,em	josi,povi,ćem
protokol,om	protoko,lom
potpisan,im	potpisa,nim
suverenitet,u	suvereni,tetu
punkt,u	pun,ktu
ministarstvo,m	ministar,stvom
blag,o	blago
obazriv,e	obazri,ve
protokol,a	protokola
euleks,-u	eu,le,ks,-,u
suveren,a	suve,rena
izazvan,e	izazvane
razarajući,h	raza,rajućih
oštećen,ih	oštećenih
obučen,og	obu,čenog
generalštab,a	general,štaba
opremljen,ih	opremlje,nih
specijalizovan,ih	specijalizovanih
nasip,a	nasi,pa
rečni,h	rečnih
privremen,ih	privremenih
železnički,h	železničkih
oluja,ma	olu,jama
zdravstven,oj	zdravstvenoj
zdravstven,a	zdravstvena
dom,ova	domova
gubitak,a	gubitaka
hepatitis,a	hepatitisa
jak,i	jaki
ekološki,m	ekološkim
faktor,ima	faktorima
kanal,u	kanalu
samoubistvo,m	samoubi,stvom
roditelj,a	roditelja
nasilnik,a	nasi,lnika
privremen,om	privremenom
celost,i	celosti
fragment,i	fragmenti
naj,star,ijim	najstariji,m
sin,om	sinom
razvod,a	razvoda
rizik,u	riziku
propust,e	propuste
sam,oj	samoj
događaj,em	događa,jem
zločinac,a	zločina,ca
mizogin,om	mi,zo,gi,nom
komentator,i	komenta,tori
portal,ima	porta,lima
muž,evima	muže,vima
ljubavnik,e	ljubavni,ke
sindrom,a	sindroma
zatvor,u	zatvoru
nasilnik,u	nasilni,ku
faktor,i	faktori
alkohol,a	alkohola
tim,ovi	timovi
dogovor,e	dogovore
rođen,ih	rođenih
unutarpolitički,h	unutar,političkih
vozački,m	voza,čkim
dozvola,ma	dozvo,lama
privremen,e	privremene
grb,om	gr,bom
dogovor,i	dogovori
postignut,i	postignuti
odobravanje,m	odobra,vanjem
enklava,ma	en,kla,vama
pitanje,m	pitanjem
unapređivanje,m	unapre,đivanjem
laden,a	la,dena
operativac,a	opera,tiva,ca
sofisticiranost,i	sofistici,ranosti
istaknut,ih	istaknutih
pojačan,a	pojačana
rang,a	ranga
agent,i	agenti
zapadni,h	zapadnih
udar,e	uda,re
gasovod,e	gaso,vode
naftovod,e	naf,to,vode
tanker,e	tanke,re
gliser,a	gli,sera
napunjen,ih	napu,njenih
eksploziv,om	eksplozi,vom
diversifikovan,ija	diversi,fikova,nija
pljačkanje,m	pljačka,njem
puškomitraljez,e	pu,ško,mi,tra,lje,ze
tunis,u	tu,nisu
antivladini,h	an,tiv,ladi,nih
irački,h	ira,čkih
dogovor,ima	do,govorima
postignut,im	postignu,tim
koalicioni,h	koali,cionih
istok,a	istoka
kontinuiran,im	kontinui,ranim
sopstven,im	sopstvenim
nesporazum,i	nespo,razu,mi
septembarski,h	septembar,skih
student,ima	studentima
pojava,ma	pojavama
blagoslov,ima	blagoslo,vima
grub,i	gru,bi
um,u	umu
pristojnost,i	pristoj,nosti
sfor,-a	s,for,-,a
platni,h	platnih
debitni,h	debi,tnih
bankomat,a	banko,mata
statistički,m	statističkim
opticaj,u	op,tica,ju
delatnost,ima	delatnostima
gigant,i	giga,nti
tržište,m	tržište,m
transakcija,ma	transakcijama
dažbina,ma	da,žbi,nama
blagajnik,a	blaga,jnika
džep,u	dže,pu
račun,e	račune
kloniranje,m	klo,ni,ranjem
sopstven,oj	sopstvenoj
bojkot,om	bojko,tom
prihvatljiv,a	prihvatljiva
pregovarač,ima	pregovara,čima
veteran,e	vetera,ne
aliju,a	ali,ju,a
intervju,om	intervju,om
sdsm,-a	sds,m,-,a
termin,om	terminom
pridev,om	pride,vom
sekularist,a	sekula,rista
skriven,u	skri,venu
član,u	članu
glas,ovi	glasovi
nepokolebljiv,i	nepo,kole,blji,vi
jak,u	jaku
prošlogodišnji,m	prošlo,godišnjim
islamski,h	isla,mskih
islamist,i	islami,sti
planiran,u	plani,ranu
akp,-a	a,kp,-,a
restoran,ima	restoranima
bar,ovima	ba,rovima
klub,ova	klubova
hurijet,u	hu,rije,tu
mandat,u	mandatu
inspirisan,e	inspi,risane
zainteresovan,ija	zainteresova,nija
tinejdžer,e	tinejdže,re
kuran,a	ku,rana
milijet,a	mi,lije,ta
miloševićev,e	miloše,vićeve
ubijen,om	ubije,nom
zoran,u	zo,ranu
đinđić,u	đinđi,ću
velikan,a	velika,na
komandant,u	komanda,ntu
milorad,u	milora,du
ulemek,u	u,leme,ku
klan,a	klana
đinđićev,oj	đinđi,ćevoj
istražitelj,i	istraži,telji
miloševićev,im	miloše,viće,vim
napad,ima	napadima
dejan,a	dejana
milenković,a	milen,kovića
žrtven,og	žrtve,nog
đinđićev,i	đinđi,ćevi
popović,a	popovića
đinđić,em	đinđi,ćem
dušan,a	dušana
mihajlović,a	mihaj,lovića
finansijer,a	finansi,jera
organizator,a	organizatora
visbaden,a	vi,s,ba,dena
zahtev,u	zahtevu
advokat,i	advokati
operater,e	opera,tere
in,-u	in,-,u
operater,i	opera,teri
zemljište,m	zemljištem
hektar,a	hektara
biro,a	biroa
ažuriran,e	ažuri,rane
maslinov,og	masli,novog
seme,na	semena
paradajz,a	paradajza
materijal,i	materijali
grip,a	gripa
srčan,og	srčanog
odliv,a	odli,va
slep,e	sle,pe
poremećen,im	poreme,ćenim
vid,om	vidom
brajov,oj	bra,jo,voj
aviv,u	avi,vu
mirko,m	mir,kom
cvetković,em	cvet,kovićem
stran,a	strana
fatmir,a	fa,t,mira
sejdiu,a	se,j,di,ua
ahmet,om	ah,me,tom
davutoglu,om	da,vu,tog,lu,om
saud,om	sa,u,dom
fajsal,om	fa,jsa,lom
akreditiv,e	akredi,tive
valdet,a	val,deta
sadiku,a	sa,di,ku,a
danilo,m	dani,lom
turk,om	tur,kom
region,ima	regionima
raj,a	raja
unodc,-a	u,no,dc,-,a
unodc,-u	u,no,dc,-,u
kriminal,u	kriminalu
biznis,a	biznisa
miroljubiv,a	miro,ljubi,va
strazbur,u	strazbu,ru
prošlogodišnji,h	prošlo,godišnjih
saglasnost,i	saglasnosti
odgovor,e	odgovore
angažman,a	angažmana
ahtisarijev,im	ah,tisa,rije,vim
nadziran,e	nadzi,rane
angažovanost,i	angažo,vanosti
stvar,ima	stvarima
mešovit,om	mešovi,tom
porast,a	porasta
zapaljiv,ih	zapa,ljivih
hrvat,i	hrvati
slab,im	slabim
tročlan,im	tro,čla,nim
predsedništvo,m	predsedni,štvom
bajden,om	bajde,nom
nacrt,u	nac,rtu
neprihvatljiv,a	neprihvatlji,va
protektorat,om	prote,ktora,tom
božić,a	božića
mamut,a	ma,muta
pilot,i	piloti
virus,a	virusa
pacijent,e	pacijente
vezan,o	vezano
naj,star,ijih	najstarijih
forenzički,h	forenzi,čkih
razred,a	razreda
talent,e	talente
projekt,om	projektom
transatlantski,m	transa,tla,ntskim
ambasador,i	ambasa,dori
uspostavljanje,m	uspostavljanjem
štab,a	štaba
isključiv,o	isključivo
ešdaunov,im	e,š,da,u,novim
transatlantski,h	transa,tla,ntskih
nedovršen,o	nedovrše,no
mnogi,ma	mnogima
kraj,em	krajem
orijentisan,a	orijentisana
kamen,a	kamena
šumski,h	šumskih
pomorski,m	pomo,rskim
efekat,a	efekata
dug,e	duge
uračunat,i	uračuna,ti
smanjenje,m	smanjenjem
spor,iji	sporiji
severoistok,u	severoisto,ku
najavljen,om	naja,vljenom
energetski,m	energetskim
gigant,om	gi,gan,tom
neupotrebljiv,a	neu,potreb,ljiva
jedinstven,i	jedinstveni
abraziv,i	abra,zivi
voden,og	vodenog
rastvor,a	rastvora
seizmološki,h	se,iz,mo,loških
sloj,eva	slojeva
eksperiment,i	eksperimenti
imejl,u	ime,j,lu
bugarski,m	bugarskim
bilion,a	bili,ona
kubni,h	ku,bnih
rezerva,ma	rezerva,ma
levičar,i	levi,čari
odred,a	odreda
prednji,m	pred,njim
prozor,ima	pro,zorima
krov,u	krovu
vulgarakis,a	vul,gara,ki,sa
oficir,a	oficira
naj,čuvan,ijih	naj,ču,va,nijih
ulaz,a	ulaza
toalet,ima	to,ale,tima
prozor,a	prozora
zgrada,ma	zgradama
ulaz,ima	ulazi,ma
izlaz,ima	izlazi,ma
prestiž,a	presti,ža
vod,ovi	vo,dovi
general,e	genera,le
radovanović,a	radova,novića
oružan,ih	oružanih
vod,a	voda
barjaktar,i	bar,ja,kta,ri
počast,i	poča,sti
general,ima	genera,lima
podoficir,a	podo,fici,ra
entitetski,h	entitet,skih
rame,nu	ra,menu
sulejman,a	sulej,mana
tihić,a	ti,hi,ća
major,u	majo,ru
krajšumović,u	kraj,šu,mović,u
sastav,a	sastava
mihaj,a	miha,ja
tanasesku,a	tana,se,sku,a
strukturni,h	strukturnih
titov,a	ti,tova
josip,a	josipa
broz,a	broza
neupotrebljen,a	neu,potre,bljena
dug,i	dugi
vinston,a	vin,stona
čerčil,a	čer,čila
gadafi,ja	gada,fija
abdel,a	ab,dela
naser,a	na,sera
džavaharlal,a	d,žava,har,la,la
nehru,a	ne,h,ru,a
holivudski,h	holivu,dskih
ričard,a	ričarda
barton,a	bar,tona
star,o	staro
stručnjak,a	stručnjaka
papanikolau,a	pa,pani,kola,ua
ambijent,u	ambijentu
brod,a	broda
tabloid,i	tablo,idi
laž,i	laži
josip,om	josi,pom
broz,om	bro,zom
tito,m	ti,tom
penzioner,a	penzionera
domet,e	dome,te
televizija,ma	televi,zijama
kvaziuniverzitet,a	kvazi,u,niverzi,teta
talentovan,i	talen,tovani
plagijat,ima	pla,gija,tima
predatorski,m	preda,torskim
nepošten,im	nepo,štenim
evaluacija,ma	evalua,cijama
nezameranje,m	neza,mera,njem
đak,e	đa,ke
funkcija,ma	funkcijama
fakultet,i	fakul,teti
institut,i	institu,ti
muftijin,o	mu,f,tiji,no
moj,e	moje
šamar,e	ša,ma,re
izgovor,i	izgovori
vladar,u	vlada,ru
rektor,u	re,ktoru
profesor,u	profesoru
vračar,u	vra,čaru
diletant,ima	di,leta,ntima
univerzitetski,m	univerzitet,skim
čestitost,i	česti,tosti
francuski,h	francuskih
đak,a	đaka
čvrst,ih	čvrstih
gospodstven,og	gospo,d,stvenog
slovenac,a	slovenaca
