jeremić,a	jere,mića
korisnik,u	korisniku
telefon,a	telefona
frižider,u	friži,deru
telefon,e	telefo,ne
termostat,a	termo,sta,ta
ranjiv,a	ranji,va
upad,a	upada
inženjering,om	inženje,rin,gom
manipulacija,ma	manipula,cijama
poverljiv,im	pover,ljivim
mejl,ovima	mej,lovima
poraz,u	po,razu
proizvođač,u	proizvođa,ču
gugl,u	gu,glu
uređaj,ima	uređajima
dom,u	domu
oregon,u	o,re,gonu
kamera,ma	kamera,ma
televizor,om	televi,zorom
nemarnost,i	nema,rnosti
senzor,e	sen,zore
pejsmejker,om	pe,j,sme,jke,rom
haker,i	ha,ke,ri
haker,a	ha,kera
omiljen,ih	omi,ljenih
skup,ovima	skupovima
hakovanje,m	h,ako,vanjem
motor,a	motora
sudar,a	sudara
ishod,om	isho,dom
semafor,a	sema,fora
visokoobučen,e	visoko,obu,čene
osetljiv,ih	osetlji,vih
autopilot,a	auto,pi,lo,ta
silos,a	silo,sa
način,a	načina
provajder,i	provaj,deri
oblak,u	obla,ku
obnažen,i	ob,na,ženi
selfi,ji	se,l,fiji
korisnost,i	korisnosti
štetnost,i	štet,nosti
opravdanost,i	opravdanosti
osetljiv,om	osetlji,vom
isplativost,i	isplati,vosti
malen,a	ma,lena
tehnološki,m	tehno,loškim
koncept,om	koncep,tom
čest,ih	česti,h
teret,a	tereta
kosovar,a	kosova,ra
spisk,a	spi,ska
nestrukturiran,a	ne,strukturi,rana
proizvodni,h	proizvodnih
izgubljen,ih	izgublje,nih
ishod,e	ishode
lak,šu	lak,šu
jakup,a	ja,kupa
preuranjen,o	preu,ranje,no
preporučljiv,o	prepo,ruč,ljivo
lider,om	li,de,rom
mehmet,om	meh,me,tom
ali,jem	ali,jem
talat,om	ta,la,tom
poseta,ma	pose,tama
frustrirajući,m	fru,stri,raju,ćim
zastoj,em	zasto,jem
kontakt,e	kontakte
kontakt,i	kontakti
nivo,ima	nivoima
izražen,ih	izra,ženih
slab,o	slabo
plan,om	planom
kiparski,m	ki,par,skim
rešenje,m	rešenjem
osobenost,ima	osobe,nostima
nerešiv,om	nere,ši,vom
kršenje,m	kr,šenjem
ilir,a	i,lira
dugoli,ja	dugo,lija
oto,a	oto,a
fudbal,a	fudbala
rehagelov,a	re,ha,ge,lova
rezultat,om	rezultatom
tim,om	ti,mom
rehagel,a	re,ha,gela
sporting,a	spo,rti,nga
naj,istaknut,iji	naji,sta,knuti,ji
trideseti,m	tri,dese,tim
stadion,a	stadiona
brdovit,om	br,dovi,tom
sponzor,a	spon,zora
maradonin,e	mara,do,nine
grub,oj	gru,boj
neosnovan,im	neosno,vanim
pretrpljen,ih	pret,rp,ljenih
odbijen,u	odbije,nu
minut,u	minutu
sokratis,a	so,kra,tisa
papastatopulos,a	papa,sta,to,pu,lo,sa
jak,a	jaka
hotel,u	hotelu
navijač,e	navija,če
vuvuzela,ma	vu,vu,ze,lama
doboš,ima	do,bo,šima
harmonika,ma	harmo,nika,ma
jak,o	jako
navijač,i	navija,či
ultranacionalistički,h	ultra,na,cionali,stičkih
organizator,i	organiza,tori
huligan,a	hu,li,gana
učesnik,e	učesnike
kamenica,ma	kame,nicama
sakriven,im	sakri,venim
šaht,ovima	ša,h,tovima
život,i	životi
svetski,m	svetskim
travnjak,a	trav,njaka
skup,ovi	sku,povi
predsednički,h	predsedni,čkih
udarac,a	uda,raca
plakat,i	pla,kati
krug,u	krugu
protivnički,h	protiv,ničkih
basesku,a	ba,se,sku,a
miting,a	mi,tinga
dečak,a	dečaka
element,e	elemente
dinu,a	di,nu,a
patriču,a	patri,ču,a
disident,a	di,side,nta
pesnik,a	pesnika
dinesku,a	di,ne,sku,a
predsednikov,a	predsedni,kova
rumunski,h	rumu,nskih
takmac,e	tak,ma,ce
nezabeležen,i	neza,bele,ženi
ismail,u	i,sma,i,lu
kadare,u	kada,re,u
gugl,a	gu,gla
karikaturist,a	karika,turi,sta
polufinalist,a	polu,fi,nalista
finalist,a	fi,nalista
ansamb,ala	ansam,bala
vladin,e	vla,dine
marselj,u	mar,se,lju
crtani,h	crta,nih
filmski,h	film,skih
fokus,om	foku,som
apelacioni,h	a,pela,cionih
temelj,i	temelji
otvoren,og	otvorenog
obnovljen,ih	obno,vljenih
društven,e	društvene
kamion,ima	ka,mio,nima
voz,ovi	vo,zovi
stanica,ma	sta,nicama
poljoprivredni,h	poljoprivrednih
podsticaj,e	podstica,je
sto,love	sto,love
smeštaj,a	smeštaja
rom,i	romi
mađar,i	mađa,ri
drugačiji,m	drugačijim
materijal,a	materijala
romski,m	ro,mskim
jukom,-a	ju,kom,-,a
dug,ovima	dugo,vima
njen,i	njeni
dnevni,h	dnevnih
meden,i	me,deni
dug,ove	dugove
uobičajen,a	uobičajena
pozajmica,ma	pozaj,mi,cama
dug,ovi	dugo,vi
pouzdan,im	pouzda,nim
kup,u	kupu
nobelov,u	no,belo,vu
rajteralm,u	raj,tera,l,mu
romed,a	ro,meda
bauman,a	ba,uma,na
francuz,a	francu,za
pjerik,a	p,je,rika
burže,a	bur,že,a
stefan,a	stefana
arsenijević,a	arse,nije,vića
komandarev,a	ko,manda,reva
vihor,u	vi,ho,ru
bazen,ima	baze,nima
hesinki,ju	he,sin,kiju
plivački,m	pli,va,čkim
svetlin,a	svet,lina
rusev,a	ru,seva
stokholm,u	sto,k,hol,mu
nezamenljiv,om	neza,men,ljivom
peterburg,om	peter,bur,gom
dablin,om	da,bli,nom
pariz,om	pari,zom
veles,a	vele,sa
luksemburg,om	lukse,m,bur,gom
rumuski,h	rumu,skih
lej,a	le,ja
skup,a	skupa
sokol,a	so,kola
oljdaši,ja	o,ljda,šija
incident,om	inciden,tom
vasil,a	va,sila
kodeks,a	ko,de,ksa
pošten,e	po,štene
redosled,a	redosle,da
kompatibilnost,i	kompati,bilnosti
zakonski,h	zakonskih
kriv,im	kri,vim
zaštićen,og	zašti,ćenog
ramuš,u	ra,mu,šu
haradinaj,u	hara,dina,ju
astrit,a	a,stri,ta
bajruš,a	baj,ru,ša
dokaz,ima	dokazima
ministrov,u	mini,stro,vu
haradinaj,a	hara,dina,ja
morinin,o	mo,rini,no
lahi,ju	la,hi,ju
brahimaj,u	bra,hi,ma,ju
stil,a	stila
kreator,a	krea,tora
modni,h	mo,dnih
trend,u	tren,du
klijent,e	klijente
set,a	seta
trend,ove	trendove
turist,i	turisti
obučen,ih	obu,čenih
adi,ja	a,dija
kromenaker,a	kro,mena,kera
kreator,i	krea,tori
kerol,a	ke,rola
nadahnut,u	nadah,nu,tu
kreator,e	krea,tore
brend,ove	bren,dove
admir,a	ad,mira
karišik,a	kari,ši,ka
kostim,e	kosti,me
plesač,i	plesa,či
inspirisan,om	inspi,risa,nom
talent,i	tale,nti
brend,ovi	bren,dovi
časopis,ima	časopisima
ormar,ima	or,ma,rima
kupac,a	kupaca
komesar,i	kome,sari
svež,e	sveže
izazov,ima	izazovima
održiv,oj	održi,voj
zadatak,a	zadataka
socijalist,a	socija,lista
demokrat,a	demokra,ta
budžetski,h	budžetskih
ren,a	re,na
istaknut,o	istaknuto
dačijan,u	da,čija,nu
čološ,u	čo,loš,u
multijezičnost,i	multi,jezi,čnosti
times,-a	time,s,-,a
prisustvo,m	prisustvom
čest,im	česti,m
motivisan,im	motivi,sanim
mešanje,m	meša,njem
primenljiv,e	primen,ljive
dejton,u	dej,tonu
ograničen,a	ograničena
širok,og	širokog
bon,u	bo,nu
ohr,-u	o,hr,-,u
ran,i	rani
jedinstven,ih	jedinstve,nih
registarski,h	registar,skih
pasoš,e	paso,še
krug,ovima	krugovima
nestrpljiv,i	ne,st,rp,ljivi
skup,lja	skuplja
predviđen,og	predvi,đenog
različit,o	različito
građanski,h	građanskih
kontinuiran,i	kontinui,rani
istok,u	istoku
znak,e	znake
progon,om	pro,go,nom
režim,i	reži,mi
martovski,h	mar,tov,skih
tretman,a	tretmana
benedikt,a	bene,di,kta
benedikt,u	bene,di,ktu
benedikt,om	bene,di,ktom
evroatlantski,m	evro,at,la,nt,skim
otvoren,im	otvorenim
moratinos,om	mo,rati,no,som
trajan,om	tra,ja,nom
basesku,om	ba,se,sku,om
emil,om	emi,lom
bok,om	bo,kom
josipović,em	josi,povi,ćem
protokol,om	protoko,lom
potpisan,im	potpisa,nim
suverenitet,u	suvereni,tetu
punkt,u	pun,ktu
ministarstvo,m	ministar,stvom
blag,o	blago
obazriv,e	oba,z,ri,ve
protokol,a	protokola
euleks,-u	eu,le,ks,-,u
suveren,a	suve,rena
izazvan,e	izazvane
razarajući,h	raza,raju,ćih
oštećen,ih	ošte,ćenih
obučen,og	obu,čenog
generalštab,a	general,šta,ba
opremljen,ih	opremlje,nih
specijalizovan,ih	specijalizova,nih
nasip,a	nasi,pa
rečni,h	re,čnih
privremen,ih	privreme,nih
železnički,h	železni,čkih
oluja,ma	olu,jama
zdravstven,oj	zdravstvenoj
zdravstven,a	zdravstvena
dom,ova	domova
gubitak,a	gubitaka
hepatitis,a	hepa,titisa
jak,i	ja,ki
ekološki,m	eko,loškim
faktor,ima	faktorima
kanal,u	kanalu
samoubistvo,m	samoubi,stvom
roditelj,a	roditelja
nasilnik,a	nasi,lnika
privremen,om	privreme,nom
celost,i	celosti
fragment,i	fragmenti
naj,star,ijim	najstariji,m
sin,om	si,nom
razvod,a	razvo,da
rizik,u	riziku
propust,e	propu,ste
sam,oj	samoj
događaj,em	događa,jem
zločinac,a	zločina,ca
mizogin,om	mi,zo,gi,nom
komentator,i	komenta,tori
portal,ima	porta,lima
muž,evima	mu,že,vima
ljubavnik,e	ljuba,vni,ke
sindrom,a	sindroma
zatvor,u	zatvoru
nasilnik,u	nasilni,ku
faktor,i	faktori
alkohol,a	alkohola
tim,ovi	timovi
dogovor,e	dogovore
rođen,ih	ro,đenih
unutarpolitički,h	unutar,politi,čkih
vozački,m	voza,čkim
dozvola,ma	dozvo,lama
privremen,e	privremene
grb,om	gr,bom
dogovor,i	dogovori
postignut,i	postignu,ti
odobravanje,m	odobra,vanjem
enklava,ma	en,kla,vama
pitanje,m	pitanjem
unapređivanje,m	unapre,đivanjem
laden,a	la,dena
operativac,a	opera,tiva,ca
sofisticiranost,i	sofistici,ranosti
istaknut,ih	istaknu,tih
pojačan,a	pojača,na
rang,a	ranga
agent,i	age,nti
zapadni,h	zapadnih
udar,e	uda,re
gasovod,e	gaso,vode
naftovod,e	naf,to,vode
tanker,e	ta,nke,re
gliser,a	gli,sera
napunjen,ih	napu,njenih
eksploziv,om	eksplozi,vom
diversifikovan,ija	diver,si,fikova,nija
pljačkanje,m	pljačka,njem
puškomitraljez,e	pu,ško,mi,tra,lje,ze
tunis,u	tu,nisu
antivladini,h	an,tiv,ladi,nih
irački,h	ira,čkih
dogovor,ima	do,govorima
postignut,im	postignu,tim
koalicioni,h	koali,cionih
istok,a	istoka
kontinuiran,im	kontinui,ranim
sopstven,im	sopstvenim
nesporazum,i	nespo,razu,mi
septembarski,h	septembar,skih
student,ima	studentima
pojava,ma	pojavama
blagoslov,ima	blago,slo,vima
grub,i	gru,bi
um,u	umu
pristojnost,i	pri,stoj,nosti
sfor,-a	s,for,-,a
platni,h	pla,tnih
debitni,h	debi,tnih
bankomat,a	ban,ko,mata
statistički,m	statisti,čkim
opticaj,u	op,tica,ju
delatnost,ima	delatnostima
gigant,i	giga,nti
tržište,m	tržište,m
transakcija,ma	transak,cijama
dažbina,ma	da,žbi,nama
blagajnik,a	blaga,jnika
džep,u	dže,pu
račun,e	račune
kloniranje,m	klo,ni,ranjem
sopstven,oj	sopstvenoj
bojkot,om	bojko,tom
prihvatljiv,a	prihvatlji,va
pregovarač,ima	pregovara,čima
veteran,e	ve,tera,ne
aliju,a	ali,ju,a
intervju,om	intervju,om
sdsm,-a	sds,m,-,a
termin,om	termi,nom
pridev,om	pride,vom
sekularist,a	se,kula,rista
skriven,u	skri,venu
član,u	članu
glas,ovi	glasovi
nepokolebljiv,i	nepo,kole,blji,vi
jak,u	jaku
prošlogodišnji,m	prošlo,godišnjim
islamski,h	isla,mskih
islamist,i	isla,mi,sti
planiran,u	plani,ranu
akp,-a	a,kp,-,a
restoran,ima	restora,nima
bar,ovima	ba,rovima
klub,ova	klubova
hurijet,u	hu,rije,tu
mandat,u	manda,tu
inspirisan,e	inspi,risane
zainteresovan,ija	zainteresova,nija
tinejdžer,e	tinejdže,re
kuran,a	ku,rana
milijet,a	mi,lije,ta
miloševićev,e	miloše,viće,ve
ubijen,om	ubije,nom
zoran,u	zo,ranu
đinđić,u	đinđi,ću
velikan,a	velika,na
komandant,u	komanda,ntu
milorad,u	milo,ra,du
ulemek,u	u,leme,ku
klan,a	klana
đinđićev,oj	đinđi,ćevoj
istražitelj,i	istraži,telji
miloševićev,im	miloše,viće,vim
napad,ima	napadima
dejan,a	dejana
milenković,a	milen,kovića
žrtven,og	žrtve,nog
đinđićev,i	đinđi,će,vi
popović,a	popovića
đinđić,em	đinđi,ćem
dušan,a	dušana
mihajlović,a	mihaj,lovića
finansijer,a	finansi,jera
organizator,a	organizatora
visbaden,a	vi,s,ba,dena
zahtev,u	zahtevu
advokat,i	advo,kati
operater,e	opera,tere
in,-u	in,-,u
operater,i	opera,teri
zemljište,m	zemljište,m
hektar,a	hektara
biro,a	biro,a
ažuriran,e	ažuri,rane
maslinov,og	masli,novog
seme,na	semena
paradajz,a	parada,jza
materijal,i	materijali
grip,a	gripa
srčan,og	srčanog
odliv,a	odli,va
slep,e	sle,pe
poremećen,im	poreme,ćenim
vid,om	vi,dom
brajov,oj	bra,jo,voj
aviv,u	avi,vu
mirko,m	mir,kom
cvetković,em	cvet,kovićem
stran,a	strana
fatmir,a	fa,t,mira
sejdiu,a	se,j,di,ua
ahmet,om	ah,me,tom
davutoglu,om	da,vu,tog,lu,om
saud,om	sa,u,dom
fajsal,om	fa,jsa,lom
akreditiv,e	akredi,tive
valdet,a	val,deta
sadiku,a	sa,di,ku,a
danilo,m	dani,lom
turk,om	tur,kom
region,ima	regionima
raj,a	ra,ja
unodc,-a	u,no,dc,-,a
unodc,-u	u,no,dc,-,u
kriminal,u	krimina,lu
biznis,a	biznisa
miroljubiv,a	miro,ljubi,va
strazbur,u	stra,zbu,ru
prošlogodišnji,h	prošlo,godišnjih
saglasnost,i	saglasnosti
odgovor,e	odgovore
angažman,a	angaž,mana
ahtisarijev,im	ah,tisa,rije,vim
nadziran,e	nadzi,rane
angažovanost,i	angažo,va,nosti
stvar,ima	stvarima
mešovit,om	mešovi,tom
porast,a	porasta
zapaljiv,ih	zapa,ljivih
hrvat,i	hrvati
slab,im	slabi,m
tročlan,im	tro,čla,nim
predsedništvo,m	predsedni,štvom
bajden,om	bajde,nom
nacrt,u	nac,rtu
neprihvatljiv,a	neprihvatlji,va
protektorat,om	prote,ktora,tom
božić,a	boži,ća
mamut,a	ma,muta
pilot,i	pilo,ti
virus,a	virusa
pacijent,e	pacijente
vezan,o	vezano
naj,star,ijih	najstarijih
forenzički,h	fo,ren,zi,čkih
razred,a	razreda
talent,e	tale,nte
projekt,om	projektom
transatlantski,m	transa,tla,nt,skim
ambasador,i	ambasa,dori
uspostavljanje,m	uspostavlja,njem
štab,a	štaba
isključiv,o	isključivo
ešdaunov,im	e,š,da,u,novim
transatlantski,h	transa,tla,ntskih
nedovršen,o	nedovrše,no
mnogi,ma	mnogima
kraj,em	krajem
orijentisan,a	orijenti,sana
kamen,a	kamena
šumski,h	šumskih
pomorski,m	pomo,rskim
efekat,a	efekata
dug,e	duge
uračunat,i	uračuna,ti
smanjenje,m	smanjenjem
spor,iji	spo,riji
severoistok,u	severoisto,ku
najavljen,om	naja,vljenom
energetski,m	energe,tskim
gigant,om	gi,gan,tom
neupotrebljiv,a	neu,potre,b,ljiva
jedinstven,i	jedinstveni
abraziv,i	a,bra,zi,vi
voden,og	vodenog
rastvor,a	rastvora
seizmološki,h	se,iz,mo,loških
sloj,eva	slojeva
eksperiment,i	eksperimenti
imejl,u	ime,j,lu
bugarski,m	bugar,skim
bilion,a	bili,ona
kubni,h	ku,bnih
rezerva,ma	rezerva,ma
levičar,i	levi,čari
odred,a	odreda
prednji,m	pred,njim
prozor,ima	pro,zorima
krov,u	kro,vu
vulgarakis,a	vu,l,gara,ki,sa
oficir,a	oficira
naj,čuvan,ijih	naj,ču,va,nijih
ulaz,a	ulaza
toalet,ima	to,ale,tima
prozor,a	prozora
zgrada,ma	zgradama
ulaz,ima	ulazi,ma
izlaz,ima	izlazi,ma
prestiž,a	presti,ža
vod,ovi	vo,dovi
general,e	genera,le
radovanović,a	radova,novića
oružan,ih	oružanih
vod,a	voda
barjaktar,i	bar,ja,kta,ri
počast,i	poča,sti
general,ima	genera,lima
podoficir,a	podo,fici,ra
entitetski,h	entitet,skih
rame,nu	ra,menu
sulejman,a	su,lej,mana
tihić,a	ti,hi,ća
major,u	ma,jo,ru
krajšumović,u	kraj,šu,mović,u
sastav,a	sastava
mihaj,a	miha,ja
tanasesku,a	tana,se,sku,a
strukturni,h	strukturnih
titov,a	ti,tova
josip,a	josipa
broz,a	bro,za
neupotrebljen,a	neu,potre,bljena
dug,i	dugi
vinston,a	vin,sto,na
čerčil,a	čer,čila
gadafi,ja	ga,da,fija
abdel,a	ab,dela
naser,a	na,sera
džavaharlal,a	d,žava,har,la,la
nehru,a	ne,h,ru,a
holivudski,h	ho,livu,dskih
ričard,a	ričar,da
barton,a	bar,tona
star,o	staro
stručnjak,a	stručnjaka
papanikolau,a	pa,pani,kola,ua
ambijent,u	ambije,ntu
brod,a	broda
tabloid,i	ta,blo,idi
laž,i	laži
josip,om	josi,pom
broz,om	bro,zom
tito,m	ti,tom
penzioner,a	penzionera
domet,e	dome,te
televizija,ma	televi,zijama
kvaziuniverzitet,a	kvazi,u,niverzi,teta
talentovan,i	talen,tovani
plagijat,ima	pla,gija,tima
predatorski,m	preda,tor,skim
nepošten,im	nepo,šte,nim
evaluacija,ma	evalua,cijama
nezameranje,m	neza,mera,njem
đak,e	đa,ke
funkcija,ma	funkcijama
fakultet,i	fakul,teti
institut,i	institu,ti
muftijin,o	mu,f,tiji,no
moj,e	moje
šamar,e	ša,ma,re
izgovor,i	iz,govori
vladar,u	vlada,ru
rektor,u	re,ktoru
profesor,u	profeso,ru
vračar,u	vra,čaru
diletant,ima	di,leta,ntima
univerzitetski,m	univerzitet,skim
čestitost,i	česti,tosti
francuski,h	francuskih
đak,a	đaka
čvrst,ih	čvrstih
gospodstven,og	gospo,d,stvenog
slovenac,a	slovenaca
